Chromosome	Gene	Strand	CDS	Start	Stop	Product
NC_000003.12	C3orf49	+	XP_024309121.1	63819472	63831877	putative uncharacterized protein C3orf49 isoform X1
NC_000003.12	THOC7	-	XP_006713402.1	63838478	63834134	THO complex subunit 7 homolog isoform X1
NC_000003.12	ATXN7	+	NP_001364334.1	63912599	63999467	ataxin-7 isoform a
NC_000003.12	PSMD6	-	NP_001258709.1	64023833	64010670	26S proteasome non-ATPase regulatory subunit 6 isoform 3
NC_000003.12	PRICKLE2	-	NP_001357457.1	64198925	64099053	prickle-like protein 2
NC_000003.12	ADAMTS9	-	NP_001305710.1	64687655	64522173	A disintegrin and metalloproteinase with thrombospondin motifs 9 isoform 4 precursor
NC_000003.12	MAGI1	-	NP_001028229.1	66038306	65356380	membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1 isoform c
NC_000003.12	SLC25A26	+	NP_775742.4	66221095	66377807	S-adenosylmethionine mitochondrial carrier protein isoform a
NC_000003.12	LRIG1	-	NP_001364274.1	66412879	66380265	leucine-rich repeats and immunoglobulin-like domains protein 1 isoform 3
NC_000003.12	KBTBD8	+	NP_115894.2	66998356	67008385	kelch repeat and BTB domain-containing protein 8
NC_000003.12	SUCLG2	-	NP_001171070.1	67654584	67360631	succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial isoform 1 precursor
NC_000003.12	TAFA1	+	NP_001239145.1	68006627	68544503	chemokine-like protein TAFA-1 precursor
NC_000003.12	TAFA4	-	NP_001005527.1	68885186	68733144	chemokine-like protein TAFA-4 precursor
NC_000003.12	EOGT	-	XP_016861694.1	69009844	68977620	EGF domain-specific O-linked N-acetylglucosamine transferase isoform X3
NC_000003.12	TMF1	-	NP_009045.2	69052084	69023179	TATA element modulatory factor isoform 1
NC_000003.12	UBA3	-	NP_001350790.1	69080351	69055439	NEDD8-activating enzyme E1 catalytic subunit isoform 3
NC_000003.12	ARL6IP5	+	NP_006398.1	69085048	69104636	PRA1 family protein 3
NC_000003.12	LMOD3	-	NP_001291347.1	69122384	69109097	leiomodin-3
NC_000003.12	FRMD4B	-	NP_055938.2	69385987	69171863	FERM domain-containing protein 4B
NC_000003.12	MITF	+	NP_001341536.1	69794463	69965248	microphthalmia-associated transcription factor isoform 12
NC_000003.12	MDFIC2	-	NP_001351606.1	70311971	70196928	myoD family inhibitor domain-containing protein 2 isoform 2
NC_000003.12	FOXP1	-	NP_001336269.1	71198379	70959249	forkhead box protein P1 isoform a
NC_000003.12	EIF4E3	-	NP_775495.1	71699637	71684684	eukaryotic translation initiation factor 4E type 3 isoform b
NC_000003.12	GPR27	+	NP_061844.1	71754050	71755177	probable G-protein coupled receptor 27
NC_000003.12	PROK2	-	NP_068754.1	71785050	71772726	prokineticin-2 isoform b precursor
NC_000003.12	RYBP	-	NP_036366.3	72446621	72378387	RING1 and YY1-binding protein
NC_000003.12	SHQ1	-	NP_060600.2	72848338	72750286	protein SHQ1 homolog
NC_000003.12	GXYLT2	+	XP_011532370.1	72908470	72975159	glucoside xylosyltransferase 2 isoform X2
NC_000003.12	PPP4R2	+	NP_001304955.1	73047186	73065722	serine/threonine-protein phosphatase 4 regulatory subunit 2 isoform 3
NC_000003.12	EBLN2	+	NP_060499.3	73062082	73062900	endogenous Bornavirus-like nucleoprotein 2
NC_000003.12	PDZRN3	-	XP_016861431.1	73624823	73383367	E3 ubiquitin-protein ligase PDZRN3 isoform X1
NC_000003.12	CNTN3	-	XP_005264814.1	74521110	74264403	contactin-3 isoform X1
NC_000003.12	FRG2C	+	XP_011531556.1	75664380	75666041	protein FRG2-like-2 isoform X1
NC_000003.12	ZNF717	-	XP_024309053.1	75741770	75731888	zinc finger protein 717 isoform X9
NC_000003.12	ROBO2	+	NP_001365120.1	75937494	77646055	roundabout homolog 2 isoform 7
NC_000003.12	ROBO1	-	NP_001139317.1	79018459	78598915	roundabout homolog 1 isoform d
NC_000003.12	GBE1	-	NP_000149.4	81761515	81490409	1,4-alpha-glucan-branching enzyme
NC_000003.12	CADM2	+	NP_001362890.1	85793858	86066783	cell adhesion molecule 2 isoform 7
NC_000003.12	VGLL3	-	NP_001307423.1	86990741	86947026	transcription cofactor vestigial-like protein 3 isoform 3
NC_000003.12	CHMP2B	+	NP_054762.2	87227523	87253822	charged multivesicular body protein 2b isoform 1
NC_000003.12	POU1F1	-	NP_000297.1	87276460	87259896	pituitary-specific positive transcription factor 1 isoform alpha
NC_000003.12	HTR1F	+	NP_001309137.1	87990750	87991850	5-hydroxytryptamine receptor 1F
NC_000003.12	CGGBP1	-	NP_001182237.1	88055974	88055475	CGG triplet repeat-binding protein 1
NC_000003.12	ZNF654	+	XP_016862278.1	88059320	88141125	zinc finger protein 654 isoform X1
NC_000003.12	C3orf38	+	NP_776185.2	88150053	88156635	uncharacterized protein C3orf38
NC_000003.12	CSNKA2IP	+	NP_001355096.1	88465358	88467562	casein kinase II subunit alpha'-interacting protein
NC_000003.12	EPHA3	+	NP_005224.2	89107749	89479502	ephrin type-A receptor 3 isoform a precursor
NC_000003.12	LOC101930420	-	XP_016863098.1	91436251	91374238	DNA primase large subunit-like
NC_000003.12	PROS1	-	NP_001301006.1	93973747	93874247	vitamin K-dependent protein S isoform 1 precursor
NC_000003.12	ARL13B	+	NP_001167622.1	94003838	94053263	ADP-ribosylation factor-like protein 13B isoform 3
NC_000003.12	STX19	-	XP_011511144.1	94015267	94014387	syntaxin-19 isoform X1
NC_000003.12	DHFR2	-	XP_011510839.1	94061509	94060950	dihydrofolate reductase 2, mitochondrial isoform X1
NC_000003.12	NSUN3	+	NP_071355.1	94063127	94126490	tRNA (cytosine(34)-C(5))-methyltransferase, mitochondrial
NC_000003.12	EPHA6	+	XP_006713655.1	96814624	97748701	ephrin type-A receptor 6 isoform X1
NC_000003.12	ARL6	+	XP_016862801.1	97768108	97798024	ADP-ribosylation factor-like protein 6 isoform X2
NC_000003.12	CRYBG3	+	NP_705833.3	97822207	97943314	very large A-kinase anchor protein
NC_000003.12	RIOX2	-	NP_001248758.1	97967591	97945186	ribosomal oxygenase 2 isoform b
NC_000003.12	GABRR3	-	NP_001099050.1	98034985	97986685	gamma-aminobutyric acid receptor subunit rho-3 precursor
NC_000003.12	OR5AC2	+	NP_473447.1	98087173	98088102	olfactory receptor 5AC2
NC_000003.12	OR5H1	+	NP_001005338.1	98132698	98133639	olfactory receptor 5H1
NC_000003.12	OR5H14	+	NP_001005514.1	98149386	98150318	olfactory receptor 5H14
NC_000003.12	OR5H15	+	NP_001005515.1	98168700	98169641	olfactory receptor 5H15
NC_000003.12	OR5H6	+	NP_001005479.2	98264333	98265262	olfactory receptor 5H6
NC_000003.12	OR5H2	+	NP_001005482.1	98282888	98283832	olfactory receptor 5H2
NC_000003.12	OR5K4	+	NP_001005517.1	98353854	98354819	olfactory receptor 5K4
NC_000003.12	OR5K3	+	NP_001005516.1	98390666	98391631	olfactory receptor 5K3
NC_000003.12	OR5K1	+	NP_001004736.2	98469577	98470503	olfactory receptor 5K1
NC_000003.12	OR5K2	+	NP_001004737.1	98497681	98498631	olfactory receptor 5K2
NC_000003.12	CLDND1	-	NP_001035290.1	98522853	98516661	claudin domain-containing protein 1 isoform d
NC_000003.12	GPR15	+	NP_005281.1	98532034	98533116	G-protein coupled receptor 15
NC_000003.12	CPOX	-	XP_005247182.1	98593502	98578227	oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial isoform X1
NC_000003.12	ST3GAL6	+	NP_001310289.1	98772904	98793761	type 2 lactosamine alpha-2,3-sialyltransferase isoform 2
NC_000003.12	DCBLD2	-	NP_563615.3	98901324	98799374	discoidin, CUB and LCCL domain-containing protein 2 precursor
NC_000003.12	COL8A1	+	NP_001841.2	99790683	99796136	collagen alpha-1(VIII) chain precursor
NC_000003.12	CMSS1	+	NP_115735.2	99817980	100178388	protein CMSS1 isoform 1
NC_000003.12	FILIP1L	-	NP_878913.2	99931018	99833237	filamin A-interacting protein 1-like isoform 1
NC_000003.12	TBC1D23	+	NP_001186127.1	100261019	100323668	TBC1 domain family member 23 isoform 1
NC_000003.12	NIT2	+	NP_064587.1	100334792	100355268	omega-amidase NIT2
NC_000003.12	TOMM70	-	NP_055635.3	100400947	100365566	mitochondrial import receptor subunit TOM70
NC_000003.12	LNP1	+	NP_001078920.1	100429730	100455926	leukemia NUP98 fusion partner 1
NC_000003.12	TMEM45A	+	NP_001350805.1	100519564	100577018	transmembrane protein 45A isoform 1
NC_000003.12	ADGRG7	+	XP_011511547.1	100630768	100695001	adhesion G-protein coupled receptor G7 isoform X1
NC_000003.12	TFG	+	NP_001007566.1	100713686	100748531	protein TFG isoform 1
NC_000003.12	ABI3BP	-	NP_001364261.1	100993382	100750497	target of Nesh-SH3 isoform 11 precursor
NC_000003.12	IMPG2	-	NP_057331.2	101320370	101226971	interphotoreceptor matrix proteoglycan 2 precursor
NC_000003.12	SENP7	-	NP_001269732.1	101493957	101325945	sentrin-specific protease 7 isoform 5
NC_000003.12	TRMT10C	+	NP_060289.2	101564782	101565993	tRNA methyltransferase 10 homolog C precursor
NC_000003.12	PCNP	+	NP_001307328.1	101579711	101592753	PEST proteolytic signal-containing nuclear protein isoform e
NC_000003.12	ZBTB11	-	NP_055230.2	101676912	101651168	zinc finger and BTB domain-containing protein 11
NC_000003.12	RPL24	-	NP_000977.1	101686674	101681137	60S ribosomal protein L24
NC_000003.12	LOC105374013	+	XP_011511643.1	101687379	101695008	endogenous retrovirus group K member 5 Gag polyprotein
NC_000003.12	CEP97	+	XP_006713806.1	101724677	101765551	centrosomal protein of 97 kDa isoform X1
NC_000003.12	NXPE3	+	NP_001335921.1	101785597	101821954	NXPE family member 3 isoform 1 precursor
NC_000003.12	NFKBIZ	+	NP_001005474.1	101852096	101859371	NF-kappa-B inhibitor zeta isoform b
NC_000003.12	ZPLD1	+	XP_016861192.1	102438488	102477618	zona pellucida-like domain-containing protein 1 isoform X1
NC_000003.12	ALCAM	+	NP_001230210.1	105367409	105552589	CD166 antigen isoform 3 precursor
NC_000003.12	CBLB	-	XP_011511559.1	105867575	105658972	E3 ubiquitin-protein ligase CBL-B isoform X2
NC_000003.12	CCDC54	+	NP_115989.1	107377588	107378574	coiled-coil domain-containing protein 54
NC_000003.12	BBX	+	NP_001136040.1	107710461	107805457	HMG box transcription factor BBX isoform 1
NC_000003.12	CD47	-	NP_942088.1	108090906	108047286	leukocyte surface antigen CD47 isoform 2 precursor
NC_000003.12	IFT57	-	NP_060480.1	108222320	108162479	intraflagellar transport protein 57 homolog
NC_000003.12	HHLA2	+	NP_001269487.1	108351814	108377278	HERV-H LTR-associating protein 2 isoform b precursor
NC_000003.12	MYH15	-	NP_055796.1	108529263	108381547	myosin-15 precursor
NC_000003.12	CIP2A	-	XP_011511359.1	108569557	108551151	protein CIP2A isoform X3
NC_000003.12	DZIP3	+	XP_005247975.1	108605407	108690897	E3 ubiquitin-protein ligase DZIP3 isoform X1
NC_000003.12	RETNLB	-	NP_115968.1	108757183	108755780	resistin-like beta precursor
NC_000003.12	TRAT1	+	NP_057472.2	108822928	108853877	T-cell receptor-associated transmembrane adapter 1 isoform 1
NC_000003.12	GUCA1C	-	XP_011511636.1	108920535	108908024	guanylyl cyclase-activating protein 3 isoform X2
NC_000003.12	MORC1	-	NP_055244.3	109118057	108958967	MORC family CW-type zinc finger protein 1
NC_000003.12	C3orf85	+	NP_001338551.1	109136848	109149894	uncharacterized protein C3orf85 precursor
NC_000003.12	DPPA2	-	XP_011510746.1	109314540	109300395	developmental pluripotency-associated protein 2 isoform X2
NC_000003.12	DPPA4	-	XP_024309390.1	109333889	109327990	developmental pluripotency-associated protein 4 isoform X1
NC_000003.12	NECTIN3	+	XP_016861615.1	111072018	111193379	nectin-3 isoform X5
NC_000003.12	CD96	+	XP_006713532.1	111542249	111649806	T-cell surface protein tactile isoform X1
NC_000003.12	ZBED2	-	NP_078784.2	111594199	111593547	zinc finger BED domain-containing protein 2
NC_000003.12	PLCXD2	+	NP_001172035.1	111675246	111732670	PI-PLC X domain-containing protein 2 isoform a
NC_000003.12	PHLDB2	+	NP_001127909.1	111845869	111974563	pleckstrin homology-like domain family B member 2 isoform b
NC_000003.12	ABHD10	+	NP_001258998.1	111979062	111990741	mycophenolic acid acyl-glucuronide esterase, mitochondrial isoform 2
NC_000003.12	TAGLN3	+	NP_037391.2	111999423	112013551	transgelin-3
NC_000003.12	TMPRSS7	+	XP_011511056.1	112039553	112081084	transmembrane protease serine 7 isoform X1
NC_000003.12	C3orf52	+	NP_001165218.1	112086408	112116998	TPA-induced transmembrane protein isoform 1
NC_000003.12	GCSAM	-	NP_001177189.1	112133118	112123457	germinal center-associated signaling and motility protein isoform 4
NC_000003.12	SLC9C1	-	XP_011511020.1	112286789	112141274	sodium/hydrogen exchanger 10 isoform X2
NC_000003.12	CD200	+	NP_001352783.1	112340911	112361550	OX-2 membrane glycoprotein isoform f precursor
NC_000003.12	BTLA	-	XP_011510749.1	112499356	112466110	B- and T-lymphocyte attenuator isoform X1
NC_000003.12	ATG3	-	XP_011511376.1	112548612	112532701	ubiquitin-like-conjugating enzyme ATG3 isoform X1
NC_000003.12	SLC35A5	+	NP_001335835.1	112563404	112582736	probable UDP-sugar transporter protein SLC35A5 isoform 1
NC_000003.12	CCDC80	-	NP_955806.1	112639903	112605419	coiled-coil domain-containing protein 80 precursor
NC_000003.12	CD200R1L	-	XP_011511065.1	112829365	112815965	cell surface glycoprotein CD200 receptor 2 isoform X1
NC_000003.12	CD200R1	-	NP_740750.1	112974855	112923679	cell surface glycoprotein CD200 receptor 1 isoform d precursor
NC_000003.12	GTPBP8	+	NP_612494.1	112991000	113000919	GTP-binding protein 8 isoform 2
NC_000003.12	NEPRO	-	NP_001306039.1	113014000	113005538	nucleolus and neural progenitor protein isoform e
NC_000003.12	LOC107986113	-	XP_016863109.1	113032330	113030250	endogenous retrovirus group K member 7 Gag polyprotein
NC_000003.12	BOC	+	XP_016862935.1	113249803	113286862	brother of CDO isoform X1
NC_000003.12	CFAP44	-	NP_001157968.1	113433662	113291559	cilia- and flagella-associated protein 44 isoform 1
NC_000003.12	SPICE1	-	NP_001318007.1	113506603	113445309	spindle and centriole-associated protein 1 isoform a
NC_000003.12	SIDT1	+	XP_016862154.1	113567649	113627708	SID1 transmembrane family member 1 isoform X4
NC_000003.12	USF3	-	XP_016861361.1	113674857	113654946	basic helix-loop-helix domain-containing protein USF3 isoform X2
NC_000003.12	NAA50	-	NP_001295374.1	113745947	113721762	N-alpha-acetyltransferase 50 isoform 2
NC_000003.12	ATP6V1A	+	NP_001681.2	113778754	113809427	V-type proton ATPase catalytic subunit A
NC_000003.12	GRAMD1C	+	XP_011511232.1	113844506	113945478	protein Aster-C isoform X1
NC_000003.12	ZDHHC23	+	NP_001350881.1	113948803	113959543	palmitoyltransferase ZDHHC23 isoform d
NC_000003.12	CCDC191	-	NP_001340696.2	114056579	113965157	coiled-coil domain-containing protein 191 isoform 3
NC_000003.12	QTRT2	+	NP_078914.1	114065258	114085904	queuine tRNA-ribosyltransferase accessory subunit 2 isoform 1
NC_000003.12	DRD3	-	NP_000787.2	114171990	114128718	D(3) dopamine receptor isoform a
NC_000003.12	ZNF80	-	NP_009067.2	114237072	114236255	zinc finger protein 80
NC_000003.12	TIGIT	+	XP_024309156.1	114294062	114308131	T-cell immunoreceptor with Ig and ITIM domains isoform X1
NC_000003.12	ZBTB20	-	NP_001335729.1	114380785	114339007	zinc finger and BTB domain-containing protein 20 isoform 1
NC_000003.12	GAP43	+	NP_001123536.1	115663779	115720882	neuromodulin isoform 1
NC_000003.12	LSAMP	-	NP_002329.2	116445029	115810319	limbic system-associated membrane protein isoform 1 preproprotein
NC_000003.12	IGSF11	-	NP_001340249.1	119105190	118902522	immunoglobulin superfamily member 11 isoform a precursor
NC_000003.12	TEX55	+	NP_689752.2	119146190	119151292	testis-specific expressed protein 55
NC_000003.12	UPK1B	+	NP_008883.2	119186742	119203967	uroplakin-1b
NC_000003.12	B4GALT4	-	XP_006713861.1	119230097	119212551	beta-1,4-galactosyltransferase 4 isoform X1
NC_000003.12	ARHGAP31	+	XP_006713777.1	119294905	119416264	rho GTPase-activating protein 31 isoform X1
NC_000003.12	TMEM39A	-	NP_060736.1	119462072	119431983	transmembrane protein 39A
NC_000003.12	POGLUT1	+	XP_024309411.1	119480072	119492438	protein O-glucosyltransferase 1 isoform X1
NC_000003.12	TIMMDC1	+	XP_016862045.1	119498734	119523756	complex I assembly factor TIMMDC1, mitochondrial isoform X1
NC_000003.12	CD80	-	NP_005182.1	119557726	119527773	T-lymphocyte activation antigen CD80 precursor
NC_000003.12	ADPRH	+	NP_001358021.1	119582170	119587878	ADP-ribosylarginine hydrolase isoform 1
NC_000003.12	PLA1A	+	NP_001193889.1	119597914	119629468	phospholipase A1 member A isoform 2 precursor
NC_000003.12	POPDC2	-	NP_071418.2	119660421	119642478	popeye domain-containing protein 2 isoform 1
NC_000003.12	COX17	-	NP_005685.1	119677308	119675151	cytochrome c oxidase copper chaperone
NC_000003.12	CFAP91	+	NP_001307245.1	119703208	119751097	cilia- and flagella-associated protein 91 isoform 2
NC_000003.12	NR1I2	+	NP_003880.3	119807251	119817212	nuclear receptor subfamily 1 group I member 2 isoform 1
NC_000003.12	GSK3B	-	NP_001341525.1	120093432	119826790	glycogen synthase kinase-3 beta isoform 3
NC_000003.12	GPR156	-	NP_001161743.1	120244096	120167034	probable G-protein coupled receptor 156 isoform 2
NC_000003.12	LRRC58	-	NP_001093148.1	120349241	120331202	leucine-rich repeat-containing protein 58
NC_000003.12	FSTL1	-	NP_009016.1	120450744	120396954	follistatin-related protein 1 precursor
NC_000003.12	NDUFB4	+	NP_004538.2	120596360	120602270	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 isoform 1
NC_000003.12	HGD	-	XP_005247469.1	120682109	120628382	homogentisate 1,2-dioxygenase isoform X1
NC_000003.12	RABL3	-	NP_776186.2	120742505	120689825	rab-like protein 3 isoform 2
NC_000003.12	GTF2E1	+	NP_005504.2	120750553	120781470	general transcription factor IIE subunit 1
NC_000003.12	STXBP5L	+	NP_055795.1	120909579	121419097	syntaxin-binding protein 5-like isoform 1
NC_000003.12	POLQ	-	NP_955452.3	121545875	121432306	DNA polymerase theta
NC_000003.12	ARGFX	+	NP_001012677.1	121570714	121586600	arginine-fifty homeobox
NC_000003.12	FBXO40	+	NP_057382.2	121620576	121626910	F-box only protein 40
NC_000003.12	HCLS1	-	NP_001278970.2	121658345	121631848	hematopoietic lineage cell-specific protein isoform 2
NC_000003.12	GOLGB1	-	NP_001243417.1	121729994	121664482	golgin subfamily B member 1 isoform 4
NC_000003.12	IQCB1	-	NP_001306036.1	121828958	121770347	IQ calmodulin-binding motif-containing protein 1 isoform a
NC_000003.12	EAF2	+	XP_005247675.1	121836656	121886388	ELL-associated factor 2 isoform X1
NC_000003.12	SLC15A2	+	NP_066568.3	121894477	121941007	solute carrier family 15 member 2 isoform a
NC_000003.12	ILDR1	-	XP_011511041.1	122001836	121988369	immunoglobulin-like domain-containing receptor 1 isoform X3
NC_000003.12	CD86	+	NP_001193853.1	122055490	122119534	T-lymphocyte activation antigen CD86 isoform 4 precursor
NC_000003.12	CASR	+	NP_000379.3	122254190	122285191	extracellular calcium-sensing receptor isoform 2 precursor
NC_000003.12	CSTA	+	NP_005204.1	122325293	122341567	cystatin-A
NC_000003.12	CCDC58	-	XP_011510712.1	122373001	122359871	coiled-coil domain-containing protein 58 isoform X1
NC_000003.12	FAM162A	+	NP_055182.3	122384266	122409831	protein FAM162A
NC_000003.12	WDR5B	-	NP_061942.2	122415526	122414538	WD repeat-containing protein 5B
NC_000003.12	KPNA1	-	NP_002255.3	122496563	122426987	importin subunit alpha-5
NC_000003.12	PARP9	-	NP_001139575.1	122559618	122528366	protein mono-ADP-ribosyltransferase PARP9 isoform b
NC_000003.12	DTX3L	+	NP_612144.1	122564427	122571747	E3 ubiquitin-protein ligase DTX3L
NC_000003.12	PARP15	+	XP_011510777.1	122577668	122636100	protein mono-ADP-ribosyltransferase PARP15 isoform X1
NC_000003.12	PARP14	+	XP_011511231.1	122680884	122713275	protein mono-ADP-ribosyltransferase PARP14 isoform X2
NC_000003.12	HSPBAP1	-	XP_016862668.1	122793678	122740347	HSPB1-associated protein 1 isoform X3
NC_000003.12	SLC49A4	+	NP_116228.1	122795193	122879378	solute carrier family 49 member 4
NC_000003.12	SEMA5B	-	NP_001026872.2	122961261	122910145	semaphorin-5B isoform 1
NC_000003.12	PDIA5	+	NP_006801.1	123067165	123161960	protein disulfide-isomerase A5 precursor
NC_000003.12	SEC22A	+	NP_036562.2	123209218	123271722	vesicle-trafficking protein SEC22a
NC_000003.12	ADCY5	-	NP_899200.1	123448543	123284610	adenylate cyclase type 5 isoform 1
NC_000003.12	HACD2	-	NP_001316716.1	123528431	123494890	very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2 isoform d
NC_000003.12	MYLK	-	NP_001308238.1	123738954	123614107	myosin light chain kinase, smooth muscle isoform 9
NC_000003.12	CCDC14	-	XP_011511383.1	123961315	123887407	coiled-coil domain-containing protein 14 isoform X8
NC_000003.12	ROPN1	-	NP_060048.2	123980479	123969157	ropporin-1A isoform a
NC_000003.12	KALRN	+	XP_006713878.1	124033741	124518462	kalirin isoform X16
NC_000003.12	UMPS	+	NP_000364.1	124730472	124744084	uridine 5'-monophosphate synthase
NC_000003.12	ITGB5	-	NP_001341695.1	124859276	124763625	integrin beta-5 isoform c
NC_000003.12	MUC13	-	NP_149038.3	124934710	124908149	mucin-13 precursor
NC_000003.12	HEG1	-	NP_065784.1	125055888	124970654	protein HEG homolog 1 precursor
NC_000003.12	SLC12A8	-	NP_078904.3	125211347	125083892	solute carrier family 12 member 8
NC_000003.12	ZNF148	-	NP_001335355.1	125313638	125232343	zinc finger protein 148 isoform a
NC_000003.12	SNX4	-	XP_016862903.1	125520170	125447781	sorting nexin-4 isoform X1
NC_000003.12	OSBPL11	-	NP_073613.2	125594798	125530517	oxysterol-binding protein-related protein 11
NC_000003.12	ALG1L	-	XP_016861335.1	125933672	125929354	putative glycosyltransferase ALG1-like isoform X2
NC_000003.12	ROPN1B	+	XP_006713576.1	125972055	125983320	ropporin-1B isoform X1
NC_000003.12	SLC41A3	-	XP_005247620.1	126068217	126006409	solute carrier family 41 member 3 isoform X2
NC_000003.12	ALDH1L1	-	NP_001257293.1	126180966	126103793	cytosolic 10-formyltetrahydrofolate dehydrogenase isoform 1
NC_000003.12	KLF15	-	NP_054798.1	126352920	126343729	Krueppel-like factor 15
NC_000003.12	CFAP100	+	XP_006713686.1	126396001	126436404	cilia- and flagella-associated protein 100 isoform X1
NC_000003.12	ZXDC	-	XP_011511421.1	126475863	126438377	zinc finger protein ZXDC isoform X1
NC_000003.12	UROC1	-	NP_653240.1	126517717	126482347	urocanate hydratase isoform 1
NC_000003.12	CHST13	+	NP_690849.1	126524333	126542578	carbohydrate sulfotransferase 13 precursor
NC_000003.12	C3orf22	-	XP_016861242.1	126553388	126529352	uncharacterized protein C3orf22 isoform X3
NC_000003.12	TXNRD3	-	NP_001166984.1	126654988	126607907	thioredoxin reductase 3 isoform 2
NC_000003.12	CHCHD6	+	NP_001307539.1	126704313	126960201	MICOS complex subunit MIC25 isoform 1
NC_000003.12	PLXNA1	+	XP_011511210.1	126988540	127034017	plexin-A1 isoform X1
NC_000003.12	C3orf56	+	NP_001007535.1	127196686	127197414	putative uncharacterized protein C3orf56
NC_000003.12	PRR20G	-	NP_001349739.1	127287363	127284062	proline-rich protein 20G
NC_000003.12	TPRA1	-	NP_001339934.1	127580144	127573523	transmembrane protein adipocyte-associated 1 isoform 1
NC_000003.12	MCM2	+	NP_004517.2	127598467	127621773	DNA replication licensing factor MCM2
NC_000003.12	PODXL2	+	NP_056535.1	127629220	127672480	podocalyxin-like protein 2 precursor
NC_000003.12	ABTB1	+	XP_016862777.1	127676378	127680475	ankyrin repeat and BTB/POZ domain-containing protein 1 isoform X7
NC_000003.12	MGLL	-	NP_001003794.1	127821816	127692200	monoglyceride lipase isoform 2
NC_000003.12	KBTBD12	+	NP_001357153.1	127923062	127984278	kelch repeat and BTB domain-containing protein 12
NC_000003.12	SEC61A1	+	NP_037468.1	128052553	128069662	protein transport protein Sec61 subunit alpha isoform 1
NC_000003.12	RUVBL1	-	XP_011511551.1	128123722	128065214	ruvB-like 1 isoform X5
NC_000003.12	EEFSEC	+	XP_024309463.1	128153508	128426178	selenocysteine-specific elongation factor isoform X4
NC_000003.12	DNAJB8	-	XP_006713582.1	128463243	128462549	dnaJ homolog subfamily B member 8 isoform X1
NC_000003.12	GATA2	-	NP_001139134.1	128487029	128481021	endothelial transcription factor GATA-2 isoform 2
NC_000003.12	RPN1	-	NP_002941.1	128650798	128620413	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 precursor
NC_000003.12	RAB7A	+	NP_004628.4	128795368	128813422	ras-related protein Rab-7a
NC_000003.12	ACAD9	+	XP_024309252.1	128895333	128912607	complex I assembly factor ACAD9, mitochondrial isoform X1
NC_000003.12	CFAP92	-	NP_001335450.1	128976999	128910301	uncharacterized protein KIAA1257 isoform b
NC_000003.12	EFCC1	+	NP_001364429.1	129001629	129039848	EF-hand and coiled-coil domain-containing protein 1 isoform 1
NC_000003.12	GP9	+	XP_011511004.1	129061740	129062273	platelet glycoprotein IX isoform X1
NC_000003.12	RAB43	-	NP_001191812.1	129121487	129091098	ras-related protein Rab-43 isoform a
NC_000003.12	ISY1-RAB43	-	NP_001191819.1	129160973	129095027	ISY1-RAB43 protein
NC_000003.12	ISY1	-	NP_065752.1	129160973	129130083	pre-mRNA-splicing factor ISY1 homolog isoform 2
NC_000003.12	CNBP	-	NP_001120668.1	129171755	129170455	cellular nucleic acid-binding protein isoform 6
NC_000003.12	COPG1	+	XP_011510851.1	129249710	129267832	coatomer subunit gamma-1 isoform X1
NC_000003.12	HMCES	+	NP_001357274.1	129279733	129304825	abasic site processing protein HMCES isoform c
NC_000003.12	H1-10	-	NP_006017.1	129315900	129315263	histone H1x
NC_000003.12	EFCAB12	-	NP_997190.1	129428486	129401595	EF-hand calcium-binding domain-containing protein 12
NC_000003.12	MBD4	-	NP_001263202.1	129439831	129431503	methyl-CpG-binding domain protein 4 isoform 5
NC_000003.12	IFT122	+	NP_001267474.1	129464669	129520265	intraflagellar transport protein 122 homolog isoform 6
NC_000003.12	RHO	+	NP_000530.1	129528734	129533718	rhodopsin
NC_000003.12	H1-8	+	NP_722575.1	129543219	129551340	histone H1oo isoform 1
NC_000003.12	PLXND1	-	NP_055918.3	129606637	129556314	plexin-D1 precursor
NC_000003.12	TMCC1	-	NP_001336197.1	129828376	129651483	transmembrane and coiled-coil domains protein 1 isoform a
NC_000003.12	TRH	+	NP_009048.1	129975817	129977216	thyrotropin releasing hormone preproprotein
NC_000003.12	ALG1L2	+	NP_001129624.1	130082017	130098255	putative glycosyltransferase ALG1L2
NC_000003.12	LOC105374103	-	XP_011511647.1	130144914	130143674	uncharacterized protein LOC105374103
NC_000003.12	COL6A5	+	NP_001265227.1	130373639	130484060	collagen alpha-5(VI) chain isoform 1 precursor
NC_000003.12	COL6A6	+	XP_016861202.1	130560365	130675397	collagen alpha-6(VI) chain isoform X3
NC_000003.12	PIK3R4	-	NP_055417.1	130745216	130679317	phosphoinositide 3-kinase regulatory subunit 4
NC_000003.12	ATP2C1	+	NP_001365440.1	130850821	131016247	calcium-transporting ATPase type 2C member 1 isoform 2d
NC_000003.12	ASTE1	-	NP_001275879.1	131025304	131014059	protein asteroid homolog 1 isoform 1
NC_000003.12	NEK11	+	XP_024309523.1	131029709	131349735	serine/threonine-protein kinase Nek11 isoform X2
