Chromosome	Gene	Strand	CDS	Start	Stop	Product
NC_006088.5	CYB5R3	-	XP_416445.1	68311663	68299632	cytochrome b5 reductase 3 isoform X1
NC_006088.5	ENDOUL	+	XP_015146856.1	68319556	68324057	poly(U)-specific endoribonuclease-A isoform X3
NC_006088.5	LOC418222	+	XP_416447.5	68331812	68333951	heat shock transcription factor, Y-linked
NC_006088.5	A4GALT	-	XP_015145932.1	68345397	68338643	lactosylceramide 4-alpha-galactosyltransferase isoform X1
NC_006088.5	ARFGAP3	-	XP_025004819.1	68398873	68366283	ADP-ribosylation factor GTPase-activating protein 3 isoform X2
NC_006088.5	PACSIN2	-	XP_015145577.1	68421038	68406774	protein kinase C and casein kinase substrate in neurons protein 2 isoform X6
NC_006088.5	TTLL1	-	XP_004938078.1	68494310	68478079	probable tubulin polyglutamylase TTLL1 isoform X1
NC_006088.5	BIK	+	XP_015146209.1	68509561	68512915	BCL2 interacting killer isoform X2
NC_006088.5	MCAT	-	XP_015146784.1	68520321	68517614	malonyl-CoA-acyl carrier protein transacylase, mitochondrial
NC_006088.5	TSPO	+	XP_015145977.1	68526068	68529754	translocator protein isoform X1
NC_006088.5	TTLL12	-	NP_001012558.1	68552485	68532715	tubulin--tyrosine ligase-like protein 12
NC_006088.5	SCUBE1	-	XP_015146770.1	68765040	68564507	signal peptide, CUB and EGF-like domain-containing protein 1 isoform X4
NC_006088.5	MPPED1	+	XP_015146726.1	68832436	68878582	metallophosphoesterase domain-containing protein 1
NC_006088.5	EFCAB6	-	XP_004938084.1	68902609	68894063	EF-hand calcium-binding domain-containing protein 6
NC_006088.5	SULT4A1	-	XP_015146686.1	69044759	69012946	sulfotransferase 4A1 isoform X2
NC_006088.5	PNPLA3	+	XP_015146675.1	69072866	69089283	patatin-like phospholipase domain-containing protein 2 isoform X3
NC_006088.5	SAMM50	+	XP_025004846.1	69093077	69108827	sorting and assembly machinery component 50 homolog isoform X1
NC_006088.5	PARVB	+	XP_416459.2	69116288	69172039	beta-parvin isoform X1
NC_006088.5	PARVG	+	XP_416460.2	69181566	69196943	gamma-parvin
NC_006088.5	KIAA1644	-	XP_015146630.1	69317824	69276756	protein shisa-like-1 isoform X2
NC_006088.5	PRR5	+	XP_015146028.1	69736679	69785933	proline-rich protein 5 isoform X2
NC_006088.5	ARHGAP8	+	NP_001191318.1	69853058	69908065	rho GTPase-activating protein 8
NC_006088.5	PHF21B	-	XP_015146529.2	70078212	69921528	PHD finger protein 21B isoform X1
NC_006088.5	NUP50	+	NP_001012559.1	70205954	70215233	nuclear pore complex protein Nup50
NC_006088.5	KIAA0930	-	XP_416465.4	70290411	70227484	uncharacterized protein KIAA0930 homolog isoform X1
NC_006088.5	UPK3A	+	XP_004938099.1	70331104	70337186	uroplakin-3a
NC_006088.5	SMC1B	-	XP_416467.2	70398884	70362864	structural maintenance of chromosomes protein 1B
NC_006088.5	RIBC2	+	XP_416468.3	70398949	70412771	RIB43A-like with coiled-coils protein 2
NC_006088.5	FBLN1	+	XP_015145378.1	70453077	70506061	fibulin-1 isoform X1
NC_006088.5	ATXN10	+	XP_015146492.1	70567729	70662521	ataxin-10 isoform X3
NC_006088.5	WNT7B	-	NP_001032351.1	70843139	70751547	protein Wnt-7b isoform 1 precursor
NC_006088.5	PPARA	+	XP_015145423.1	71260002	71271431	peroxisome proliferator-activated receptor alpha isoform X1
NC_006088.5	CDPF1	-	NP_001025943.1	71289673	71281102	cysteine-rich DPF motif domain-containing protein 1
NC_006088.5	PKDREJ	-	XP_015146243.2	71308795	71301906	polycystic kidney disease and receptor for egg jelly-related protein
NC_006088.5	TTC38L	+	XP_024998138.1	71309131	71326943	LOW QUALITY PROTEIN: tetratricopeptide repeat protein 38
NC_006088.5	TTC38	+	XP_423856.6	71340707	71358252	tetratricopeptide repeat protein 38
NC_006088.5	ZC3HAV1	-	XP_015146103.1	71400693	71377708	zinc finger CCCH-type antiviral protein 1 isoform X4
NC_006088.5	LOC112530121	-	XP_024998154.1	71432722	71421100	uncharacterized protein LOC112530121
NC_006088.5	ETV6	+	XP_015145496.1	71449461	71578011	transcription factor ETV6 isoform X1
NC_006088.5	BCL2L14	+	XP_004938108.2	71633979	71639990	apoptosis facilitator Bcl-2-like protein 14
NC_006088.5	LRP6	-	XP_015146392.2	71781471	71658496	LOW QUALITY PROTEIN: low-density lipoprotein receptor-related protein 6
NC_006088.5	LOC101751329	+	XP_024998164.1	71781539	71782579	uncharacterized protein LOC101751329
NC_006088.5	MANSC1	-	NP_001026552.1	71803957	71798045	MANSC domain-containing protein 1 precursor
NC_006088.5	BORCS5	+	XP_015146067.1	71806847	71864439	BLOC-1-related complex subunit 5 isoform X1
NC_006088.5	DUSP16	-	XP_015146371.2	71904320	71872826	dual specificity protein phosphatase 16
NC_006088.5	CREBL2	+	NP_001265039.1	71960977	71969548	cAMP-responsive element-binding protein-like 2
NC_006088.5	GPR19	-	XP_003640478.3	71988471	71980782	probable G-protein coupled receptor 19
NC_006088.5	CDKN1AL	-	XP_015146293.1	72030094	72025010	cyclin-dependent kinase inhibitor 1 isoform X1
NC_006088.5	CDKN1B	+	XP_015145401.1	72102299	72104273	cyclin-dependent kinase inhibitor 1B isoform X1
NC_006088.5	MRPS35	+	NP_001265020.1	72622861	72644697	28S ribosomal protein S35, mitochondrial isoform 1
NC_006088.5	MANSC4	-	XP_004938115.1	72658367	72650555	MANSC domain-containing protein 4
NC_006088.5	KLHL42	+	XP_417237.1	72671928	72682460	kelch-like protein 42
NC_006088.5	PTHLH	-	XP_015147632.2	72761996	72752481	parathyroid hormone-related protein isoform X1
NC_006088.5	CCDC91	+	XP_015147920.1	72888929	73010663	coiled-coil domain-containing protein 91 isoform X1
NC_006088.5	FAR2	+	XP_024998246.1	73178561	73319730	fatty acyl-CoA reductase 2 isoform X3
NC_006088.5	RAD51AP1	-	XP_015147895.1	73358033	73349986	RAD51-associated protein 1 isoform X1
NC_006088.5	C1H12ORF4	+	XP_001231610.1	73360167	73384487	protein C12orf4 homolog
NC_006088.5	FGF6	+	XP_001232071.1	73398600	73402230	fibroblast growth factor 6
NC_006088.5	FGF23	+	XP_425663.1	73425531	73428939	fibroblast growth factor 23
NC_006088.5	TIGAR	-	XP_024998275.1	73462693	73444316	fructose-2,6-bisphosphatase TIGAR isoform X3
NC_006088.5	CCND2	-	XP_015147604.1	73514145	73475696	G1/S-specific cyclin-D2 isoform X1
NC_006088.5	NDUFA9	+	NP_001006281.1	73689620	73709146	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial
NC_006088.5	KCNA6	+	XP_003643199.3	73738390	73740231	potassium voltage-gated channel subfamily A member 6
NC_006088.5	KCNA1	+	XP_004938130.1	73876851	73879545	potassium voltage-gated channel subfamily A member 1 isoform X1
NC_006088.5	KCNA5	+	XP_015147812.1	73969099	73970994	potassium voltage-gated channel subfamily A member 5
NC_006088.5	NTF3	+	NP_001103232.1	74215356	74285458	neurotrophin-3 isoform 1 preproprotein
NC_006088.5	ANO2	-	XP_024998306.1	74380945	74343326	anoctamin-2
NC_006088.5	VWF	-	NP_001305393.1	74681617	74544497	von Willebrand factor precursor
NC_006088.5	CD9	+	NP_990093.1	74715981	74739436	CD9 antigen
NC_006088.5	NOBOX	-	XP_015147778.1	74763204	74753505	homeobox protein NOBOX isoform X4
NC_006088.5	ARHGEF5	-	XP_015147763.1	74786690	74769490	rho guanine nucleotide exchange factor 5 isoform X3
NC_006088.5	LOC107055508	-	XP_024998348.1	74826960	74826029	pre-mRNA-splicing factor cwc22-like
NC_006088.5	PRMT8	+	XP_423669.2	74874421	74924658	protein arginine N-methyltransferase 8 isoform X1
NC_006088.5	LOC107054332	+	XP_015148162.1	75005642	75012869	poly [ADP-ribose] polymerase 11
NC_006088.5	PARP11	-	XP_416489.2	75040264	75028036	poly [ADP-ribose] polymerase 11 isoform X1
NC_006088.5	TSPAN9	-	XP_416488.2	75198918	75058496	tetraspanin-9 isoform X2
NC_006088.5	TEAD4	-	NP_001001340.1	75239397	75219517	transcriptional enhancer factor TEF-3 isoform 4
NC_006088.5	TULP3	-	XP_004938144.1	75327189	75293953	tubby-related protein 3 isoform X2
NC_006088.5	RHNO1	-	NP_001006563.1	75330841	75327738	RAD9, HUS1, RAD1-interacting nuclear orphan protein 1
NC_006088.5	FOXM1	+	XP_025007140.1	75333891	75341029	forkhead box protein M1 isoform X2
NC_006088.5	ITFG2	-	XP_004938148.1	75394614	75380860	KICSTOR complex protein ITFG2 isoform X5
NC_006088.5	FKBP4	-	NP_001006250.1	75413337	75400355	peptidyl-prolyl cis-trans isomerase FKBP4
NC_006088.5	NECAP1	-	XP_003640487.1	75455098	75449686	adaptin ear-binding coat-associated protein 1
NC_006088.5	FOXJ2	-	XP_015148362.1	75486322	75477117	forkhead box protein J2 isoform X3
NC_006088.5	SLC2A14	+	NP_990842.1	75548566	75556570	solute carrier family 2, facilitated glucose transporter member 3
NC_006088.5	LOC101748883	+	XP_024998497.1	75577826	75586383	homeobox protein NANOG-like isoform X1
NC_006088.5	NANOG	-	NP_001139614.1	75596022	75593245	homeobox protein NANOG
NC_006088.5	AICDA	-	NP_001230151.1	75637672	75633914	single-stranded DNA cytosine deaminase
NC_006088.5	MFAP5	-	XP_004938158.1	75660225	75649999	microfibrillar-associated protein 5 isoform X1
NC_006088.5	RIMKLB	+	XP_024998530.1	75685198	75718477	beta-citrylglutamate synthase B isoform X1
NC_006088.5	A2ML1	+	XP_025007673.1	75760539	75789031	alpha-2-macroglobulin-like protein 1
NC_006088.5	A2ML2	+	XP_004938163.2	75820141	75853535	alpha-2-macroglobulin-like protein 1 isoform X3
NC_006088.5	PHC1	+	NP_001006249.1	75869346	75883795	polyhomeotic-like protein 1
NC_006088.5	M6PR	-	XP_015148200.1	75891417	75887568	cation-dependent mannose-6-phosphate receptor isoform X1
NC_006088.5	A2M	+	XP_024998571.1	75907427	75934856	alpha-2-macroglobulin isoform X1
NC_006088.5	LOC425756	-	XP_024998585.1	75947158	75938646	alpha-2-macroglobulin-like
NC_006088.5	LOC112532692	-	XP_025007676.1	76007467	76004388	uncharacterized protein LOC112532692
NC_006088.5	LOC112530166	-	XP_024998592.1	76259308	76255831	uncharacterized protein LOC112530166
NC_006088.5	A2ML3	+	XP_024998605.1	76275719	76288911	LOW QUALITY PROTEIN: alpha-2-macroglobulin-like
NC_006088.5	OVST	-	NP_990557.2	76397578	76363557	ovostatin precursor
NC_006088.5	OVSTL	-	XP_025007686.1	76447111	76410326	ovostatin
NC_006088.5	LOC107054380	+	XP_015148597.1	76571232	76572146	uncharacterized protein LOC107054380
NC_006088.5	MAN1A2	-	XP_416490.2	77281466	77147870	mannosyl-oligosaccharide 1,2-alpha-mannosidase IB
NC_006088.5	CD86	+	NP_001032928.1	77310006	77318373	T-lymphocyte activation antigen CD86 precursor
NC_006088.5	CASR	+	XP_416491.5	77388128	77429662	LOW QUALITY PROTEIN: extracellular calcium-sensing receptor
NC_006088.5	CSTB	+	NP_001185577.1	77434040	77437654	cystatin B (stefin B)
NC_006088.5	CSTA	-	XP_416493.4	77444937	77440063	cystatin-A
NC_006088.5	CCDC58	-	NP_001264966.1	77463501	77454579	coiled-coil domain-containing protein 58 isoform 3
NC_006088.5	FAM162A	+	XP_024998665.1	77464867	77471328	protein FAM162A isoform X2
NC_006088.5	KPNA1	-	NP_001025945.1	77514771	77477879	importin subunit alpha-5
NC_006088.5	TAPBPL	+	NP_001026543.1	77546530	77552659	tapasin-related protein
NC_006088.5	SCNN1A	+	NP_990476.2	77568747	77575454	amiloride-sensitive sodium channel subunit alpha
NC_006088.5	VAMP1	-	XP_025004893.1	77583950	77560348	vesicle-associated membrane protein 1 isoform X1
NC_006088.5	MRPL51	-	NP_001008675.1	77587364	77586797	39S ribosomal protein L51, mitochondrial precursor
NC_006088.5	NCAPD2	+	XP_025004916.1	77587571	77611170	condensin complex subunit 1 isoform X1
NC_006088.5	CNP1	+	XP_015148615.1	77615856	77617557	C-type natriuretic peptide 1 isoform X1
NC_006088.5	GAPDH	+	NP_989636.1	77619869	77623126	glyceraldehyde-3-phosphate dehydrogenase
NC_006088.5	IFFO1	-	XP_015149198.2	77642715	77634475	intermediate filament family orphan 1 isoform X5
NC_006088.5	NOP2	-	XP_015149156.2	77654850	77649936	LOW QUALITY PROTEIN: probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase
NC_006088.5	CHD4	-	XP_015149147.2	77675698	77655809	LOW QUALITY PROTEIN: chromodomain-helicase-DNA-binding protein 4
NC_006088.5	LPAR5	-	XP_024998723.1	77695724	77694616	lysophosphatidic acid receptor 5
NC_006088.5	ACRBP	-	XP_004938169.1	77725701	77707447	acrosin-binding protein
NC_006088.5	ING4	-	XP_015148845.1	77738120	77735841	inhibitor of growth protein 4 isoform X1
NC_006088.5	ZNF384	-	XP_025007379.1	77777056	77759646	zinc finger protein 384 isoform X2
NC_006088.5	PIANP	-	XP_024998760.1	77805358	77803623	PILR alpha-associated neural protein isoform X2
NC_006088.5	COPS7A	+	NP_001025946.1	77817455	77819916	COP9 signalosome complex subunit 7a
NC_006088.5	MLF2	-	NP_001025947.1	77838420	77832773	myeloid leukemia factor 2
NC_006088.5	PTMS	+	XP_015149312.1	77845085	77847488	parathymosin
NC_006088.5	LAG3	+	XP_416510.2	77863035	77868169	lymphocyte activation gene 3 protein isoform X1
NC_006088.5	CD4	+	NP_989980.1	77880190	77885533	T-cell surface glycoprotein CD4 precursor
NC_006088.5	GPR162	+	XP_015149343.1	77895537	77898772	probable G-protein coupled receptor 162
NC_006088.5	P3H3	+	XP_015149321.1	77900316	77910271	prolyl 3-hydroxylase 3 isoform X1
NC_006088.5	CDCA3	-	NP_001265066.1	77924860	77923114	cell division cycle-associated protein 3 isoform 2
NC_006088.5	USP5	+	XP_003640490.1	77925279	77939984	ubiquitin carboxyl-terminal hydrolase 5 isoform X1
NC_006088.5	TPI1	+	NP_990782.1	77940807	77943250	triosephosphate isomerase
NC_006088.5	LRRC23	+	XP_015149393.1	77945286	77953052	leucine-rich repeat-containing protein 23 isoform X1
NC_006088.5	ENO2	+	XP_024999649.1	77957585	77961949	gamma-enolase isoform X1
NC_006088.5	ATN1	+	XP_015149361.1	77983779	77990589	atrophin-1 isoform X2
NC_006088.5	C1H12ORF57	+	XP_015149041.1	77992404	77992759	protein C10 isoform X1
NC_006088.5	PTPN6	+	XP_015149007.2	77994721	78014084	tyrosine-protein phosphatase non-receptor type 6 isoform X2
NC_006088.5	PHB2	-	NP_001074354.1	78020459	78015337	prohibitin-2
NC_006088.5	EMG1	+	NP_001264998.1	78020634	78022636	ribosomal RNA small subunit methyltransferase NEP1
NC_006088.5	LPCAT3	-	XP_416516.4	78038706	78023514	lysophospholipid acyltransferase 5
NC_006088.5	C1S	+	NP_001025948.1	78046104	78054191	complement C1s subcomponent precursor
NC_006088.5	C1R	-	XP_416518.2	78065371	78058487	complement C1r subcomponent
NC_006088.5	RBP5	-	NP_001264969.1	78071471	78070178	retinol-binding protein 5
NC_006088.5	CLSTN3	+	XP_015149404.1	78071723	78086627	calsyntenin-3
NC_006088.5	LOC418298	-	XP_015149414.1	78096551	78088492	solute carrier family 25 member 36
NC_006088.5	PEX5	+	NP_001012836.1	78100317	78109987	peroxisomal targeting signal 1 receptor
NC_006088.5	OR10AC1	+	XP_425520.4	78151639	78152640	olfactory receptor 10AC1
NC_006088.5	EPHA1	+	NP_989691.1	78162573	78195030	ephrin type-A receptor 1 precursor
NC_006088.5	ZYX	-	XP_015148898.1	78231461	78202092	zyxin isoform X1
NC_006088.5	FAM131B	+	XP_015149432.1	78252270	78258731	protein FAM131B isoform X2
NC_006088.5	CLCN1	-	XP_015149525.1	78333914	78276086	chloride channel protein 1 isoform X6
NC_006088.5	CASP2	-	XP_015148699.1	78362956	78338801	caspase-2 isoform X1
NC_006088.5	TMEM139	-	XP_015149552.1	78368029	78366033	transmembrane protein 139
NC_006088.5	RAP1GAP1	+	XP_024998582.1	78386445	78418244	RAP1 GTPase activating protein isoform X1
NC_006088.5	GSTK1	-	XP_025004967.1	78436490	78427214	glutathione S-transferase kappa 1 isoform X1
NC_006088.5	CD163	-	XP_015149541.2	78468222	78441088	antigen WC1.1 isoform X2
NC_006088.5	TAS2R40	-	XP_004938201.1	78482358	78481427	taste receptor type 2 member 40
NC_006088.5	LOC112532702	+	XP_025007697.1	78487050	78490280	uncharacterized protein LOC112532702
NC_006088.5	LOC107055486	-	XP_025007705.1	78525376	78520593	uncharacterized protein LOC107055486
NC_006088.5	KEL	+	XP_024998923.1	78552909	78576133	kell blood group glycoprotein isoform X2
NC_006088.5	TRPV6	+	XP_004938199.1	78604682	78633785	transient receptor potential cation channel subfamily V member 6 isoform X1
NC_006088.5	EPHB6	-	XP_015148957.1	78732221	78678617	ephrin type-B receptor 5 isoform X1
NC_006088.5	PRSS2	-	NP_990715.1	78805416	78802242	trypsin II-P29 precursor
NC_006088.5	LOC107054567	-	XP_015149644.1	78815235	78819589	trypsin II-P29
NC_006088.5	LOC107054568	-	XP_015149651.1	78836375	78838101	trypsin II-P29
NC_006088.5	LOC107050394	+	XP_024998942.1	78845389	78853244	trypsin I-P1
NC_006088.5	LOC107049865	+	XP_024998948.1	78863273	78865882	trypsin I-P1-like
NC_006088.5	LOC107055578	+	XP_024998946.1	78880414	78904735	trypsin I-P1-like
NC_006088.5	PRSS3	+	NP_990716.1	78907482	78910810	trypsin I-P1 precursor
NC_006088.5	KLK7	+	XP_024998952.1	78920202	78924702	trypsin I-P38-like
NC_006088.5	LOC107055482	+	XP_024998955.1	78934125	78970935	trypsin I-P38-like
NC_006088.5	TRY1P1L1	+	XP_015149803.1	78973721	78981931	trypsin I-P1-like
NC_006088.5	YBX3	+	NP_990737.2	79075486	79098726	Y-box-binding protein 3
NC_006088.5	SYCE3	-	NP_001265060.1	79106687	79105333	synaptonemal complex central element protein 3
NC_006088.5	STYK1	+	XP_015149779.1	79122651	79129783	tyrosine-protein kinase STYK1
NC_006088.5	GABARAPL1	-	XP_001231888.1	79157547	79150707	gamma-aminobutyric acid receptor-associated protein-like 1
NC_006088.5	TMEM52B	-	XP_424100.4	79168918	79165254	transmembrane protein 52B
NC_006088.5	KLRD1	-	NP_001073208.1	79187252	79180963	uncharacterized protein LOC769174
NC_006088.5	LOC100859872	-	XP_024999073.1	79206536	79202076	uncharacterized protein LOC100859872
NC_006088.5	LOC112530264	-	XP_024999090.1	79242311	79238891	uncharacterized protein LOC112530264
NC_006088.5	LOC112530271	+	XP_024999096.1	79246769	79257398	probable E3 ubiquitin-protein ligase RHC1A
NC_006088.5	LOC107055695	-	XP_024999104.1	79300160	79296965	uncharacterized protein LOC107055695
NC_006088.5	HSD3B1	-	XP_025002359.1	79327254	79313216	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1 isoform X1
NC_006088.5	HAO2	-	XP_015149876.2	79338920	79329235	hydroxyacid oxidase 2 isoform X2
NC_006088.5	LOC101750690	+	XP_025007712.1	79425893	79472725	tryptophan--tRNA ligase, mitochondrial
NC_006088.5	HSFL1	-	XP_003640497.4	79460103	79458301	heat shock transcription factor, Y-linked-like
NC_006088.5	TBX15	+	XP_416537.3	79496664	79585348	T-box transcription factor TBX15
NC_006088.5	SPAG17	+	XP_015150099.2	79791824	79881454	LOW QUALITY PROTEIN: sperm-associated antigen 17
NC_006088.5	WDR3	-	NP_001026656.1	79906535	79885731	WD repeat-containing protein 3
NC_006088.5	GDAP2	+	XP_004938213.2	79907924	79927740	LOW QUALITY PROTEIN: ganglioside-induced differentiation-associated protein 2
NC_006088.5	FAM46C	-	NP_001007973.1	79954627	79953460	putative nucleotidyltransferase FAM46C
NC_006088.5	DUSP12	+	NP_001265028.1	79964671	79968224	dual specificity protein phosphatase 12
NC_006088.5	ATP6V1A	-	XP_015149949.1	79986182	79971187	V-type proton ATPase catalytic subunit A isoform X1
NC_006088.5	NAA50	+	NP_001025949.1	79997684	80014372	N-alpha-acetyltransferase 50
NC_006088.5	USF3	+	NP_001264754.1	80019502	80043383	uncharacterized protein LOC418320
NC_006088.5	SIDT1	-	XP_004938216.2	80093003	80053842	SID1 transmembrane family member 1 isoform X1
NC_006088.5	SPICE1	+	XP_416545.6	80098303	80129233	spindle and centriole-associated protein 1
NC_006088.5	TRIM45	+	XP_015150651.2	80142008	80149520	LOW QUALITY PROTEIN: tripartite motif-containing protein 45
NC_006088.5	VTCN1	+	XP_416546.6	80155530	80163043	LOW QUALITY PROTEIN: V-set domain-containing T-cell activation inhibitor 1
NC_006088.5	CTC1	-	XP_015150606.2	80181260	80165235	CST complex subunit CTC1 isoform X2
NC_006088.5	TNFRSF1A	+	NP_001025950.1	80183854	80195353	tumor necrosis factor receptor superfamily member 1A precursor
NC_006088.5	METTL16	+	NP_001026773.1	80198363	80208691	U6 small nuclear RNA (adenine-(43)-N(6))-methyltransferase
NC_006088.5	POLQ	+	XP_416549.5	80209348	80265753	LOW QUALITY PROTEIN: DNA polymerase theta
NC_006088.5	STXBP5L	-	XP_015150523.1	80460064	80274241	syntaxin-binding protein 5-like isoform X5
NC_006088.5	GTF2E1	-	XP_024999214.1	80549053	80504387	LOW QUALITY PROTEIN: general transcription factor IIE subunit 1
NC_006088.5	RABL3	+	NP_001025951.2	80556322	80566682	rab-like protein 3
NC_006088.5	HGD	+	XP_416553.1	80581691	80599590	homogentisate 1,2-dioxygenase
NC_006088.5	NDUFB4	-	XP_015150484.1	80605963	80603236	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4
NC_006088.5	FSTL1	+	NP_989969.2	80650730	80691078	follistatin-related protein 1 precursor
NC_006088.5	GPR156	+	XP_416556.3	80724030	80731661	probable G-protein coupled receptor 156 isoform X3
NC_006088.5	GSK3B	+	XP_416557.4	80750818	80886320	glycogen synthase kinase-3 beta isoform X1
NC_006088.5	MAATS1	-	XP_024999282.1	80924576	80897081	cilia- and flagella-associated protein 91 isoform X1
NC_006088.5	COX17	+	NP_001289098.1	80938668	80939715	COX17 cytochrome c oxidase copper chaperone
NC_006088.5	POPDC2	+	XP_015149987.1	80944618	80953682	popeye domain-containing protein 2 isoform X1
NC_006088.5	PLA1A	-	XP_001233532.1	80972704	80955890	phospholipase A1 member A
NC_006088.5	ATP1A1	-	NP_990852.1	81054019	81030460	sodium/potassium-transporting ATPase subunit alpha-1 precursor
NC_006088.5	MAB21L3	-	XP_015150344.1	81111915	81098731	protein mab-21-like 3 isoform X2
NC_006088.5	SLC22A15	-	XP_015150313.1	81161026	81119479	solute carrier family 22 member 15 isoform X1
NC_006088.5	NHLH2	+	NP_990128.1	81204202	81204618	helix-loop-helix protein 2
NC_006088.5	CASQ2	+	NP_989857.1	81232778	81262676	calsequestrin-2 precursor
NC_006088.5	VANGL1	-	XP_015150294.1	81305711	81276494	vang-like protein 1 isoform X1
NC_006088.5	CHD1L	-	XP_015150195.1	81338210	81317908	chromodomain-helicase-DNA-binding protein 1-like isoform X2
NC_006088.5	FAAHL	+	XP_416561.4	81339529	81355874	fatty acid amide hydrolase
NC_006088.5	TMEM39A	-	XP_024999379.1	81366750	81358500	transmembrane protein 39A
NC_006088.5	LOC101747354	+	XP_004938268.1	81382706	81383191	alanine and glycine-rich protein
NC_006088.5	B4GALT4	+	XP_416563.1	81395750	81407096	beta-1,4-galactosyltransferase 4
NC_006088.5	B4GALT3	-	XP_416564.1	81422563	81409236	beta-1,4-galactosyltransferase 3
NC_006088.5	B3GAT1L	-	XP_025002874.1	81435184	81431915	beta-1,3-glucuronyltransferase 1-like isoform X1
NC_006088.5	UPK1B	-	XP_015150170.1	81569256	81563259	uroplakin-1b
NC_006088.5	C1H3ORF30	-	XP_025007727.1	81591187	81588067	uncharacterized protein C1H3ORF30
NC_006088.5	IGSF11	+	NP_001305351.1	81625201	81711095	immunoglobulin superfamily member 11 precursor
NC_006088.5	LSAMP	+	XP_024999508.1	82041116	83001785	limbic system-associated membrane protein isoform X4
NC_006088.5	GAP43	-	NP_001291983.1	83079832	83026862	neuromodulin
NC_006088.5	ZBTB20	+	XP_025008061.1	83689969	83698118	zinc finger and BTB domain-containing protein 20 isoform X1
NC_006088.5	DRD3	+	XP_004938262.1	83745459	83755320	D(3) dopamine receptor
NC_006088.5	QTRT2	-	NP_001025952.1	83782695	83771406	queuine tRNA-ribosyltransferase accessory subunit 2
NC_006088.5	CCDC191	+	XP_015150854.1	83782815	83801652	coiled-coil domain-containing protein 191
NC_006088.5	ZDHHC23	-	XP_015150827.2	83813067	83783893	palmitoyltransferase ZDHHC23 isoform X6
NC_006088.5	LOC418355	+	XP_024999452.1	83869292	83877178	uncharacterized protein LOC418355 isoform X2
NC_006088.5	GRAMD1C	-	XP_015150878.1	83877352	83814104	GRAM domain-containing protein 1C isoform X5
NC_006088.5	PLA2G10L	-	XP_004938267.1	83890915	83879328	phospholipase A2
NC_006088.5	G6PD	+	XP_024999465.1	84097526	84102111	glucose-6-phosphate 1-dehydrogenase
NC_006088.5	CLDND1	-	XP_015151478.1	84302512	84301586	claudin domain-containing protein 1 isoform X2
NC_006088.5	GPR15	+	XP_004938269.1	84316682	84317788	G-protein coupled receptor 15
NC_006088.5	APOV1	-	XP_015151420.1	84332242	84331043	apovitellenin-1 isoform X1
NC_006088.5	ILDR1	-	XP_015152053.1	84352755	84338996	immunoglobulin-like domain-containing receptor 1
NC_006088.5	CFAP44	+	XP_015152018.1	84353819	84398144	cilia- and flagella-associated protein 44 isoform X1
NC_006088.5	BOC	-	XP_024999480.1	84443053	84399989	brother of CDO isoform X1
NC_006088.5	SPIRE1L	-	XP_015152070.2	84516824	84502863	protein spire homolog 1 isoform X3
NC_006088.5	NEPRO	+	XP_024999537.1	84518066	84523562	nucleolus and neural progenitor protein isoform X1
NC_006088.5	TAF13	-	NP_001006252.1	84526805	84524976	transcription initiation factor TFIID subunit 13
NC_006088.5	GTPBP8	-	XP_015152090.1	84532377	84529914	GTP-binding protein 8
NC_006088.5	CD200R1L	+	XP_025005031.1	84536001	84540607	cell surface glycoprotein CD200 receptor 1-B isoform X2
NC_006088.5	CD200R1	+	XP_015151925.1	84563402	84583875	cell surface glycoprotein CD200 receptor 1-A isoform X1
NC_006088.5	CCDC80	+	NP_989762.1	84662654	84684556	coiled-coil domain-containing protein 80 precursor
NC_006088.5	SLC35A5	-	XP_015152139.1	84699990	84690976	probable UDP-sugar transporter protein SLC35A5
NC_006088.5	ATG3	+	NP_001264999.1	84701461	84724753	ubiquitin-like-conjugating enzyme ATG3
NC_006088.5	F5	+	XP_024999556.1	84736993	84766850	coagulation factor V isoform X3
NC_006088.5	SLC19A2	+	XP_015152175.1	84778684	84788885	thiamine transporter 1
NC_006088.5	CCDC181	+	XP_015152156.1	84796862	84802664	coiled-coil domain-containing protein 181
NC_006088.5	BLZF1	-	XP_416590.1	84809635	84804688	golgin-45
NC_006088.5	NME7	+	XP_024999589.1	84810261	84899531	nucleoside diphosphate kinase 7 isoform X1
NC_006088.5	ATP1B1	-	NP_990851.1	84913347	84900698	sodium/potassium-transporting ATPase subunit beta-1
NC_006088.5	DPT	+	XP_001231676.3	85034523	85060393	dermatopontin
NC_006088.5	XCL1	+	NP_990377.1	85121926	85125334	X-C motif chemokine ligand 1 precursor
NC_006088.5	TBX19	-	NP_990281.1	85223312	85209577	T-box-containing protein TBXT
NC_006088.5	SFT2D2	-	XP_416592.1	85239079	85233231	vesicle transport protein SFT2B
NC_006088.5	TIPRL	-	XP_416593.1	85248807	85241421	TIP41-like protein
NC_006088.5	GPR161	+	XP_004938290.1	85251107	85258715	G-protein coupled receptor 161 isoform X1
NC_006088.5	TTF2	+	XP_416595.2	85262293	85281245	transcription termination factor 2
