Chromosome	Gene	Strand	CDS	Start	Stop	Product
NC_007114.7	ighv4-5	-	XP_009297896.1	34098716	34107191	uncharacterized protein ighv4-5
NC_007114.7	si:dkey-204f11.3	+	NP_001076517.1	34111957	34112677	uncharacterized protein LOC100034401
NC_007114.7	ighv4-2	-	XP_021330468.1	34115502	34113404	immunoglobulin heavy variable 3-30
NC_007114.7	aldh3b1	+	XP_005164038.1	34121165	34128546	aldehyde dehydrogenase family 3 member B1 isoform X1
NC_007114.7	clpp	-	NP_001018520.1	34136333	34129856	ATP-dependent Clp protease proteolytic subunit, mitochondrial
NC_007114.7	si:dkey-204f11.64	+	NP_001275570.1	34140553	34144199	guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5-like
NC_007114.7	carm1	+	XP_005164073.1	34149341	34170651	histone-arginine methyltransferase CARM1 isoform X1
NC_007114.7	yipf2	-	XP_021325990.1	34180089	34174418	protein YIPF2 isoform X1
NC_007114.7	zgc:110046	+	NP_001018397.1	34180980	34182371	uncharacterized protein C19orf52 homolog
NC_007114.7	slc25a23b	+	NP_001038417.1	34220194	34230565	calcium-binding mitochondrial carrier protein SCaMC-3
NC_007114.7	znf207a	+	XP_005164066.1	34234108	34244472	zinc finger protein 207 isoform X1
NC_007114.7	tnrc6c1	-	XP_009297872.1	34327064	34265051	trinucleotide repeat-containing gene 6C protein isoform X1
NC_007114.7	sept9a	-	NP_944593.1	34526630	34456469	septin-9
NC_007114.7	si:ch211-165d12.4	-	NP_001116085.1	34592877	34589438	uncharacterized protein LOC100142635 precursor
NC_007114.7	nmrk1	-	XP_021326201.1	34592883	34589438	nicotinamide riboside kinase 1 isoform X1
NC_007114.7	zgc:163143	-	XP_021327354.1	34609839	34603985	uncharacterized protein LOC795946 isoform X1
NC_007114.7	tac4	-	NP_001256965.1	34624634	34623629	tachykinin-4 precursor
NC_007114.7	znfl1	-	NP_919370.1	34655006	34653625	zinc finger-like gene 1
NC_007114.7	dlx4a	+	NP_571375.1	34670251	34681154	homeobox protein Dlx4a
NC_007114.7	dusp3b	+	NP_001037772.1	34683147	34688214	dual specificity phosphatase 3
NC_007114.7	thraa	-	XP_021325003.1	34724853	34697839	thyroid hormone receptor alpha-A isoform X1
NC_007114.7	nsfa	-	NP_001037793.1	34800974	34767875	vesicle-fusing ATPase
NC_007114.7	psmd11a	-	NP_001159710.1	34816866	34804764	26S proteasome non-ATPase regulatory subunit 11A
NC_007114.7	cdk5r1a	+	XP_005164101.1	34821369	34822289	cyclin-dependent kinase 5, regulatory subunit 1a (p35) isoform X1
NC_007114.7	itga3a	+	XP_017210291.1	34846333	34916865	integrin alpha-3 isoform X1
NC_007114.7	ca10b	+	XP_696967.3	34920168	34977736	carbonic anhydrase-related protein 10 isoform X2
NC_007114.7	smarce1	+	XP_005164046.1	34986837	34994288	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 isoform X1
NC_007114.7	prkcbb	+	XP_005164062.1	35005874	35264153	protein kinase C beta type isoform X1
NC_007114.7	cacng3b	+	XP_693299.1	35299212	35373692	voltage-dependent calcium channel gamma-3 subunit
NC_007114.7	rbbp6	+	XP_005164076.1	35406998	35420569	E3 ubiquitin-protein ligase RBBP6 isoform X3
NC_007114.7	ndufab1b	-	NP_001292498.1	35541357	35536282	acyl carrier protein, mitochondrial
NC_007114.7	rpusd1	+	XP_017210080.1	35542460	35548939	RNA pseudouridylate synthase domain-containing protein 1 isoform X1
NC_007114.7	dctn5	-	NP_001002497.1	35554728	35551272	dynactin subunit 5
NC_007114.7	gng13b	-	NP_001002400.1	35597475	35590325	guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13
NC_007114.7	traf7	+	XP_009297828.1	35611826	35633455	E3 ubiquitin-protein ligase TRAF7 isoform X1
NC_007114.7	caskin1	-	XP_009297877.1	35800219	35643488	caskin-1 isoform X2
NC_007114.7	crlf3	+	NP_001017817.2	35817031	35845987	cytokine receptor-like factor 3
NC_007114.7	suz12a	-	XP_021327339.1	35864551	35851196	polycomb protein suz12-A isoform X1
NC_007114.7	rab11fip4a	-	XP_009297806.1	36115258	36020356	rab11 family-interacting protein 4A isoform X1
NC_007114.7	coil	-	NP_571587.2	36127121	36120183	coilin
NC_007114.7	scpep1	+	NP_956486.1	36127406	36135059	retinoid-inducible serine carboxypeptidase precursor
NC_007114.7	engase	-	XP_021326587.1	36152872	36136566	cytosolic endo-beta-N-acetylglucosaminidase isoform X1
NC_007114.7	si:ch211-234h8.7	+	XP_005164099.1	36160979	36167394	solute carrier family 16, member 3 isoform X1
NC_007114.7	csnk1da	-	XP_005164045.1	36209934	36180860	casein kinase I isoform X1
NC_007114.7	dus1l	+	NP_955911.2	36222834	36232117	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like
NC_007114.7	gps1	-	NP_001071227.1	36246772	36234404	COP9 signalosome complex subunit 1
NC_007114.7	rac3a	-	NP_001002754.1	36259807	36249830	ras-related C3 botulinum toxin substrate 3
NC_007114.7	prkar1aa	-	NP_001009989.1	36268973	36265375	protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1) a
NC_007114.7	zgc:86896	+	XP_005164068.1	36276170	36283873	actin-related protein 2/3 complex subunit 1A isoform X1
NC_007114.7	wipi1	+	XP_005164059.1	36285269	36305835	WD repeat domain phosphoinositide-interacting protein 1 isoform X1
NC_007114.7	slc16a6b	+	XP_690266.2	36315782	36325722	monocarboxylate transporter 7 isoform X1
NC_007114.7	gna13b	-	NP_001013281.2	36364879	36332999	guanine nucleotide binding protein, alpha 13
NC_007114.7	rgs9a	+	NP_001314729.1	36366712	36401401	regulator of G-protein signaling 9
NC_007114.7	cog1	-	XP_002661206.3	36419641	36402746	conserved oligomeric Golgi complex subunit 1
NC_007114.7	si:ch1073-443f11.2	+	XP_021324900.1	36424055	36425187	small integral membrane protein 22 isoform X1
NC_007114.7	rogdi	-	NP_956257.1	36440517	36429010	protein rogdi homolog
NC_007114.7	glyr1	-	XP_021326164.1	36458134	36442987	putative oxidoreductase GLYR1 isoform X3
NC_007114.7	ppl	-	XP_005164160.1	36481789	36460237	periplakin isoform X1
NC_007114.7	si:dkeyp-72e1.9	+	XP_005164167.1	36496705	36583106	syntaxin-binding protein 4-like isoform X2
NC_007114.7	rrn3	-	XP_009297902.1	36602045	36589924	RNA polymerase I-specific transcription initiation factor RRN3
NC_007114.7	si:dkeyp-72e1.6	-	XP_001923871.1	36606748	36606291	transmembrane protein 238-like
NC_007114.7	si:dkeyp-72e1.7	-	XP_691639.1	36612393	36610671	mpv17-like protein
NC_007114.7	pdxdc1	+	XP_009297899.1	36617769	36643524	pyridoxal-dependent decarboxylase domain-containing protein 1 isoform X3
NC_007114.7	gspt1l	+	NP_942101.1	36646321	36663710	G1 to S phase transition 1, like
NC_007114.7	nde1	+	NP_001025374.1	36673874	36682824	nuclear distribution protein nudE homolog 1
NC_007114.7	myh11b	-	XP_017210292.1	36708501	36685696	myosin-11
NC_007114.7	abcc1	+	XP_001341895.3	36713600	36742459	multidrug resistance-associated protein 1
NC_007114.7	LOC110439293	-	XP_021330365.1	36764863	36756273	multidrug resistance-associated protein 1-like
NC_007114.7	abcc6b.2	-	XP_017210293.1	36824011	36745080	multidrug resistance-associated protein 1-like isoform X2
NC_007114.7	ramp2	-	NP_001107904.1	36846458	36837936	receptor activity-modifying protein 2 precursor
NC_007114.7	ezh1	+	XP_009297915.1	36862189	36891189	histone-lysine N-methyltransferase EZH1 isoform X1
NC_007114.7	cntnap1	-	XP_694580.5	36944642	36904041	contactin-associated protein 1
NC_007114.7	si:ch211-18i17.2	+	XP_700015.5	36972586	37051346	pleckstrin homology domain-containing family H member 3
NC_007114.7	tubg1	-	NP_957202.1	37082498	37060813	tubulin gamma-1 chain isoform 1
NC_007114.7	retreg3	+	XP_694371.1	37083926	37103896	protein FAM134C
NC_007114.7	psmc3ip	+	NP_001002124.1	37112803	37135360	homologous-pairing protein 2 homolog
NC_007114.7	mlx	-	NP_001296345.1	37148564	37136871	max-like protein X isoform 2
NC_007114.7	fmnl1a	+	XP_685133.4	37198360	37232652	formin-like protein 1
NC_007114.7	si:ch211-278a6.1	-	XP_021330368.1	37476276	37239128	SRC kinase signaling inhibitor 1 isoform X1
NC_007114.7	arf2a	-	NP_958912.1	37564862	37560477	ADP-ribosylation factor 2a
NC_007114.7	wnt9b	+	NP_001131132.1	37574954	37580813	protein Wnt-9b precursor
NC_007114.7	LOC103910304	+	XP_021330371.1	37625947	37626717	uncharacterized protein LOC103910304 isoform X1
NC_007114.7	LOC110439316	+	XP_021330469.1	37626915	37628149	uncharacterized protein LOC110439316
NC_007114.7	gosr2	+	NP_955982.1	37649593	37660173	Golgi SNAP receptor complex member 2
NC_007114.7	gpatch8	-	NP_001314966.1	37699949	37664933	G patch domain-containing protein 8
NC_007114.7	map3k14a	+	XP_002661254.1	37725367	37742305	mitogen-activated protein kinase kinase kinase 14-like
NC_007114.7	LOC100004321	-	NP_001314995.1	37773705	37767508	apoptosis regulator BAX-like
NC_007114.7	baxa	-	NP_571637.1	37785815	37777837	bcl2-associated X protein, a
NC_007114.7	rps11	+	NP_998542.1	37787299	37789178	40S ribosomal protein S11
NC_007114.7	si:dkey-260c8.8	+	XP_689494.2	37790599	37806082	uncharacterized protein C17orf53 homolog
NC_007114.7	asic2	+	NP_999953.1	37827373	38624824	acid-sensing ion channel 2
NC_007114.7	LOC101885398	-	XP_017210296.1	37970024	37967581	uncharacterized protein LOC101885398
NC_007114.7	mpp3a	-	XP_021330373.1	38683337	38650905	MAGUK p55 subfamily member 3 isoform X1
NC_007114.7	si:ch211-198m17.1	-	XP_009297944.1	38721603	38707687	protein HEG homolog 1 isoform X5
NC_007114.7	znf281a	-	XP_021330375.1	38777551	38765717	zinc finger protein 281-like isoform X2
NC_007114.7	si:dkey-106c17.3	+	XP_698251.1	38793814	38859111	G protein-activated inward rectifier potassium channel 1
NC_007114.7	si:dkey-106c17.2	-	XP_017210027.1	38915989	38913308	uncharacterized protein LOC567437 isoform X1
NC_007114.7	tmem98	+	NP_001073664.1	39105654	39109380	transmembrane protein 98
NC_007114.7	si:dkeyp-57f11.2	-	XP_021330377.1	39152476	39109116	supervillin isoform X4
NC_007114.7	cdk21	-	XP_005164229.1	39180046	39175883	cyclin-dependent kinase 6-like
NC_007114.7	retsat	-	NP_001015061.1	39190220	39181993	putative all-trans-retinol 13,14-reductase precursor
NC_007114.7	zgc:154169	-	NP_001071261.1	39198091	39192389	all-trans-13,14-dihydroretinol saturase precursor
NC_007114.7	si:ch211-232p21.6	-	XP_021327532.1	39207087	39200100	C-type lectin domain family 4 member E-like
NC_007114.7	LOC101886459	-	XP_021327538.1	39214727	39210035	CD209 antigen-like protein C
NC_007114.7	LOC110438754	-	XP_021327539.1	39223404	39220804	C-type lectin domain family 4 member E-like
NC_007114.7	nmt1a	-	NP_001018316.1	39259654	39239383	glycylpeptide N-tetradecanoyltransferase 1
NC_007114.7	plcd3a	-	NP_001092893.1	39304905	39264051	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3-A
NC_007114.7	arhgap23a	-	XP_021330380.1	39454642	39316257	rho GTPase-activating protein 23 isoform X4
NC_007114.7	zgc:100868	-	XP_005164187.1	39488457	39474947	uncharacterized protein LOC554458 isoform X1
NC_007114.7	zgc:165423	+	XP_005164170.1	39540026	39549595	uncharacterized protein LOC100101646 isoform X1
NC_007114.7	si:ch211-198p11.6	+	XP_005164234.1	39555966	39563107	keratin-associated protein 9-2
NC_007114.7	aldoaa	+	XP_005164173.1	39568794	39576663	fructose-bisphosphate aldolase A isoform X1
NC_007114.7	cln3	+	NP_001007307.1	39579638	39599052	battenin
NC_007114.7	prpsap2	+	XP_005164176.1	39601254	39612155	phosphoribosyl pyrophosphate synthase-associated protein 2 isoform X1
NC_007114.7	si:dkey-27o4.1	-	XP_689861.3	39627190	39619666	uncharacterized protein si:dkey-27o4.1
NC_007114.7	grapa	-	NP_001018409.1	39647864	39631551	GRB2-related adaptor protein a
NC_007114.7	epn2	+	XP_009297958.1	39663987	39685977	epsin-2 isoform X2
NC_007114.7	b9d1	-	NP_001019544.1	39695925	39692263	B9 domain-containing protein 1
NC_007114.7	cacna1ha	+	XP_021330382.1	39853807	39951107	voltage-dependent T-type calcium channel subunit alpha-1H isoform X5
NC_007114.7	ccdc97	+	XP_001333116.1	39958746	39967171	coiled-coil domain-containing protein 97
NC_007114.7	llgl1	-	XP_021327146.1	40054613	39975251	lethal(2) giant larvae protein homolog 1 isoform X3
NC_007114.7	myo15aa	-	XP_021330383.1	40130282	40056996	unconventional myosin-XV
NC_007114.7	drg2	-	NP_997803.1	40162516	40154450	developmentally-regulated GTP-binding protein 2
NC_007114.7	gfer	+	NP_001082855.1	40164144	40168155	FAD-linked sulfhydryl oxidase ALR
NC_007114.7	syngr3a	+	NP_001018427.1	40170281	40178136	synaptogyrin-3
NC_007114.7	znf598	-	NP_001028890.1	40202479	40185845	E3 ubiquitin-protein ligase ZNF598
NC_007114.7	flii	-	NP_001244075.1	40232526	40207569	protein flightless-1 homolog
NC_007114.7	top3a	-	XP_688695.4	40254434	40235387	DNA topoisomerase 3-alpha
NC_007114.7	smcr8a	+	XP_687034.3	40255408	40258907	guanine nucleotide exchange protein smcr8a
NC_007114.7	shmt1	-	NP_957340.1	40275044	40261239	serine hydroxymethyltransferase, cytosolic
NC_007114.7	pdap1b	-	NP_956504.1	40284292	40278140	28 kDa heat- and acid-stable phosphoprotein
NC_007114.7	bud31	+	NP_001003860.1	40284914	40287407	protein BUD31 homolog
NC_007114.7	cpsf4	+	XP_021324974.1	40289715	40294494	cleavage and polyadenylation specificity factor subunit 4 isoform X1
NC_007114.7	atp5j2	-	NP_001290058.1	40301198	40297247	ATP synthase subunit f, mitochondrial
NC_007114.7	slc29a4	+	XP_005164190.1	40318593	40348920	equilibrative nucleoside transporter 4 isoform X1
NC_007114.7	LOC101883550	+	XP_009297963.2	40365089	40369434	uncharacterized protein LOC101883550
NC_007114.7	tnrc18	+	XP_005164235.1	40409100	40485076	trinucleotide repeat-containing gene 18 protein isoform X1
NC_007114.7	actb2	-	NP_853632.3	40528322	40526651	actin, cytoplasmic 2
NC_007114.7	fscn1a	+	NP_001070028.1	40576559	40588000	fascin
NC_007114.7	rnf216	-	XP_687871.3	40658818	40605390	E3 ubiquitin-protein ligase RNF216
NC_007114.7	si:dkey-33c3.1	-	XP_001334493.1	40680999	40679933	urotensin-2 receptor-like
NC_007114.7	smurf1	-	XP_021325044.1	40768355	40692236	E3 ubiquitin-protein ligase SMURF1 isoform X2
NC_007114.7	arpc1a	+	NP_958500.1	40799799	40804077	actin-related protein 2/3 complex subunit 1A
NC_007114.7	arpc1b	+	NP_998321.1	40809909	40820173	actin-related protein 2/3 complex subunit 1B
NC_007114.7	wipi2	-	NP_001314718.1	40837200	40822087	WD repeat domain phosphoinositide-interacting protein 2
NC_007114.7	mmd2a	+	NP_001167529.1	40841984	40870521	monocyte to macrophage differentiation factor 2
NC_007114.7	ap5z1	-	XP_017208565.1	40896925	40876555	AP-5 complex subunit zeta-1 isoform X1
NC_007114.7	foxk1	-	NP_956196.1	40932903	40902515	forkhead box protein K1
NC_007114.7	cyp3c4	-	NP_001071016.1	40945661	40936823	cytochrome P450, family 3, subfamily C, polypeptide 4
NC_007114.7	cyp3c3	-	NP_001007401.2	40953792	40948536	cytochrome P450, family 3, subfamily c, polypeptide 3
NC_007114.7	cyp3c2	-	XP_021330384.1	40965550	40958896	cytochrome P450 3A56-like isoform X1
NC_007114.7	cyp3c1	-	NP_997838.1	40976234	40969495	cytochrome P450, family 3, subfamily c, polypeptide 1
NC_007114.7	sdk1a	-	XP_009297968.1	41511345	40980266	protein sidekick-1 isoform X1
NC_007114.7	card11	+	XP_009297971.1	41589800	41631244	caspase recruitment domain-containing protein 11 isoform X1
NC_007114.7	gna12a	+	NP_001013295.1	41648043	41703423	guanine nucleotide-binding protein subunit alpha-12
NC_007114.7	eif3ba	+	NP_001277022.1	41715096	41724367	eukaryotic translation initiation factor 3 subunit B
NC_007114.7	chst12a	+	NP_998712.2	41731606	41732916	carbohydrate sulfotransferase 12
NC_007114.7	LOC101883165	-	XP_005164243.1	41777731	41776428	neuropeptide FF receptor 2-like
NC_007114.7	grifin	-	NP_001003430.1	41791139	41786071	grifin
NC_007114.7	lfng	+	NP_571046.1	41917612	41925120	beta-1,3-N-acetylglucosaminyltransferase lunatic fringe precursor
NC_007114.7	ttyh3a	-	XP_684174.3	42086646	41962659	protein tweety homolog 3 isoform X2
NC_007114.7	snx8a	+	NP_001313419.1	42090511	42119072	sorting nexin-8
NC_007114.7	nudt1	-	NP_998583.1	42125152	42121802	7,8-dihydro-8-oxoguanine triphosphatase precursor
NC_007114.7	ftsj2	+	XP_683228.2	42126480	42129008	rRNA methyltransferase 2, mitochondrial
NC_007114.7	LOC101882679	+	XP_021330385.1	42496198	42504515	uncharacterized protein LOC101882679
NC_007114.7	elfn1a	-	XP_005164251.1	42548684	42546295	protein ELFN1
NC_007114.7	psmg3	+	NP_001002529.1	42919340	42919799	proteasome assembly chaperone 3
NC_007114.7	tmem184a	+	NP_998685.2	42925144	42956321	transmembrane protein 184A
NC_007114.7	mafk	-	XP_005164260.1	42967683	42964767	transcription factor MafK isoform X1
NC_007114.7	ints1	+	XP_003198200.2	42999844	43060800	integrator complex subunit 1
NC_007114.7	si:dkey-43p13.5	+	XP_002661267.2	43086355	43091972	retinal homeobox protein Rx1
NC_007114.7	micall2a	+	NP_001314716.1	43102248	43134543	MICAL-like protein 2
NC_007114.7	LOC101883552	-	XP_021327548.1	43185248	43185013	DDRGK domain-containing protein 1-like
NC_007114.7	uncx	-	XP_005164261.1	43355902	43352851	homeobox protein unc-4 homolog
NC_007114.7	zfand2a	+	XP_009297976.1	43374603	43380607	AN1-type zinc finger protein 2A isoform X4
NC_007114.7	galr2b	+	XP_021330387.1	43467595	43475454	galanin receptor type 2
NC_007114.7	axin1	-	XP_021326884.1	43646707	43581481	axin-1 isoform X1
NC_007114.7	zgc:92162	-	NP_001002350.1	43770689	43757861	group 10 secretory phospholipase A2
NC_007114.7	zc3h7a	+	NP_998599.1	43776206	43807412	zinc finger CCCH domain-containing protein 7A
NC_007114.7	snn	-	XP_021325706.1	43814745	43814486	stannin isoform X1
NC_007114.7	litaf	+	XP_009297979.1	43826295	43829534	lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog isoform X1
NC_007114.7	rmi2	-	XP_691674.2	43834991	43830199	recQ-mediated genome instability protein 2
NC_007114.7	mslna	-	XP_021330389.1	43889248	43836358	mesothelin isoform X2
NC_007114.7	ubfd1	-	XP_005164267.1	43954878	43942290	ubiquitin domain-containing protein UBFD1 isoform X1
NC_007114.7	LOC799265	+	XP_001339641.4	43959797	43981386	UNC93-like protein MFSD11
NC_007114.7	il4r.2	-	XP_021330391.1	44012527	44002340	LOW QUALITY PROTEIN: uncharacterized protein il4r.2
NC_007114.7	il4r.1	-	XP_005164266.1	44059956	44049017	interleukin 4 receptor, tandem duplicate 1 isoform X1
NC_007114.7	nsmce1	+	XP_005164264.1	44064800	44077036	non-structural maintenance of chromosomes element 1 homolog isoform X1
NC_007114.7	kdm8	-	NP_001103339.2	44093977	44081652	lysine-specific demethylase 8
NC_007114.7	hs3st4	-	NP_001074058.2	44753323	44541324	heparan sulfate glucosamine 3-O-sulfotransferase 2
NC_007114.7	hs3st2	+	NP_001074077.1	44947355	45000645	heparan sulfate glucosamine 3-O-sulfotransferase 2
NC_007114.7	usp31	-	XP_005164285.1	45245605	45195221	ubiquitin carboxyl-terminal hydrolase 31 isoform X1
NC_007114.7	kctd5a	-	NP_996932.1	45281095	45262496	BTB/POZ domain-containing protein KCTD5
NC_007114.7	pdpk1a	-	NP_001070812.1	45298420	45286804	3-phosphoinositide-dependent protein kinase 1 precursor
NC_007114.7	il21r.2	-	XP_021324729.1	45326957	45315695	interleukin 21 receptor, tandem duplicate 2 isoform X2
NC_007114.7	il21r.1	-	XP_005164273.1	45360438	45344337	interleukin-21 receptor isoform X1
NC_007114.7	ube2ia	+	XP_021324947.1	45369518	45372652	SUMO-conjugating enzyme UBC9-B isoform X1
NC_007114.7	baiap3	+	XP_003198205.2	45432691	45539741	BAI1-associated protein 3
NC_007114.7	gpr146	+	NP_001307411.1	45714340	45715341	probable G-protein coupled receptor 146
NC_007114.7	gper1	+	NP_001122195.1	45767955	45769016	G-protein coupled estrogen receptor 1
NC_007114.7	h3f3a	-	XP_017209248.1	45777211	45776624	H3 histone, family 3A isoform X1
NC_007114.7	unkl	+	XP_005164288.1	45778810	45813581	putative E3 ubiquitin-protein ligase UNKL isoform X1
NC_007114.7	LOC101882899	-	XP_009298011.1	45843501	45818584	uncharacterized protein LOC101882899 isoform X1
NC_007114.7	igfals	-	XP_003198203.1	45848041	45846201	insulin-like growth factor-binding protein complex acid labile subunit
NC_007114.7	shisa9b	-	NP_001129447.2	46115016	46043967	protein shisa-9B
NC_007114.7	LOC110439299	+	XP_021330392.1	46153716	46160427	uncharacterized protein LOC110439299
NC_007114.7	mkl2b	+	XP_009298015.1	46304419	46363078	MKL/myocardin-like protein 2 isoform X1
NC_007114.7	snrnp25	-	NP_001017690.1	46379689	46377556	U11/U12 small nuclear ribonucleoprotein 25 kDa protein
NC_007114.7	polr3k	+	NP_001002553.1	46380236	46383934	DNA-directed RNA polymerase III subunit RPC10
NC_007114.7	cdip1	-	NP_001092712.1	46403708	46389045	cell death-inducing p53-target protein 1
NC_007114.7	sc:d0202	+	XP_017210312.1	46425318	46426900	uncharacterized protein LOC569842
NC_007114.7	si:ch211-66e2.3	+	NP_001108576.1	46444676	46452042	uncharacterized protein LOC100141487 precursor
NC_007114.7	si:ch211-66e2.5	+	XP_001920347.3	46457535	46473240	hemicentin-1-like
NC_007114.7	tyk2	+	XP_003198201.2	46493663	46551042	non-receptor tyrosine-protein kinase TYK2 isoform X1
NC_007114.7	raver1	+	XP_021326440.1	46559678	46585337	ribonucleoprotein PTB-binding 1 isoform X1
NC_007114.7	LOC100001908	-	XP_005164294.1	46594297	46592454	uncharacterized protein LOC100001908
NC_007114.7	pde4a	+	XP_009298019.1	46629810	46750736	cAMP-specific 3',5'-cyclic phosphodiesterase 4A isoform X1
NC_007114.7	prkcsh	+	NP_957347.1	46764513	46791969	glucosidase 2 subunit beta precursor
NC_007114.7	elavl3	-	XP_017208679.1	46817468	46803053	ELAV-like protein 3 isoform X6
NC_007114.7	LOC565691	-	XP_009298041.1	47105265	46919524	potassium channel subfamily T member 2-like
NC_007114.7	qtrt1	-	NP_957304.1	47128067	47114458	queuine tRNA-ribosyltransferase catalytic subunit 1
NC_007114.7	dnm2a	+	XP_021326548.1	47131112	47212608	dynamin-2 isoform X1
NC_007114.7	tmed1a	-	NP_001003487.1	47235477	47224837	transmembrane emp24 domain-containing protein 1 precursor
NC_007114.7	tnfsf14	+	NP_001268924.1	47246091	47255942	uncharacterized protein LOC798119
NC_007114.7	tnfsf18	-	NP_001122290.1	47294224	47283965	TNF superfamily member 18
NC_007114.7	ppap2d	+	NP_001073447.1	47322742	47386984	phosphatidic acid phosphatase type 2D
NC_007114.7	adgrl1a	-	XP_021330396.1	47694713	47498435	adhesion G protein-coupled receptor L1 isoform X2
NC_007114.7	LOC796293	-	XP_021330399.1	48020453	48018893	uncharacterized protein LOC796293 isoform X2
NC_007114.7	si:ch211-207b24.4	+	XP_001335854.3	48206644	48215187	neoverrucotoxin subunit alpha-like isoform X1
NC_007114.7	fn3krp	+	NP_001103578.1	48221470	48229612	ketosamine-3-kinase
NC_007114.7	tbcd	+	XP_001922584.2	48234445	48327160	tubulin-specific chaperone D
NC_007114.7	znf750	-	XP_021326315.1	48257237	48255318	zinc finger protein 750 isoform X1
NC_007114.7	metrnl	+	NP_998150.1	48473755	48489122	meteorin-like protein precursor
NC_007114.7	atp5h	-	XP_005163831.1	48557821	48550749	ATP synthase subunit d, mitochondrial isoform X1
NC_007114.7	slc16a5b	+	XP_021330401.1	48564570	48578458	monocarboxylate transporter 6-like
NC_007114.7	ndel1b	-	NP_958464.1	48603466	48587160	nuclear distribution protein nudE-like 1-B
NC_007114.7	rnf222	+	XP_005163841.1	48613708	48614307	RING finger protein 222
NC_007114.7	si:ch211-114m9.1	-	XP_009297990.1	48782812	48631382	rho GTPase-activating protein 44 isoform X2
NC_007114.7	hs3st3b1a	+	NP_001070114.1	48843524	48869632	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1a isoform 2 precursor
NC_007114.7	ftr42	-	XP_021330404.1	48980317	48965925	tripartite motif-containing protein 16
NC_007114.7	ftr41	-	XP_695494.6	48993578	48985731	tripartite motif-containing protein 16
NC_007114.7	ftr94	-	XP_021330405.1	49015201	49008459	tripartite motif-containing protein 16-like
NC_007114.7	zgc:163083	+	NP_001077028.1	49021103	49024567	uncharacterized protein LOC566848
NC_007114.7	zgc:92161	+	NP_001004556.2	49044011	49057323	uncharacterized protein LOC447817
NC_007114.7	zgc:112146	+	NP_001017731.1	49074036	49079172	uncharacterized protein LOC550426
NC_007114.7	zgc:123284	+	NP_001032488.1	49097803	49100035	uncharacterized protein LOC641422
NC_007114.7	trim35-12	-	XP_021330470.1	49110171	49103212	E3 ubiquitin-protein ligase TRIM39
NC_007114.7	gipc1	-	XP_005163833.1	49134362	49126105	PDZ domain-containing protein GIPC1 isoform X1
NC_007114.7	dnajb1a	-	NP_001003571.1	49163394	49151122	DnaJ (Hsp40) homolog, subfamily B, member 1a
NC_007114.7	tecra	+	XP_001921351.1	49397519	49418046	very-long-chain enoyl-CoA reductase
NC_007114.7	samd1a	-	NP_001303918.1	49447803	49426198	sterile alpha motif domain containing 1a
NC_007114.7	prkacaa	-	XP_021326630.1	49489930	49460398	cAMP-dependent protein kinase catalytic subunit alpha isoform X1
NC_007114.7	asf1ba	-	NP_996946.1	49514616	49505427	histone chaperone asf1b-A
NC_007114.7	crb3a	+	NP_001038787.1	49523944	49546475	crumbs homolog 3a precursor
NC_007114.7	LOC793338	-	XP_005163846.1	49554910	49551582	uncharacterized protein LOC793338 isoform X2
NC_007114.7	zgc:153426	-	NP_001070183.1	49566278	49559594	tubulin beta-4B chain-like
NC_007114.7	LOC100536643	+	XP_003198215.2	49588257	49624678	zinc-binding protein A33-like
NC_007114.7	LOC103910319	-	XP_009297999.1	49628818	49627872	G-protein coupled receptor 183-like isoform X1
NC_007114.7	LOC103910320	-	XP_009298001.1	49645348	49644402	mas-related G-protein coupled receptor member X1-like
NC_007114.7	gcgra	-	XP_021330407.1	49809221	49760331	glucagon receptor isoform X2
NC_007114.7	LOC110439301	-	XP_021330408.1	49989709	49986863	uncharacterized protein LOC110439301
NC_007114.7	si:ch1073-100f3.2	-	XP_002661286.1	50045626	50032406	mitochondrial dicarboxylate carrier isoform X1
NC_007114.7	mrpl12	-	XP_009298024.1	50066358	50054708	39S ribosomal protein L12, mitochondrial isoform X1
NC_007114.7	zgc:103625	+	NP_001004669.1	50069740	50075029	methyltransferase-like 26 B
NC_007114.7	hgs	-	NP_956162.2	50118036	50077324	hepatocyte growth factor-regulated tyrosine kinase substrate
NC_007114.7	cldnk	-	XP_009298021.1	50124380	50123734	claudin k isoform X1
NC_007114.7	btr02	-	NP_001070626.2	50136420	50128571	bloodthirsty-related gene family, member 2
NC_007114.7	si:dkey-120c6.5	-	XP_021330410.1	50143794	50142665	GTPase IMAP family member 7-like
NC_007114.7	LOC110438607	-	XP_021327568.1	50153380	50148933	GTPase IMAP family member 4-like
NC_007114.7	rsad1	+	NP_001077026.1	50155313	50172772	radical S-adenosyl methionine domain-containing protein 1, mitochondrial precursor
