Chromosome	Gene	Strand	CDS	Start	Stop	Product
NC_045000.1	TERF1	+	XP_012427382.3	120914237	120929987	telomeric repeat-binding factor 1 isoform X1
NC_045000.1	SBSPON	-	XP_030122193.2	120940920	120931845	somatomedin-B and thrombospondin type-1 domain-containing protein
NC_045000.1	RPL7	-	NP_001153209.1	121017237	121012579	60S ribosomal protein L7
NC_045000.1	LOC116807768	-	XP_032602439.1	121019685	121018763	atherin-like
NC_045000.1	RDH10	+	XP_002199270.4	121019686	121042684	retinol dehydrogenase 10
NC_045000.1	STAU2	-	XP_030122194.2	121231771	121082015	double-stranded RNA-binding protein Staufen homolog 2 isoform X1
NC_045000.1	UBE2W	-	XP_002199332.1	121296124	121266805	ubiquitin-conjugating enzyme E2 W
NC_045000.1	ELOC	-	XP_002199345.1	121311124	121306812	elongin-C
NC_045000.1	TMEM70	+	XP_002199361.3	121319376	121322171	transmembrane protein 70, mitochondrial
NC_045000.1	LY96	+	XP_004175293.1	121332813	121336637	lymphocyte antigen 96
NC_045000.1	JPH1	-	XP_030122202.2	121488079	121408096	junctophilin-1
NC_045000.1	GDAP1	+	XP_002197983.3	121507223	121519224	ganglioside-induced differentiation-associated protein 1
NC_045000.1	PI15	+	XP_002199413.1	121682728	121702893	peptidase inhibitor 15
NC_045000.1	CRISPLD1	+	XP_002199425.3	121769660	121804962	cysteine-rich secretory protein LCCL domain-containing 1 isoform X2
NC_045000.1	HNF4G	+	XP_032602889.1	122018590	122037343	hepatocyte nuclear factor 4-gamma isoform X2
NC_045000.1	ZFHX4	+	XP_030122208.2	122611798	122734547	zinc finger homeobox protein 4 isoform X1
NC_045000.1	PEX2	-	XP_012427555.3	122783697	122782787	peroxisome biogenesis factor 2
NC_045000.1	PKIA	+	XP_002199563.1	123520119	123525229	cAMP-dependent protein kinase inhibitor alpha
NC_045000.1	ZC2HC1A	+	XP_030122215.1	123551624	123580933	zinc finger C2HC domain-containing protein 1A
NC_045000.1	IL7	-	XP_030122214.2	123598699	123589544	interleukin-7
NC_045000.1	STMN2	+	NP_001232293.1	123862400	123898590	stathmin-2
NC_045000.1	HEY1	-	XP_030122216.1	123926137	123924006	hairy/enhancer-of-split related with YRPW motif protein 1
NC_045000.1	MRPS28	-	XP_002198233.3	124056744	123977170	28S ribosomal protein S28, mitochondrial
NC_045000.1	TPD52	-	XP_032602896.1	124098154	124059471	tumor protein D52 isoform X6
NC_045000.1	ZBTB10	+	XP_030122219.1	124189596	124212300	zinc finger and BTB domain-containing protein 10
NC_045000.1	ZNF704	-	XP_030122221.1	124367718	124278648	zinc finger protein 704 isoform X2
NC_045000.1	PAG1	-	XP_030122223.2	124411421	124397779	phosphoprotein associated with glycosphingolipid-enriched microdomains 1
NC_045000.1	MRPL53	+	XP_002199712.1	124548060	124550908	39S ribosomal protein L53, mitochondrial
NC_045000.1	FABP5	+	XP_030119856.1	124561637	124565881	fatty acid-binding protein, epidermal isoform X1
NC_045000.1	LOC100226888	-	XP_002199737.1	124632478	124628744	myelin P2 protein
NC_045000.1	LOC100223994	-	XP_002199746.1	124641807	124638667	fatty acid-binding protein, adipocyte
NC_045000.1	IMPA1	-	XP_032602900.1	124686182	124678169	inositol monophosphatase 1
NC_045000.1	ZFAND1	-	XP_002199753.3	124696442	124690151	AN1-type zinc finger protein 1 isoform X1
NC_045000.1	CHMP4C	+	XP_002199755.3	124697629	124711197	charged multivesicular body protein 4c
NC_045000.1	SNX16	-	XP_030122228.2	124745421	124724755	sorting nexin-16 isoform X1
NC_045000.1	RALYL	+	XP_030122234.2	125446392	125448465	RNA-binding Raly-like protein isoform X1
NC_045000.1	LOC101234190	-	XP_030122239.2	125896199	125876552	ATPase family AAA domain-containing protein 2-like
NC_045000.1	SLC7A13	-	XP_002198367.5	125908564	125902655	solute carrier family 7 member 13
NC_045000.1	LRRCC1	+	XP_012427387.2	125911102	125929927	leucine-rich repeat and coiled-coil domain-containing protein 1
NC_045000.1	E2F5	+	XP_032602903.1	125939499	125955981	transcription factor E2F5 isoform X1
NC_045000.1	LOC100219287	+	XP_030122244.2	125962944	125981642	carbonic anhydrase 13 isoform X1
NC_045000.1	LOC100227844	+	XP_002199827.2	126019470	126030581	carbonic anhydrase 3-like
NC_045000.1	LOC100228865	+	XP_002198430.1	126047541	126061626	carbonic anhydrase 3
NC_045000.1	LOC100224950	+	XP_002199833.1	126098997	126115059	carbonic anhydrase 2 isoform X1
NC_045000.1	ATP6V0D2	+	XP_002199841.2	126257320	126276629	V-type proton ATPase subunit d 2
NC_045000.1	WWP1	+	XP_002199845.2	126319570	126353591	NEDD4-like E3 ubiquitin-protein ligase WWP1 isoform X1
NC_045000.1	RMDN1	-	XP_030119850.2	126371094	126357437	regulator of microtubule dynamics protein 1 isoform X1
NC_045000.1	CPNE3	+	XP_030122252.1	126380660	126397448	copine-3 isoform X1
NC_045000.1	CNGB3	-	XP_032602440.1	126475628	126403290	cyclic nucleotide-gated cation channel beta-3
NC_045000.1	MMP16	-	XP_002199883.1	127038430	126876905	matrix metalloproteinase-16
NC_045000.1	RIPK2	+	XP_002198519.3	127416452	127436216	receptor-interacting serine/threonine-protein kinase 2 isoform X1
NC_045000.1	LOC100220197	+	XP_030122254.2	127447579	127458563	Y+L amino acid transporter 2
NC_045000.1	OSGIN2	+	XP_030122258.2	127489643	127502962	oxidative stress-induced growth inhibitor 2 isoform X1
NC_045000.1	NBN	-	XP_030122256.2	127534400	127512781	nibrin isoform X1
NC_045000.1	DECR1	+	NP_001232429.1	127536621	127540791	2,4-dienoyl-CoA reductase, mitochondrial
NC_045000.1	CALB1	-	XP_002199944.2	127573873	127558323	calbindin
NC_045000.1	TMEM64	-	XP_032602441.1	127768766	127758421	LOW QUALITY PROTEIN: transmembrane protein 64
NC_045000.1	NECAB1	+	XP_032602906.1	127800154	127847268	LOW QUALITY PROTEIN: N-terminal EF-hand calcium-binding protein 1
NC_045000.1	C2H8orf88	-	XP_030122262.2	127865276	127857578	uncharacterized protein C8orf88 homolog isoform X2
NC_045000.1	PIP4P2	-	XP_002199971.1	127905530	127883300	type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase isoform X1
NC_045000.1	OTUD6B	+	XP_002198588.4	127924583	127932902	deubiquitinase OTUD6B
NC_045000.1	SLC26A7	+	XP_032602907.1	127958183	128020948	anion exchange transporter
NC_045000.1	RUNX1T1	-	XP_030122265.1	128309805	128197530	protein CBFA2T1 isoform X2
NC_045000.1	TRIQK	-	XP_004175335.3	128681695	128643250	triple QxxK/R motif-containing protein isoform X2
NC_045000.1	CIBAR1	+	XP_030122274.2	128975869	128995628	protein FAM92A isoform X3
NC_045000.1	RBM12B	-	XP_002200032.2	129002676	129000581	RNA-binding protein 12B
NC_045000.1	TMEM67	+	XP_032602909.1	129007929	129043048	meckelin isoform X1
NC_045000.1	PDP1	+	XP_004175304.1	129066363	129067970	pyruvate dehyrogenase phosphatase catalytic subunit 1 isoform X3
NC_045000.1	CDH17	-	XP_030122283.2	129165865	129136588	cadherin-17 isoform X1
NC_045000.1	GEM	-	XP_002200057.1	129185593	129179670	GTP-binding protein GEM
NC_045000.1	LOC115493952	-	XP_032602442.1	129219596	129210000	uncharacterized protein LOC115493952
NC_045000.1	FSBP	-	XP_002200064.1	129266158	129261007	fibrinogen silencer-binding protein
NC_045000.1	RAD54B	-	XP_002200063.3	129280716	129222443	DNA repair and recombination protein RAD54B
NC_045000.1	LOC100224067	+	XP_030122288.1	129289327	129295400	RING finger protein 151
NC_045000.1	VIRMA	-	XP_030122285.1	129330845	129305765	protein virilizer homolog
NC_045000.1	ESRP1	+	XP_030122293.1	129337455	129368181	epithelial splicing regulatory protein 1 isoform X2
NC_045000.1	LOC115493953	-	XP_030122294.2	129391922	129391315	GSK-3-binding protein-like
NC_045000.1	DPY19L4	+	XP_032602915.1	129449642	129473396	probable C-mannosyltransferase DPY19L4 isoform X1
NC_045000.1	LOC100227924	+	XP_032602918.1	129482795	129533339	neural-cadherin-like isoform X3
NC_045000.1	INTS8	+	XP_004186195.3	129539476	129560786	integrator complex subunit 8
NC_045000.1	CCNE2	-	XP_030122297.1	129572778	129562038	G1/S-specific cyclin-E2 isoform X1
NC_045000.1	TP53INP1	-	XP_030122299.1	129590418	129585135	tumor protein p53-inducible nuclear protein 1 isoform X2
NC_045000.1	LOC116807769	+	XP_032602443.1	129593228	129593779	basic salivary proline-rich protein 2-like
NC_045000.1	NDUFAF6	+	XP_030122301.2	129613831	129631657	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 isoform X1
NC_045000.1	LOC116807770	-	XP_032602444.1	129647181	129646076	translation initiation factor IF-2-like
NC_045000.1	PLEKHF2	+	XP_030122305.1	129663558	129664307	pleckstrin homology domain-containing family F member 2
NC_045000.1	C2H8orf37	-	XP_030122309.1	129704457	129696762	protein C8orf37 homolog
NC_045000.1	GDF6	-	XP_030122310.2	130025395	130014639	growth/differentiation factor 6
NC_045000.1	LOC100219261	-	NP_001232783.1	130062596	130058109	cytochrome b-c1 complex subunit 7-like
NC_045000.1	MTERF3	-	XP_030122311.2	130079636	130064906	transcription termination factor 3, mitochondrial
NC_045000.1	PTDSS1	+	XP_012427546.2	130080449	130105174	phosphatidylserine synthase 1 isoform X1
NC_045000.1	SDC2	+	XP_030122314.1	130158672	130216531	syndecan-2
NC_045000.1	CPQ	+	XP_030122313.2	130246315	130372326	carboxypeptidase Q
NC_045000.1	MTDH	+	XP_030122315.1	130515459	130546157	protein LYRIC isoform X1
NC_045000.1	LAPTM4B	+	XP_002198806.4	130564837	130622757	lysosomal-associated transmembrane protein 4B
NC_045000.1	MATN2	+	XP_030122318.2	130647974	130706338	matrilin-2 isoform X2
NC_045000.1	RPL30	-	XP_030119839.1	130711683	130708189	60S ribosomal protein L30 isoform X1
NC_045000.1	ERICH5	+	XP_032602445.1	130720640	130727099	glutamate-rich protein 5
NC_045000.1	RIDA	-	XP_012427434.1	130750373	130742534	2-iminobutanoate/2-iminopropanoate deaminase
NC_045000.1	POP1	+	XP_030122321.2	130750680	130771381	ribonucleases P/MRP protein subunit POP1
NC_045000.1	NIPAL2	-	XP_032602921.1	130851868	130798160	LOW QUALITY PROTEIN: NIPA-like protein 2
NC_045000.1	KCNS2	+	XP_030122324.1	130904892	130906325	potassium voltage-gated channel subfamily S member 2 isoform X2
NC_045000.1	STK3	-	XP_030122326.1	131048172	130922428	serine/threonine-protein kinase 3 isoform X1
NC_045000.1	OSR2	+	XP_030122338.1	131072630	131074915	protein odd-skipped-related 2 isoform X1
NC_045000.1	VPS13B	+	XP_030122339.2	131137520	131560408	vacuolar protein sorting-associated protein 13B isoform X1
NC_045000.1	COX6C	-	NP_001233188.1	131569715	131567930	cytochrome c oxidase subunit 6C
NC_045000.1	RGS22	-	XP_030122342.2	131643682	131585116	regulator of G-protein signaling 22 isoform X8
NC_045000.1	FBXO43	-	XP_030122354.1	131660610	131656848	F-box only protein 43
NC_045000.1	POLR2K	+	NP_001232686.1	131671886	131673148	DNA-directed RNA polymerases I, II, and III subunit RPABC4
NC_045000.1	SPAG1	+	XP_030122355.2	131676879	131711462	sperm-associated antigen 1 isoform X1
NC_045000.1	RNF19A	-	XP_030122359.1	131738468	131719134	E3 ubiquitin-protein ligase RNF19A
NC_045000.1	ANKRD46	-	XP_030122365.1	131843425	131837401	ankyrin repeat domain-containing protein 46
NC_045000.1	PABPC1	-	XP_002200268.2	131906664	131892823	polyadenylate-binding protein 1 isoform X1
NC_045000.1	YWHAZ	-	XP_030122368.1	131964499	131941472	14-3-3 protein zeta/delta
NC_045000.1	ZNF706	-	XP_030122370.1	132040544	132039114	zinc finger protein 706
NC_045000.1	GRHL2	+	XP_030122377.1	132133307	132193566	grainyhead-like protein 2 homolog isoform X4
NC_045000.1	NCALD	-	XP_012427353.1	132216264	132209194	neurocalcin-delta isoform X1
NC_045000.1	RRM2B	-	XP_030122392.2	132418090	132399772	ribonucleoside-diphosphate reductase subunit M2 B
NC_045000.1	UBR5	-	XP_030122388.2	132508541	132424004	E3 ubiquitin-protein ligase UBR5 isoform X10
NC_045000.1	ODF1	+	XP_012427455.2	132531234	132531907	outer dense fiber protein 1
NC_045000.1	KLF10	-	XP_032602923.1	132559225	132556865	Krueppel-like factor 10
NC_045000.1	LOC115493578	+	XP_032602446.1	132559750	132567183	basic proline-rich protein
NC_045000.1	AZIN1	-	XP_030119873.2	132596733	132585953	antizyme inhibitor 1 isoform X1
NC_045000.1	ATP6V1C1	+	XP_030122396.1	132641723	132656759	V-type proton ATPase subunit C 1
NC_045000.1	BAALC	+	XP_030122397.2	132673616	132696151	brain and acute leukemia cytoplasmic protein
NC_045000.1	FZD6	+	XP_030122399.2	132712887	132738502	frizzled-6
NC_045000.1	CTHRC1	+	XP_030123044.1	132749697	132755826	collagen triple helix repeat-containing protein 1 isoform X1
NC_045000.1	SLC25A32	-	XP_030123042.2	132773422	132759679	mitochondrial folate transporter/carrier
NC_045000.1	DCAF13	+	XP_030123041.2	132773536	132798416	DDB1- and CUL4-associated factor 13
NC_045000.1	RIMS2	+	XP_030123013.1	132819754	133263502	regulating synaptic membrane exocytosis protein 2 isoform X24
NC_045000.1	DCSTAMP	+	XP_012427405.3	133305075	133312150	dendritic cell-specific transmembrane protein
NC_045000.1	DPYS	-	XP_030122402.2	133350203	133321914	dihydropyrimidinase isoform X2
NC_045000.1	LRP12	-	XP_012427492.1	133408029	133360397	low-density lipoprotein receptor-related protein 12
NC_045000.1	ZFPM2	+	XP_002200347.2	133663424	133967541	zinc finger protein ZFPM2 isoform X1
NC_045000.1	OXR1	+	XP_030122404.2	134027400	134365862	oxidation resistance protein 1 isoform X2
NC_045000.1	ABRA	-	XP_030122433.2	134377876	134372537	actin-binding Rho-activating protein
NC_045000.1	ANGPT1	-	XP_002199143.4	134682899	134530923	angiopoietin-1
NC_045000.1	LOC115493974	-	XP_032602447.1	134709471	134687445	uncharacterized protein LOC115493974
NC_045000.1	RSPO2	-	XP_030122434.1	134925100	134827967	R-spondin-2 isoform X1
NC_045000.1	EIF3E	-	XP_030122436.1	134971828	134949069	eukaryotic translation initiation factor 3 subunit E
NC_045000.1	EMC2	+	NP_001185613.1	135045427	135080988	ER membrane protein complex subunit 2
NC_045000.1	TMEM74	-	XP_030122439.2	135165746	135164797	transmembrane protein 74
NC_045000.1	TRHR	+	XP_002199174.3	135221209	135228936	thyrotropin-releasing hormone receptor
NC_045000.1	NUDCD1	-	XP_032602925.1	135288849	135254693	nudC domain-containing protein 1 isoform X1
NC_045000.1	ENY2	+	XP_030119840.1	135289563	135293334	transcription and mRNA export factor ENY2 isoform X1
NC_045000.1	EBAG9	+	NP_001232752.1	135310711	135314244	receptor-binding cancer antigen expressed on SiSo cells
NC_045000.1	SYBU	-	XP_030122440.1	135365953	135327035	syntabulin isoform X1
NC_045000.1	KCNV1	-	XP_002200413.1	135480882	135469883	potassium voltage-gated channel subfamily V member 1
NC_045000.1	CSMD3	-	XP_032602927.1	136932917	136358583	CUB and sushi domain-containing protein 3 isoform X1
NC_045000.1	TRPS1	-	XP_030122451.2	137763997	137595525	zinc finger transcription factor Trps1 isoform X2
NC_045000.1	EIF3H	-	NP_001232560.1	138267350	138183161	eukaryotic translation initiation factor 3 subunit H
NC_045000.1	UTP23	+	XP_012432292.2	138281266	138284885	rRNA-processing protein UTP23 homolog
NC_045000.1	RAD21	-	XP_030122454.2	138326677	138312735	double-strand-break repair protein rad21 homolog
NC_045000.1	LOC115493984	+	XP_030122456.2	138331710	138336105	collagen alpha-1(I) chain
NC_045000.1	SLC30A8	+	XP_032602449.1	138437732	138449596	zinc transporter 8
NC_045000.1	MED30	+	XP_030119861.1	138544688	138560719	mediator of RNA polymerase II transcription subunit 30 isoform X1
NC_045000.1	EXT1	-	XP_002200457.3	138824988	138649718	exostosin-1
NC_045000.1	LOC116807905	+	XP_032602932.1	139019716	139020869	uncharacterized protein LOC116807905
NC_045000.1	SAMD12	-	NP_001232177.1	139020259	138858021	sterile alpha motif domain-containing protein 12
NC_045000.1	TNFRSF11B	-	XP_002200464.3	139125233	139110059	tumor necrosis factor receptor superfamily member 11B
NC_045000.1	COLEC10	+	XP_002200466.2	139171102	139190347	collectin-10
NC_045000.1	MAL2	+	XP_030122457.2	139207386	139216312	protein MAL2
NC_045000.1	CCN3	+	XP_030122459.2	139262859	139268098	CCN family member 3
NC_045000.1	ENPP2	-	XP_030122467.2	139376290	139305538	LOW QUALITY PROTEIN: ectonucleotide pyrophosphatase/phosphodiesterase family member 2
NC_045000.1	TAF2	-	XP_030122472.1	139460345	139399829	transcription initiation factor TFIID subunit 2 isoform X2
NC_045000.1	DSCC1	-	XP_030122474.2	139475796	139462977	sister chromatid cohesion protein DCC1 isoform X2
NC_045000.1	DEPTOR	+	XP_032602933.1	139489781	139553826	DEP domain-containing mTOR-interacting protein isoform X2
NC_045000.1	COL14A1	+	XP_030122478.2	139585285	139690376	collagen alpha-1(XIV) chain isoform X3
NC_045000.1	MRPL13	-	XP_030122485.1	139722088	139693213	39S ribosomal protein L13, mitochondrial
NC_045000.1	MTBP	+	XP_030122481.2	139722207	139750341	mdm2-binding protein isoform X1
NC_045000.1	SNTB1	-	XP_030122484.1	139865229	139757282	beta-1-syntrophin
NC_045000.1	HAS2	-	XP_002200498.1	140145201	140137075	hyaluronan synthase 2
NC_045000.1	ZHX2	+	XP_030122500.2	140660318	140662819	zinc fingers and homeoboxes protein 2
NC_045000.1	DERL1	-	XP_032602936.1	140698860	140685507	derlin-1
NC_045000.1	TBC1D31	+	XP_030122493.1	140702631	140721801	TBC1 domain family member 31 isoform X7
NC_045000.1	FAM83A	+	XP_030122503.2	140725551	140735513	protein FAM83A
NC_045000.1	C2H8orf76	-	XP_030122506.2	140753162	140743944	uncharacterized protein C8orf76 homolog isoform X1
NC_045000.1	ZHX1	-	XP_032602940.1	140770640	140768020	zinc fingers and homeoboxes protein 1 isoform X1
NC_045000.1	ATAD2	-	XP_012427409.3	140819655	140789871	ATPase family AAA domain-containing protein 2 isoform X1
NC_045000.1	NTAQ1	+	XP_030122511.1	140819656	140832179	protein N-terminal glutamine amidohydrolase isoform X1
NC_045000.1	FBXO32	-	XP_030122509.1	140868874	140849986	F-box only protein 32 isoform X1
NC_045000.1	KLHL38	-	XP_030122513.2	140903879	140899275	kelch-like protein 38 isoform X1
NC_045000.1	ANXA13	-	XP_032602450.1	140934376	140910822	annexin A13
NC_045000.1	FAM91A1	+	XP_030122515.2	140939268	140963203	protein FAM91A1
NC_045000.1	FER1L6	+	XP_030122516.2	141002524	141069425	fer-1-like protein 6 isoform X1
NC_045000.1	TMEM65	-	XP_030122526.2	141202224	141149074	transmembrane protein 65 isoform X4
NC_045000.1	RNF139	+	XP_030122538.1	141240242	141241993	E3 ubiquitin-protein ligase RNF139 isoform X1
NC_045000.1	NDUFB9	+	NP_001232253.1	141257703	141261548	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9
NC_045000.1	TATDN1	-	XP_004174249.3	141257823	141242916	putative deoxyribonuclease TATDN1 isoform X1
NC_045000.1	MTSS1	-	XP_030122537.2	141390724	141266429	protein MTSS 1 isoform X10
NC_045000.1	SQLE	+	XP_032602945.1	141473513	141487564	squalene monooxygenase
NC_045000.1	WASHC5	-	XP_002187324.2	141534108	141502652	WASH complex subunit 5
NC_045000.1	NSMCE2	+	XP_012427570.3	141535225	141661047	LOW QUALITY PROTEIN: E3 SUMO-protein ligase NSE2
NC_045000.1	TRIB1	+	XP_030122542.2	141670666	141674168	tribbles homolog 1
NC_045000.1	LRATD2	-	XP_030122546.1	142086965	142086079	protein LRATD2
NC_045000.1	MYC	+	XP_030122547.1	142523566	142525866	myc proto-oncogene protein
NC_045000.1	CYRIB	-	XP_012427578.1	143251130	143234909	protein FAM49B isoform X1
NC_045000.1	ASAP1	-	XP_030122550.1	143461249	143338049	arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 isoform X3
NC_045000.1	ADCY8	-	XP_030122562.1	143768671	143651403	adenylate cyclase type 8 isoform X2
NC_045000.1	EFR3A	+	XP_002187836.3	144088970	144158155	protein EFR3 homolog A isoform X4
NC_045000.1	OC90	-	XP_032602948.1	144183428	144164769	LOW QUALITY PROTEIN: otoconin-90
NC_045000.1	HHLA1	-	XP_032602451.1	144200561	144187496	HERV-H LTR-associating protein 1
NC_045000.1	KCNQ3	-	XP_030122571.2	144400680	144215321	potassium voltage-gated channel subfamily KQT member 3 isoform X2
NC_045000.1	LRRC6	-	XP_030122576.2	144479617	144445830	protein tilB homolog isoform X6
NC_045000.1	TMEM71	-	XP_032602953.1	144500905	144487142	transmembrane protein 71 isoform X6
NC_045000.1	PHF20L1	+	XP_030122584.2	144509036	144559477	PHD finger protein 20-like protein 1 isoform X1
NC_045000.1	TG	+	XP_032602452.1	144570117	144714578	thyroglobulin
NC_045000.1	SLA	-	XP_002189585.2	144672318	144656508	src-like-adapter
NC_045000.1	CCN4	+	XP_032602954.1	144778306	144785751	WNT1-inducible-signaling pathway protein 1 isoform X2
NC_045000.1	NDRG1	-	XP_012427581.2	144821093	144796643	protein NDRG1
NC_045000.1	ST3GAL1	-	XP_030122595.2	144933037	144911013	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1
NC_045000.1	ZFAT	-	XP_030122596.1	145457307	145384803	zinc finger protein ZFAT isoform X1
NC_045000.1	KHDRBS3	+	XP_002190130.1	145815519	145900074	KH domain-containing, RNA-binding, signal transduction-associated protein 3
NC_045000.1	FAM135B	-	XP_032602955.1	147058940	146934066	protein FAM135B isoform X1
NC_045000.1	COL22A1	-	XP_030122605.2	147408983	147218797	collagen alpha-1(XXII) chain
NC_045000.1	LOC115494017	-	XP_030122607.2	147459909	147458912	uncharacterized protein LOC115494017
NC_045000.1	KCNK9	-	XP_002190799.3	147751118	147664651	potassium channel subfamily K member 9
NC_045000.1	TRAPPC9	-	XP_030122608.1	148254592	147812869	trafficking protein particle complex subunit 9 isoform X1
NC_045000.1	CHRAC1	+	XP_002190907.3	148261546	148263612	chromatin accessibility complex protein 1
NC_045000.1	AGO2	-	XP_030122613.1	148322592	148277972	protein argonaute-2 isoform X2
NC_045000.1	RPLP1	+	NP_001232050.1	148330231	148331376	60S acidic ribosomal protein P1
NC_045000.1	PTK2	-	XP_030122624.1	148438168	148333282	focal adhesion kinase 1 isoform X11
NC_045000.1	DENND3	+	XP_012427582.3	148598236	148628458	DENN domain-containing protein 3 isoform X1
NC_045000.1	SLC45A4	-	XP_030122634.2	148682157	148651623	solute carrier family 45 member 4
NC_045000.1	GPR20	-	XP_030122635.1	148775445	148774388	G-protein coupled receptor 20
NC_045000.1	PTP4A3	-	XP_030122636.1	148860310	148854451	protein tyrosine phosphatase type IVA 3
NC_045000.1	TSNARE1	-	XP_030122640.1	149885343	149594880	t-SNARE domain-containing protein 1 isoform X1
NC_045000.1	ADGRB1	+	XP_030122643.1	150236165	150436576	adhesion G protein-coupled receptor B1 isoform X1
NC_045000.1	ARC	-	XP_002186861.3	150611178	150609968	activity-regulated cytoskeleton-associated protein
NC_045000.1	PSCA	+	XP_002187004.2	150851928	150855840	prostate stem cell antigen
NC_045000.1	LOC115494024	+	XP_030122656.2	150875091	150879488	secreted Ly-6/uPAR-related protein 1-like
NC_045000.1	LOC100227160	-	XP_030123060.1	150898522	150894083	ly6/PLAUR domain-containing protein 2-like
NC_045000.1	LOC100190135	-	XP_012427588.3	150941490	150936046	putative stem cell antigen 2 variant 2 isoform X2
NC_045000.1	LOC100224284	-	XP_030122657.1	150949051	150945372	lymphocyte antigen 6E
NC_045000.1	TOP1MT	-	XP_002187114.4	150992296	150980976	DNA topoisomerase I, mitochondrial
NC_045000.1	RHPN1	+	XP_030122660.2	151002797	151026073	rhophilin-1 isoform X2
NC_045000.1	MAFA	-	XP_030122661.1	151211614	151210752	transcription factor MafA
NC_045000.1	ZC3H3	-	XP_030122664.2	151342801	151216989	zinc finger CCCH domain-containing protein 3 isoform X1
NC_045000.1	LOC115494036	+	XP_030122685.1	151351249	151371159	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1
NC_045000.1	LOC101232977	+	XP_032602965.1	151376661	151385496	ubiquitin carboxyl-terminal hydrolase CYLD isoform X2
NC_045000.1	NAPRT	-	XP_030122676.2	151395084	151388622	nicotinate phosphoribosyltransferase isoform X2
NC_045000.1	EEF1D	-	XP_030122695.1	151406817	151397959	elongation factor 1-delta isoform X8
NC_045000.1	TIGD5	+	XP_030122696.2	151414448	151416148	tigger transposable element-derived protein 5
NC_045000.1	PYCR3	-	NP_001232740.1	151422343	151418434	pyrroline-5-carboxylate reductase-like
NC_045000.1	LOC115493583	+	XP_032602968.1	151423282	151429369	uncharacterized protein LOC115493583 isoform X2
NC_045000.1	TSTA3	-	XP_030122700.2	151436818	151430060	GDP-L-fucose synthase isoform X2
NC_045000.1	LOC100220410	-	XP_002187865.2	151442302	151441995	feather beta keratin-like
NC_045000.1	LOC116807912	-	XP_032602987.1	151445457	151445150	feather beta keratin-like
NC_045000.1	LOC115494051	-	XP_032602988.1	151448688	151448381	feather beta keratin-like
NC_045000.1	LOC100217511	-	XP_002187893.2	151451853	151451546	feather beta keratin-like
NC_045000.1	LOC115494032	-	XP_032602990.1	151454945	151454641	feather beta keratin-like
NC_045000.1	LOC100222296	-	XP_002187682.2	151458040	151457733	feather beta keratin-like
NC_045000.1	LOC115494047	-	XP_030122714.2	151461139	151460826	feather beta keratin-like
NC_045000.1	LOC115494046	-	XP_030122713.2	151464233	151463920	feather beta keratin-like
NC_045000.1	LOC116807911	-	XP_032602986.1	151467345	151467032	feather beta keratin-like
NC_045000.1	LOC115494049	-	XP_030122717.2	151470456	151470143	feather beta keratin-like
NC_045000.1	LOC100226156	-	XP_002187796.3	151473554	151473247	feather beta keratin-like
NC_045000.1	LOC100225194	-	XP_002187652.2	151476497	151476190	feather beta keratin-like
NC_045000.1	LOC116807913	-	XP_032602991.1	151479328	151479024	feather beta keratin-like
NC_045000.1	LOC100227400	-	XP_032602989.1	151481802	151481495	feather beta keratin-like
NC_045000.1	LOC115494044	-	XP_032602992.1	151488544	151484577	feather beta keratin-like
NC_045000.1	LOC115494048	-	XP_030122715.2	151491649	151491342	feather keratin-like
NC_045000.1	LOC100230925	-	XP_002187598.1	151494746	151494433	feather beta keratin-like
NC_045000.1	LOC100231709	+	XP_032602981.1	151495314	151523834	LOW QUALITY PROTEIN: feather beta keratin
NC_045000.1	LOC115494040	-	XP_030122705.2	151497778	151497444	feather beta keratin-like
NC_045000.1	LOC100224281	-	XP_002187990.3	151501207	151500873	feather beta keratin-like
NC_045000.1	LOC115494041	-	XP_032602982.1	151505055	151504718	feather beta keratin-like
NC_045000.1	LOC115494042	-	XP_030122708.2	151509040	151508709	feather beta keratin-like
NC_045000.1	LOC100230988	+	XP_002188095.2	151517905	151518240	feather keratin B-4-like
NC_045000.1	LOC115494039	-	XP_030122704.2	151521462	151521131	feather beta keratin-like
NC_045000.1	LOC101233900	-	XP_032602983.1	151527115	151526781	feather beta keratin-like
NC_045000.1	LOC116806598	+	XP_032602984.1	151530994	151531332	feather beta keratin-like
NC_045000.1	LOC100228587	-	XP_002199243.3	151534508	151534174	feather beta keratin-like
NC_045000.1	LOC101234147	+	XP_004176130.3	151537600	151537938	feather keratin B-4-like
NC_045000.1	LOC100218725	-	XP_032602985.1	151541392	151541058	feather beta keratin-like
NC_045000.1	LOC105760494	+	XP_012432384.2	151543874	151544236	feather beta keratin-like
NC_045000.1	LOC105760493	+	XP_012432383.3	151547106	151547468	feather beta keratin-like
NC_045000.1	LOC100230192	-	XP_030122723.2	151550441	151550107	feather keratin B-4-like
