Chromosome	Gene	Strand	CDS	Start	Stop	Product
NC_000069.6	Tiparp	+	NP_849223.2	65531265	65553565	protein mono-ADP-ribosyltransferase TIPARP
NC_000069.6	Lekr1	+	XP_006501910.1	65669131	65831159	leucine-, glutamate- and lysine-rich protein 1 isoform X3
NC_000069.6	Ccnl1	-	XP_030108560.1	65952811	65946602	cyclin-L1 isoform X1
NC_000069.6	Ptx3	+	NP_033013.3	66220062	66225205	pentraxin-related protein PTX3 precursor
NC_000069.6	Veph1	-	NP_665819.2	66264017	66057107	ventricular zone-expressed PH domain-containing protein 1
NC_000069.6	Shox2	-	NP_001289286.1	66981554	66973652	short stature homeobox protein 2 isoform 2
NC_000069.6	Rsrc1	+	XP_017175183.1	66994519	67290429	serine/Arginine-related protein 53 isoform X1
NC_000069.6	Mlf1	+	NP_001034632.1	67374216	67399807	myeloid leukemia factor 1 isoform a
NC_000069.6	LOC115489690	-	XP_030108824.1	67422561	67419155	uncharacterized protein LOC115489690
NC_000069.6	Gfm1	+	NP_613057.2	67430239	67474850	elongation factor G, mitochondrial
NC_000069.6	Lxn	-	NP_058033.2	67463712	67458231	latexin
NC_000069.6	Rarres1	-	NP_001158235.1	67515413	67479339	retinoic acid receptor responder protein 1 precursor
NC_000069.6	Mfsd1	+	XP_030108619.1	67582818	67601383	major facilitator superfamily domain-containing protein 1 isoform X1
NC_000069.6	Iqschfp	+	NP_001106890.1	67892313	68625858	IQCJ-SCHIP1 readthrough transcript protein
NC_000069.6	Iqcj	+	NP_808253.1	67892313	68055440	IQ domain-containing protein J
NC_000069.6	Schip1	+	NP_001106892.1	68064942	68625858	schwannomin-interacting protein 1 isoform c
NC_000069.6	Il12a	+	NP_001152896.1	68690739	68698050	interleukin-12 subunit alpha isoform 1
NC_000069.6	1110032F04Rik	+	NP_001161468.1	68869708	68870451	uncharacterized membrane protein C3orf80 homolog precursor
NC_000069.6	Ift80	-	NP_080917.1	68994535	68894073	intraflagellar transport protein 80 homolog
NC_000069.6	Smc4	+	NP_001343905.1	69007266	69034526	structural maintenance of chromosomes protein 4 isoform 2
NC_000069.6	Trim59	-	XP_006501980.1	69038003	69036796	tripartite motif-containing protein 59 isoform X1
NC_000069.6	Kpna4	-	NP_032493.1	69126798	69074091	importin subunit alpha-3
NC_000069.6	Arl14	+	NP_082119.1	69222522	69223100	ADP-ribosylation factor-like protein 14
NC_000069.6	Ppm1l	+	NP_848841.2	69317567	69553174	protein phosphatase 1L
NC_000069.6	B3galnt1	-	NP_064410.1	69575924	69574933	UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1
NC_000069.6	Nmd3	+	NP_598548.1	69722423	69748902	60S ribosomal export protein NMD3
NC_000069.6	Sptssb	-	XP_030108611.1	69861199	69821114	serine palmitoyltransferase small subunit B isoform X1
NC_000069.6	Otol1	+	NP_001018041.2	70018494	70028125	otolin-1 precursor
NC_000069.6	Sis	-	NP_001074606.1	72966864	72888992	sucrase-isomaltase, intestinal
NC_000069.6	Slitrk3	-	XP_006501704.1	73051435	73048497	SLIT and NTRK-like protein 3 isoform X1
NC_000069.6	Bche	-	XP_011238302.1	73706564	73639919	cholinesterase isoform X1
NC_000069.6	LOC100861784	-	XP_030108832.1	74331908	74242266	ubiquitin-conjugating enzyme E2 L3-like
NC_000069.6	Zbbx	-	XP_006501321.1	75155446	75037965	zinc finger B-box domain-containing protein 1 isoform X2
NC_000069.6	Serpini2	-	NP_080736.2	75267980	75242510	serpin I2 precursor
NC_000069.6	Wdr49	-	XP_030108392.1	75481688	75274990	WD repeat-containing protein 49 isoform X1
NC_000069.6	Pdcd10	-	NP_062719.2	75541253	75517522	programmed cell death protein 10
NC_000069.6	Serpini1	+	NP_033276.1	75613098	75640751	neuroserpin isoform 1 precursor
NC_000069.6	Golim4	-	NP_780402.1	75956296	75878033	Golgi integral membrane protein 4 isoform 2
NC_000069.6	Fstl5	+	XP_006501325.1	76144965	76708177	follistatin-related protein 5 isoform X3
NC_000069.6	Rapgef2	-	XP_006502313.1	79286530	79064538	rap guanine nucleotide exchange factor 2 isoform X2
NC_000069.6	Gm17359	+	XP_030108192.1	79419385	79431032	uncharacterized protein C4orf45 homolog isoform X1
NC_000069.6	Fnip2	-	NP_001156471.1	79567601	79459665	folliculin-interacting protein 2
NC_000069.6	Ppid	+	NP_001343255.1	79596148	79603119	peptidyl-prolyl cis-trans isomerase D isoform 2
NC_000069.6	Etfdh	-	NP_080070.2	79628549	79604004	electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial precursor
NC_000069.6	4930579G24Rik	+	NP_083758.1	79629177	79631284	uncharacterized protein C4orf46 homolog
NC_000069.6	Rxfp1	-	XP_030108521.1	79686802	79644718	relaxin receptor 1 isoform X2
NC_000069.6	Tmem144	-	XP_011238526.1	79839244	79814065	transmembrane protein 144 isoform X1
NC_000069.6	Gask1b	+	XP_006502047.1	79886227	79941502	Golgi-associated kinase 1B isoform X1
NC_000069.6	Gria2	-	NP_001344853.1	80802382	80688552	glutamate receptor 2 isoform 4 precursor
NC_000069.6	Glrb	-	XP_030108288.1	80878009	80844966	glycine receptor subunit beta isoform X5
NC_000069.6	Gm29808	+	XP_006502634.1	80991555	81001464	plasma membrane calcium-transporting ATPase 1-like
NC_000069.6	Pdgfc	+	NP_001344675.1	81141497	81212578	platelet-derived growth factor C isoform 2
NC_000069.6	Ctso	+	NP_808330.1	81932665	81954260	cathepsin O preproprotein
NC_000069.6	Tdo2	-	NP_064295.2	81975691	81958793	tryptophan 2,3-dioxygenase
NC_000069.6	Asic5	+	XP_006501888.1	81999670	82021093	acid-sensing ion channel 5 isoform X2
NC_000069.6	Gucy1b1	-	NP_001155268.1	82074572	82033273	guanylate cyclase soluble subunit beta-1 isoform 2
NC_000069.6	Gucy1a1	-	NP_068696.2	82119143	82094697	guanylate cyclase soluble subunit alpha-1
NC_000069.6	Map9	+	NP_001074699.1	82359050	82391250	microtubule-associated protein 9
NC_000069.6	Npy2r	-	NP_001192028.1	82541464	82540323	neuropeptide Y receptor type 2 isoform 2
NC_000069.6	Rbm46	-	XP_030108603.1	82866634	82842480	probable RNA-binding protein 46 isoform X2
NC_000069.6	Lrat	-	NP_076113.1	82903710	82896975	lecithin retinol acyltransferase
NC_000069.6	Fgg	+	NP_598623.1	83007908	83014849	fibrinogen gamma chain isoform 1 precursor
NC_000069.6	Fga	+	NP_034326.1	83026215	83031993	fibrinogen alpha chain isoform 2 precursor
NC_000069.6	Fgb	-	NP_862897.1	83049759	83042405	fibrinogen beta chain preproprotein
NC_000069.6	Plrg1	+	NP_058064.2	83055646	83072170	pleiotropic regulator 1
NC_000069.6	Dchs2	+	XP_030108195.1	83127948	83356467	protocadherin-23 isoform X1
NC_000069.6	Gm10710	-	NP_001344952.1	83128084	83127564	uncharacterized protein LOC100038599
NC_000069.6	Sfrp2	+	XP_006501246.1	83766542	83772095	secreted frizzled-related protein 2 isoform X1
NC_000069.6	Tlr2	-	XP_006501523.1	83841036	83836422	toll-like receptor 2 isoform X1
NC_000069.6	Tmem131l	-	XP_006501389.1	84040098	83898343	transmembrane protein 131-like isoform X4
NC_000069.6	Mnd1	-	XP_006502325.1	84155662	84088070	meiotic nuclear division protein 1 homolog isoform X1
NC_000069.6	Trim2	-	XP_017175303.1	84210304	84165099	tripartite motif-containing protein 2 isoform X8
NC_000069.6	Fhdc1	-	XP_006501391.1	84474638	84444469	FH2 domain-containing protein 1 isoform X1
NC_000069.6	Arfip1	-	XP_006502547.1	84527731	84497738	arfaptin-1 isoform X2
NC_000069.6	Gm35410	+	XP_030108825.1	84582329	84583093	uncharacterized protein Gm35410
NC_000069.6	Tigd4	+	NP_997161.1	84593778	84595319	tigger transposable element-derived protein 4
NC_000069.6	Tmem154	+	NP_796234.1	84666352	84701939	transmembrane protein 154 precursor
NC_000069.6	Gm35486	-	XP_030108838.1	84816811	84814143	5E5 antigen
NC_000069.6	Fbxw7	+	XP_006501719.1	84903570	84977541	F-box/WD repeat-containing protein 7 isoform X1
NC_000069.6	Gatb	+	XP_006501393.1	85574144	85653852	glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial isoform X2
NC_000069.6	Fam160a1	-	XP_011238384.1	85741253	85660967	protein FAM160A1 isoform X1
NC_000069.6	Glt28d2	-	NP_796104.2	85872162	85871669	glycosyltransferase 28 domain containing 1-like
NC_000069.6	Sh3d19	+	XP_006501609.3	85970875	86126711	SH3 domain-containing protein 19 isoform X1
NC_000069.6	Prss48	-	NP_001001650.1	86002489	85993822	serine protease 48 precursor
NC_000069.6	Rps3a1	-	NP_058655.3	86142567	86137991	40S ribosomal protein S3a
NC_000069.6	Lrba	+	XP_006502410.1	86225289	86781661	lipopolysaccharide-responsive and beige-like anchor protein isoform X1
NC_000069.6	Mab21l2	-	NP_035969.2	86547689	86546614	protein mab-21-like 2
NC_000069.6	Dclk2	-	NP_001182426.1	86920168	86787214	serine/threonine-protein kinase DCLK2 isoform 3
NC_000069.6	Cd1d1	-	NP_031665.2	86999250	86996582	antigen-presenting glycoprotein CD1d1 precursor
NC_000069.6	Kirrel	-	NP_570937.2	87141107	87083146	kin of IRRE-like protein 1 precursor
NC_000069.6	Fcrls	-	XP_006502432.1	87263473	87251379	Fc receptor-like S, scavenger receptor isoform X1
NC_000069.6	Cd5l	+	NP_033820.2	87358002	87370217	CD5 antigen-like precursor
NC_000069.6	Fcrl1	+	XP_017175030.1	87376495	87391291	Fc receptor-like protein 1 isoform X1
NC_000069.6	Fcrl5	+	XP_017175112.1	87435885	87457836	Fc receptor-like protein 5 isoform X1
NC_000069.6	Etv3	+	XP_006501608.1	87527271	87535576	ETS translocation variant 3 isoform X1
NC_000069.6	Etv3l	+	XP_006502564.1	87554759	87560562	ETS translocation variant 3-like protein isoform X1
NC_000069.6	Arhgef11	+	XP_006501327.1	87618761	87737102	rho guanine nucleotide exchange factor 11 isoform X1
NC_000069.6	Gm6570	-	NP_001357792.1	87679996	87679653	predicted gene, EG625281
NC_000069.6	Lrrc71	-	NP_083247.1	87748462	87739077	leucine-rich repeat-containing protein 71
NC_000069.6	Pear1	-	NP_001276529.1	87759155	87750148	platelet endothelial aggregation receptor 1 isoform b
NC_000069.6	Ntrk1	-	NP_001028296.1	87795142	87778416	high affinity nerve growth factor receptor precursor
NC_000069.6	Insrr	+	XP_006501514.1	87797424	87815375	insulin receptor-related protein isoform X1
NC_000069.6	Sh2d2a	+	NP_067284.1	87847074	87852408	SH2 domain-containing protein 2A isoform 1
NC_000069.6	Prcc	-	NP_291051.1	87885340	87859262	proline-rich protein PRCC
NC_000069.6	Hdgf	+	XP_030108295.1	87913161	87914908	hepatoma-derived growth factor isoform X1
NC_000069.6	Mrpl24	+	XP_006502003.1	87921866	87923346	39S ribosomal protein L24, mitochondrial isoform X1
NC_000069.6	Rrnad1	-	NP_705790.3	87929964	87923793	protein RRNAD1
NC_000069.6	Isg20l2	+	NP_808331.1	87931484	87939351	interferon-stimulated 20 kDa exonuclease-like 2
NC_000069.6	Crabp2	+	NP_031785.1	87948841	87953037	cellular retinoic acid-binding protein 2
NC_000069.6	Nes	+	NP_057910.3	87971203	87980030	nestin
NC_000069.6	Bcan	-	NP_031555.2	87997833	87987874	brevican core protein isoform 1 precursor
NC_000069.6	Hapln2	-	XP_006502211.1	88024415	88022544	hyaluronan and proteoglycan link protein 2 isoform X1
NC_000069.6	Gpatch4	+	NP_001273786.1	88051211	88055729	G patch domain-containing protein 4
NC_000069.6	Naxe	-	XP_006501580.2	88058488	88056767	NAD(P)H-hydrate epimerase isoform X1
NC_000069.6	Ttc24	-	NP_766114.1	88074921	88070029	tetratricopeptide repeat protein 24
NC_000069.6	Iqgap3	+	XP_006501706.1	88090303	88120276	ras GTPase-activating-like protein IQGAP3 isoform X1
NC_000069.6	Mef2d	+	XP_017174961.1	88155809	88168643	myocyte-specific enhancer factor 2D isoform X1
NC_000069.6	Rhbg	-	NP_067350.2	88254644	88243382	ammonium transporter Rh type B precursor
NC_000069.6	LOC115489720	-	XP_030108829.1	88284796	88284606	60S ribosomal protein L39-like
NC_000069.6	Tsacc	-	XP_030108742.1	88295425	88282769	TSSK6-activating co-chaperone protein isoform X1
NC_000069.6	Cct3	+	NP_033966.1	88297236	88321548	T-complex protein 1 subunit gamma
NC_000069.6	Glmp	+	NP_064387.1	88325082	88328368	glycosylated lysosomal membrane protein precursor
NC_000069.6	Tmem79	-	NP_077208.1	88333637	88329721	transmembrane protein 79
NC_000069.6	Smg5	+	XP_006501409.1	88336424	88351832	protein SMG5 isoform X4
NC_000069.6	Paqr6	+	XP_006502072.1	88364306	88367963	membrane progestin receptor delta isoform X3
NC_000069.6	Bglap3	-	NP_001292378.1	88369534	88368758	osteocalcin-related protein precursor
NC_000069.6	Bglap2	-	NP_001027469.2	88378648	88377872	osteocalcin-2 preproprotein
NC_000069.6	Bglap	-	NP_031567.1	88384413	88383637	osteocalcin preproprotein
NC_000069.6	Pmf1	-	XP_011238504.1	88410305	88395753	polyamine-modulated factor 1 isoform X1
NC_000069.6	Slc25a44	-	NP_001268724.1	88421123	88412708	solute carrier family 25 member 44 isoform b
NC_000069.6	Sema4a	-	XP_030108344.1	88461232	88436662	semaphorin-4A isoform X1
NC_000069.6	Lmna	-	XP_006501136.1	88503101	88482076	prelamin-A/C isoform X1
NC_000069.6	Mex3a	+	NP_001025061.2	88532395	88537181	RNA-binding protein MEX3A
NC_000069.6	Rab25	-	NP_058595.2	88548073	88542245	ras-related protein Rab-25
NC_000069.6	Lamtor2	-	NP_112538.1	88552861	88549950	ragulator complex protein LAMTOR2 isoform 1
NC_000069.6	Ubqln4	+	XP_006502459.1	88553805	88568233	ubiquilin-4 isoform X1
NC_000069.6	Ssr2	+	NP_079724.1	88579880	88587991	translocon-associated protein subunit beta isoform 2 precursor
NC_000069.6	Arhgef2	+	XP_006501121.1	88606048	88646863	rho guanine nucleotide exchange factor 2 isoform X1
NC_000069.6	Rxfp4	-	NP_861538.1	88653140	88651900	relaxin-3 receptor 2
NC_000069.6	Khdc4	+	XP_017175241.1	88685850	88711990	KH homology domain-containing protein 4 isoform X1
NC_000069.6	Rit1	+	XP_017174995.1	88716847	88729342	GTP-binding protein Rit1 isoform X2
NC_000069.6	Syt11	-	XP_006501411.1	88772322	88747702	synaptotagmin-11 isoform X1
NC_000069.6	Gon4l	+	XP_006502300.1	88837016	88909387	GON-4-like protein isoform X1
NC_000069.6	Msto1	-	NP_659147.2	88913874	88909698	protein misato homolog 1
NC_000069.6	Dap3	-	NP_001355348.1	88942814	88923830	28S ribosomal protein S29, mitochondrial isoform 3
NC_000069.6	Ash1l	+	XP_006501205.1	88965912	89077082	histone-lysine N-methyltransferase ASH1L isoform X1
NC_000069.6	Rusc1	-	XP_006502197.1	89089715	89084484	RUN and SH3 domain-containing protein 1 isoform X1
NC_000069.6	Fdps	-	NP_608219.1	89100807	89093645	farnesyl pyrophosphate synthase isoform 2
NC_000069.6	Pklr	+	XP_006501198.1	89136183	89145573	pyruvate kinase PKLR isoform X2
NC_000069.6	Hcn3	-	XP_030108294.1	89151033	89147601	potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3 isoform X1
NC_000069.6	Gm45927	+	NP_001296945.1	89167035	89182445	uncharacterized protein LOC105943584 isoform 1
NC_000069.6	Clk2	+	NP_031738.2	89167035	89176579	dual specificity protein kinase CLK2 isoform 1
NC_000069.6	Scamp3	+	NP_001296838.1	89177592	89182445	secretory carrier-associated membrane protein 3 isoform 1
NC_000069.6	Fam189b	+	NP_001342689.1	89184449	89188739	protein FAM189B isoform 2
NC_000069.6	Gba	+	XP_006501060.1	89203487	89207789	lysosomal acid glucosylceramidase isoform X1
NC_000069.6	Mtx1	-	NP_001155296.2	89213891	89209209	metaxin-1 isoform 2
NC_000069.6	Thbs3	+	NP_038719.2	89215246	89226584	thrombospondin-3 precursor
NC_000069.6	Muc1	+	NP_038633.1	89229120	89233098	mucin-1 precursor
NC_000069.6	Trim46	-	XP_006501678.1	89244403	89234901	tripartite motif-containing protein 46 isoform X3
NC_000069.6	Krtcap2	+	XP_030108608.1	89246512	89249691	keratinocyte-associated protein 2 isoform X1
NC_000069.6	Dpm3	+	XP_030108639.1	89266734	89267012	dolichol-phosphate mannosyltransferase subunit 3 isoform X1
NC_000069.6	Slc50a1	-	XP_006501218.2	89270121	89268499	sugar transporter SWEET1 isoform X1
NC_000069.6	Efna1	-	NP_001155897.1	89276326	89272494	ephrin-A1 isoform 2
NC_000069.6	Efna3	-	XP_006501051.1	89322831	89315439	ephrin-A3 isoform X1
NC_000069.6	Efna4	-	NP_031936.2	89337948	89334292	ephrin-A4 precursor
NC_000069.6	Adam15	-	NP_033744.1	89349885	89339913	disintegrin and metalloproteinase domain-containing protein 15 isoform b precursor
NC_000069.6	Dcst1	-	NP_084250.1	89365152	89350265	E3 ubiquitin-protein ligase DCST1
NC_000069.6	Dcst2	+	XP_017175344.1	89365882	89377451	DC-STAMP domain-containing protein 2 isoform X8
NC_000069.6	Zbtb7b	-	XP_030108414.1	89381507	89379528	zinc finger and BTB domain-containing protein 7B isoform X1
NC_000069.6	Lenep	-	NP_065263.1	89402637	89402456	lens epithelial cell protein LEP503
NC_000069.6	Flad1	-	NP_796015.2	89411242	89403168	FAD synthase
NC_000069.6	Cks1b	-	NP_058600.1	89418211	89415913	cyclin-dependent kinases regulatory subunit 1
NC_000069.6	Shc1	+	NP_035498.2	89422181	89428445	SHC-transforming protein 1 isoform b
NC_000069.6	Pygo2	+	XP_030108644.1	89431135	89433514	pygopus homolog 2 isoform X1
NC_000069.6	Pbxip1	+	XP_006501414.1	89439551	89448766	pre-B-cell leukemia transcription factor-interacting protein 1 isoform X1
NC_000069.6	Pmvk	+	NP_001297569.1	89464362	89468650	phosphomevalonate kinase isoform 3
NC_000069.6	Kcnn3	+	NP_536714.2	89520469	89667381	small conductance calcium-activated potassium channel protein 3
NC_000069.6	Adar	+	XP_030108558.1	89735558	89751175	double-stranded RNA-specific adenosine deaminase isoform X3
NC_000069.6	Chrnb2	-	NP_033732.2	89764404	89757102	neuronal acetylcholine receptor subunit beta-2 precursor
NC_000069.6	Ube2q1	+	NP_081591.3	89773712	89782288	ubiquitin-conjugating enzyme E2 Q1
NC_000069.6	She	+	NP_766118.3	89831504	89854714	SH2 domain-containing adapter protein E
NC_000069.6	Il6ra	-	NP_001297605.1	89913037	89871163	interleukin-6 receptor subunit alpha isoform 2 precursor
NC_000069.6	Atp8b2	-	XP_006501778.1	89961103	89941155	phospholipid-transporting ATPase ID isoform X1
NC_000069.6	Hax1	-	NP_001268961.1	89998578	89995627	HCLS1-associated protein X-1 isoform 2
NC_000069.6	Ubap2l	-	NP_705693.2	90047857	90000217	ubiquitin-associated protein 2-like isoform 2
NC_000069.6	4933434E20Rik	+	NP_001274016.1	90053054	90061833	uncharacterized protein C1orf43 homolog isoform 1
NC_000069.6	1700094D03Rik	+	NP_082843.2	90062851	90065611	uncharacterized protein C1orf189 homolog
NC_000069.6	Tpm3	+	NP_071709.3	90072734	90099610	tropomyosin alpha-3 chain isoform Tpm3.13cy
NC_000069.6	Nup210l	+	XP_006502356.1	90104167	90212017	nuclear pore membrane glycoprotein 210-like isoform X1
NC_000069.6	Rps27	-	NP_081291.1	90213613	90212727	40S ribosomal protein S27
NC_000069.6	Rab13	+	NP_001280670.1	90223585	90225583	ras-related protein Rab-13 isoform 2
NC_000069.6	Jtb	+	NP_996807.1	90231958	90235539	protein JTB precursor
NC_000069.6	Creb3l4	-	NP_084356.1	90242830	90237733	cyclic AMP-responsive element-binding protein 3-like protein 4 isoform 1
NC_000069.6	Slc39a1	+	XP_006501623.1	90248977	90252342	zinc transporter ZIP1 isoform X1
NC_000069.6	Crtc2	+	NP_083157.1	90254406	90263700	CREB-regulated transcription coactivator 2 isoform 1
NC_000069.6	Dennd4b	+	XP_006501418.1	90267436	90279922	DENN domain-containing protein 4B isoform X2
NC_000069.6	Gatad2b	+	XP_006501424.1	90341657	90358002	transcriptional repressor p66-beta isoform X3
NC_000069.6	Slc27a3	-	XP_011238431.1	90389788	90385982	solute carrier family 27 member 3 isoform X1
NC_000069.6	Ints3	-	NP_849207.2	90432948	90392030	integrator complex subunit 3
NC_000069.6	Npr1	-	NP_032753.5	90465501	90451122	atrial natriuretic peptide receptor 1 precursor
NC_000069.6	Ilf2	+	NP_080650.1	90476241	90487619	interleukin enhancer-binding factor 2
NC_000069.6	Snapin	-	NP_598615.1	90490972	90489494	SNARE-associated protein Snapin
NC_000069.6	Chtop	-	NP_001280708.1	90507607	90499904	chromatin target of PRMT1 protein isoform 5
NC_000069.6	S100a1	-	NP_035439.1	90512134	90511223	protein S100-A1
NC_000069.6	S100a13	+	XP_030108341.1	90514255	90524496	protein S100-A13 isoform X1
NC_000069.6	S100a14	+	NP_001156997.1	90527264	90528215	protein S100-A14 isoform a
NC_000069.6	S100a16	+	NP_001343537.1	90542020	90542586	protein S100-A16
NC_000069.6	S100a2	+	NP_001182689.1	90590247	90591508	predicted gene, EG628324
NC_000069.6	S100a3	+	XP_017174998.1	90601785	90602355	protein S100-A3 isoform X1
NC_000069.6	S100a4	+	NP_035441.1	90605012	90605904	protein S100-A4
NC_000069.6	S100a5	+	XP_006501243.1	90609824	90611654	protein S100-A5 isoform X1
NC_000069.6	S100a6	+	NP_035443.1	90613767	90614322	protein S100-A6
NC_000069.6	S100a7a	+	XP_006501694.1	90651997	90657826	protein S100-A15A isoform X1
NC_000069.6	S100a8	+	NP_038678.1	90669542	90669967	protein S100-A8
NC_000069.6	S100a9	-	NP_033140.1	90695283	90692748	protein S100-A9
NC_000069.6	Pglyrp4	+	NP_001159440.1	90726952	90740462	peptidoglycan recognition protein 4 isoform 1 precursor
NC_000069.6	9130204L05Rik	-	XP_011238391.1	91106969	91088317	S100 calcium-binding protein, ventral prostate like isoform X1
NC_000069.6	Gm36323	-	XP_006502641.1	91630702	91628565	protein S100-A9-like
NC_000069.6	Gm35185	-	XP_006502575.1	91740492	91738355	protein S100-A9-like
NC_000069.6	Pglyrp3	+	XP_006501534.1	92014593	92031563	peptidoglycan recognition protein 3 isoform X1
NC_000069.6	Lor	-	NP_032534.2	92081975	92080519	loricrin
NC_000069.6	Prr9	-	NP_780633.1	92123329	92122983	proline-rich protein 9
NC_000069.6	Lelp1	-	NP_081318.1	92135738	92135380	late cornified envelope-like proline-rich protein 1
NC_000069.6	Sprr2a1	+	NP_035598.2	92219092	92219343	small proline-rich protein 2A
NC_000069.6	Sprr2a2	+	NP_001158259.1	92253905	92254156	small proline-rich protein 2A2
NC_000069.6	Sprr2a3	+	NP_001296311.1	92288588	92288839	small proline-rich protein 2A3
NC_000069.6	Sprr2b	+	NP_035599.2	92317449	92317745	small proline-rich protein 2B
NC_000069.6	Sprr2d	+	NP_035600.1	92340254	92340511	small proline-rich protein 2D
NC_000069.6	Sprr2e	+	NP_035601.1	92352864	92353094	small proline-rich protein 2E
NC_000069.6	Sprr2f	+	NP_035602.1	92365896	92366126	small proline-rich protein 2F
NC_000069.6	Sprr2h	+	NP_035604.1	92386632	92386958	small proline-rich protein 2H
NC_000069.6	Sprr2i	+	NP_035605.1	92408716	92408946	small proline-rich protein 2I
NC_000069.6	Sprr2k	+	NP_035607.2	92433345	92433551	small proline-rich protein 2K
NC_000069.6	Sprr1b	-	XP_017175001.1	92437565	92437108	cornifin-B isoform X1
NC_000069.6	Sprr3	-	NP_001191356.1	92457533	92456821	small proline-rich protein 3
NC_000069.6	Sprr1a	-	NP_033290.1	92484690	92484260	cornifin-A
NC_000069.6	Sprr4	-	NP_775093.1	92500491	92500265	small proline-rich protein 4
NC_000069.6	Ivl	-	XP_006501109.1	92572754	92571352	involucrin isoform X1
NC_000069.6	Smcp	-	NP_032600.3	92584536	92584109	sperm mitochondrial-associated cysteine-rich protein
NC_000069.6	Lce6a	-	XP_006502382.1	92620496	92620255	late cornified envelope protein 6A isoform X1
NC_000069.6	Lce1a1	-	NP_080260.1	92647163	92646736	late cornified envelope 1A1
NC_000069.6	Lce1b	-	NP_081098.1	92656222	92655813	late cornified envelope 1B
NC_000069.6	Lce1a2	-	NP_082901.1	92669251	92668806	late cornified envelope 1A2
NC_000069.6	Lce1c	+	NP_082898.1	92680268	92680711	late cornified envelope 1C
NC_000069.6	Lce1d	-	NP_081413.1	92686102	92685705	late cornified envelope 1D
NC_000069.6	Lce1e	-	NP_081087.1	92708036	92707609	late cornified envelope 1E
NC_000069.6	Lce1f	-	NP_080670.2	92719346	92718907	late cornified envelope 1F
NC_000069.6	Lce1g	-	NP_079689.2	92750997	92750582	late cornified envelope 1G
NC_000069.6	Lce1h	-	NP_080611.1	92763841	92763423	late cornified envelope 1H
NC_000069.6	Lce1i	-	NP_083943.1	92777865	92777420	late cornified envelope 1I
NC_000069.6	Lce1j	-	NP_001268428.1	92789467	92789052	late cornified envelope 1J
NC_000069.6	Lce1k	-	NP_001241689.1	92806873	92806500	late cornified envelope 1K
NC_000069.6	Kprp	-	NP_082905.1	92825739	92823770	keratinocyte proline-rich protein
NC_000069.6	Lce1l	-	NP_082904.1	92850547	92850144	late cornified envelope 1L
NC_000069.6	2310050C09Rik	-	NP_079897.2	92869372	92868534	skin-specific protein 32
NC_000069.6	Lce3a	-	NP_001034683.1	92925789	92925497	late cornified envelope 3A
NC_000069.6	Lce3b	+	NP_079777.1	92933600	92933896	late cornified envelope protein 3C
NC_000069.6	Lce3c	+	NP_149410.1	92945234	92945530	late cornified envelope 3C
NC_000069.6	Lce3d	+	NP_001257355.1	92958080	92958376	late cornified envelope 3D
NC_000069.6	Lce3e	+	NP_001241654.1	92967739	92968035	late cornified envelope protein
NC_000069.6	Lce3f	+	NP_001018089.1	92992874	92993170	late cornified envelope protein
NC_000069.6	Crct1	-	NP_083074.2	93014826	93014522	cysteine-rich C-terminal protein 1
NC_000069.6	Lce1m	-	NP_001342654.1	93018626	93018082	late cornified envelope protein 5A
NC_000069.6	Gm4858	+	NP_001030032.1	93073567	93074633	TD and POZ domain containing-like isoform 2
NC_000069.6	Crnn	+	NP_001074669.1	93146812	93149471	cornulin
NC_000069.6	Flg2	+	NP_001013826.1	93200210	93220793	filaggrin-2
NC_000069.6	Flg	+	XP_017175331.1	93277573	93293209	LOW QUALITY PROTEIN: filaggrin
NC_000069.6	Hrnr	+	NP_598459.2	93320577	93332692	hornerin
NC_000069.6	Rptn	+	NP_033126.2	93394979	93398718	repetin
NC_000069.6	Tchh	+	NP_001156570.1	93442330	93448054	trichohyalin
NC_000069.6	Tchhl1	+	NP_082038.2	93469498	93471907	trichohyalin-like protein 1
NC_000069.6	S100a11	+	XP_030108340.1	93520406	93526147	protein S100-A11 isoform X1
NC_000069.6	S100a10	+	XP_030108339.1	93555070	93564404	protein S100-A10 isoform X1
NC_000069.6	Tdpoz2	-	NP_001007223.2	93652661	93651583	TD and POZ domain-containing protein 2
NC_000069.6	Tdpoz1	-	NP_683751.2	93671473	93670380	TD and POZ domain-containing protein 1
NC_000069.6	Tdpoz4	+	NP_997155.2	93796398	93797510	TD and POZ domain-containing protein 4
NC_000069.6	Tdpoz3	+	NP_997154.2	93826020	93827117	TD and POZ domain-containing protein 3
NC_000069.6	Tdpoz5	-	NP_997156.2	93961312	93960294	TD and POZ domain-containing protein 5
NC_000069.6	Gm9125	-	NP_001157202.1	94050117	94049024	TD and POZ domain-containing protein 1-like
NC_000069.6	Gm10697	-	NP_001157203.1	94072642	94071624	predicted gene 10697
NC_000069.6	Gm10696	-	NP_001139579.1	94176500	94175431	TD and POZ domain containing-like
NC_000069.6	Them4	+	NP_083707.1	94310217	94331580	acyl-coenzyme A thioesterase THEM4
