Chromosome	Gene_id	Strand	Protein_id	Start	Stop	Transcript_id	Gene_name
2	ENSGALG00000042642	+	ENSGALP00000055991	457172	458587	ENSGALT00000056798	RARRES2
2	ENSGALG00000053116	-	ENSGALP00000070052	460113	459341	ENSGALT00000107518	LRRC61
2	ENSGALG00000053653	-	ENSGALP00000071391	465094	462930	ENSGALT00000106875	ZNF467
2	ENSGALG00000045581	+	ENSGALP00000064505	505017	506717	ENSGALT00000088857	no_data
2	ENSGALG00000053964	+	ENSGALP00000067106	512404	513168	ENSGALT00000102911	GIMAP1-GIMAP5
2	ENSGALG00000029569	-	ENSGALP00000052362	520871	519492	ENSGALT00000073911	no_data
2	ENSGALG00000042908	+	ENSGALP00000044973	528959	532434	ENSGALT00000070717	CTC-575C13.4
2	ENSGALG00000044014	+	ENSGALP00000061169	544726	551213	ENSGALT00000089360	no_data
2	ENSGALG00000034903	-	ENSGALP00000045164	559963	555452	ENSGALT00000062660	no_data
2	ENSGALG00000044098	-	ENSGALP00000064188	565414	560996	ENSGALT00000084052	no_data
2	ENSGALG00000036870	+	ENSGALP00000054624	566592	580095	ENSGALT00000067678	ZNF767
2	ENSGALG00000039048	+	ENSGALP00000047205	586070	590634	ENSGALT00000082564	ZNF282
2	ENSGALG00000028985	-	ENSGALP00000040760	595241	592026	ENSGALT00000043198	no_data
2	ENSGALG00000043930	-	ENSGALP00000062121	600325	598494	ENSGALT00000084431	no_data
2	ENSGALG00000023632	+	ENSGALP00000038568	601952	608883	ENSGALT00000039358	no_data
2	ENSGALG00000038657	+	ENSGALP00000051667	613868	620207	ENSGALT00000081332	ZNF777
2	ENSGALG00000041618	+	ENSGALP00000057983	622335	628730	ENSGALT00000052190	no_data
2	ENSGALG00000038469	+	ENSGALP00000057880	629896	642098	ENSGALT00000063019	CDC25A
2	ENSGALG00000040783	+	ENSGALP00000043577	694726	768779	ENSGALT00000050740	MAP4
2	ENSGALG00000039830	-	ENSGALP00000065136	804608	774216	ENSGALT00000105056	DHX30
2	ENSGALG00000032642	+	ENSGALP00000049849	830764	889591	ENSGALT00000077443	SMARCC1
2	ENSGALG00000032184	+	ENSGALP00000049190	900987	906269	ENSGALT00000080954	CSPG5
2	ENSGALG00000031227	+	ENSGALP00000058044	914096	928509	ENSGALT00000054085	ELP6
2	ENSGALG00000035768	+	ENSGALP00000070605	943028	980328	ENSGALT00000104206	SCAP
2	ENSGALG00000050691	-	ENSGALP00000065077	996564	992345	ENSGALT00000095004	no_data
2	ENSGALG00000049288	+	ENSGALP00000071094	1011875	1013817	ENSGALT00000100101	no_data
2	ENSGALG00000052737	+	ENSGALP00000061637	1000302	1029054	ENSGALT00000087376	no_data
2	ENSGALG00000047837	+	ENSGALP00000066553	1024177	1025865	ENSGALT00000099688	no_data
2	ENSGALG00000051027	+	ENSGALP00000068549	1038498	1039634	ENSGALT00000102233	no_data
2	ENSGALG00000051536	+	ENSGALP00000069328	1043554	1044253	ENSGALT00000098961	no_data
2	ENSGALG00000054264	+	ENSGALP00000065290	1048540	1061715	ENSGALT00000090757	no_data
2	ENSGALG00000050182	+	ENSGALP00000068671	1055609	1056745	ENSGALT00000093434	no_data
2	ENSGALG00000005188	+	ENSGALP00000069655	1070684	1138075	ENSGALT00000096460	MINDY4
2	ENSGALG00000005209	+	ENSGALP00000008350	1187436	1204598	ENSGALT00000008364	AQP1
2	ENSGALG00000005212	+	ENSGALP00000008360	1238788	1256855	ENSGALT00000008374	GHRHR
2	ENSGALG00000005223	+	ENSGALP00000071057	1463503	1562050	ENSGALT00000099864	ADCYAP1R1
2	ENSGALG00000005242	-	ENSGALP00000063778	1597821	1574929	ENSGALT00000090040	no_data
2	ENSGALG00000005259	+	ENSGALP00000008429	1815088	1919293	ENSGALT00000008443	VIPR1
2	ENSGALG00000005268	-	ENSGALP00000053998	1992912	1982698	ENSGALT00000080300	SEC22C
2	ENSGALG00000030268	+	ENSGALP00000050368	2020907	2058026	ENSGALT00000053748	NKTR
2	ENSGALG00000005287	+	ENSGALP00000008464	2080866	2086418	ENSGALT00000008478	ZBTB47
2	ENSGALG00000005292	-	ENSGALP00000008470	2104168	2093897	ENSGALT00000008484	KLHL40
2	ENSGALG00000005297	-	ENSGALP00000008480	2118386	2107655	ENSGALT00000008494	HHATL
2	ENSGALG00000005303	-	ENSGALP00000008490	2136784	2130348	ENSGALT00000008504	no_data
2	ENSGALG00000053578	-	ENSGALP00000066121	2136784	2140919	ENSGALT00000103004	no_data
2	ENSGALG00000030775	-	ENSGALP00000051638	2158356	2155753	ENSGALT00000065138	HIGD1C
2	ENSGALG00000005305	+	ENSGALP00000008492	2165277	2166149	ENSGALT00000008506	ACKR2
2	ENSGALG00000049185	-	ENSGALP00000066299	2316004	2309674	ENSGALT00000090745	no_data
2	ENSGALG00000026578	-	ENSGALP00000040931	2379304	2365903	ENSGALT00000044329	no_data
2	ENSGALG00000005328	-	ENSGALP00000008534	2392402	2389687	ENSGALT00000008548	IBA57
2	ENSGALG00000005331	-	ENSGALP00000038397	2399059	2397816	ENSGALT00000008553	GJC2
2	ENSGALG00000005336	-	ENSGALP00000008546	2440911	2427102	ENSGALT00000008560	GUK1
2	ENSGALG00000038820	+	ENSGALP00000072512	2441509	2443296	ENSGALT00000105009	no_data
2	ENSGALG00000037519	+	ENSGALP00000058078	2444406	2446887	ENSGALT00000063237	C1orf35
2	ENSGALG00000005393	-	ENSGALP00000063097	2453285	2451073	ENSGALT00000083172	ARF1
2	ENSGALG00000042657	-	ENSGALP00000045045	2633585	2551913	ENSGALT00000054282	WNT3A
2	ENSGALG00000005401	+	ENSGALP00000008661	2665702	2716892	ENSGALT00000008675	WNT9A
2	ENSGALG00000005412	-	ENSGALP00000069754	3300534	3279880	ENSGALT00000102036	SNAP47
2	ENSGALG00000005417	+	ENSGALP00000008687	3304691	3310572	ENSGALT00000008701	JMJD4
2	ENSGALG00000005430	-	ENSGALP00000067331	3338500	3313946	ENSGALT00000099765	ALS2CL
2	ENSGALG00000053965	+	ENSGALP00000066624	3360040	3385514	ENSGALT00000103395	no_data
2	ENSGALG00000005448	-	ENSGALP00000043277	3547183	3516014	ENSGALT00000043912	MYL3
2	ENSGALG00000048014	-	ENSGALP00000066604	3590381	3589057	ENSGALT00000092025	no_data
2	ENSGALG00000005476	+	ENSGALP00000008782	3652707	3758654	ENSGALT00000008796	PTH2R
2	ENSGALG00000005487	-	ENSGALP00000062216	3930329	3897613	ENSGALT00000088587	CCDC12
2	ENSGALG00000039120	+	ENSGALP00000071070	3934894	3956446	ENSGALT00000094726	NBEAL2
2	ENSGALG00000044874	+	ENSGALP00000062740	3966061	3968522	ENSGALT00000084155	no_data
2	ENSGALG00000042051	-	ENSGALP00000068801	4022829	3969640	ENSGALT00000093574	SETD2
2	ENSGALG00000005517	-	ENSGALP00000008837	4046077	4025376	ENSGALT00000008851	KIF9
2	ENSGALG00000005582	+	ENSGALP00000008957	4048418	4068155	ENSGALT00000008971	KLHL18
2	ENSGALG00000034150	+	ENSGALP00000056590	4072545	4073720	ENSGALT00000061585	CATHL3
2	ENSGALG00000019696	-	ENSGALP00000030658	4076220	4074496	ENSGALT00000031294	CATHL2
2	ENSGALG00000027490	-	ENSGALP00000042265	4077535	4076504	ENSGALT00000043155	CATHB1
2	ENSGALG00000027973	-	ENSGALP00000042184	4079906	4078755	ENSGALT00000045759	CATHL1
2	ENSGALG00000038102	+	ENSGALP00000067145	4081780	4090639	ENSGALT00000099827	TBRG4
2	ENSGALG00000050931	+	ENSGALP00000070623	4091972	4099771	ENSGALT00000106773	no_data
2	ENSGALG00000005612	-	ENSGALP00000008992	4125960	4102525	ENSGALT00000009006	CCM2
2	ENSGALG00000029857	+	ENSGALP00000050752	4139360	4140130	ENSGALT00000050127	no_data
2	ENSGALG00000005657	+	ENSGALP00000068874	4245112	4381217	ENSGALT00000095402	CRHR2
2	ENSGALG00000005661	+	ENSGALP00000009069	4416749	4418563	ENSGALT00000009083	no_data
2	ENSGALG00000005694	-	ENSGALP00000063437	4450498	4428032	ENSGALT00000086968	GARS
2	ENSGALG00000005710	+	ENSGALP00000058763	4569323	4636130	ENSGALT00000083911	CTDSPL
2	ENSGALG00000005763	+	ENSGALP00000009244	4666098	4684632	ENSGALT00000009258	VILL
2	ENSGALG00000005805	-	ENSGALP00000009307	4727538	4688561	ENSGALT00000009321	PLCD1
2	ENSGALG00000005826	+	ENSGALP00000009344	4751686	4787893	ENSGALT00000009358	DLEC1
2	ENSGALG00000005860	-	ENSGALP00000009408	4796950	4789985	ENSGALT00000009422	ACAA1
2	ENSGALG00000005884	-	ENSGALP00000009443	4849834	4799492	ENSGALT00000009457	no_data
2	ENSGALG00000005947	+	ENSGALP00000042597	4892513	4901693	ENSGALT00000044477	MYD88
2	ENSGALG00000005979	+	ENSGALP00000071300	4915988	5005038	ENSGALT00000102526	OXSR1
2	ENSGALG00000006018	+	ENSGALP00000009674	5008677	5015039	ENSGALT00000009688	no_data
2	ENSGALG00000005934	-	ENSGALP00000009535	5024003	5019155	ENSGALT00000009549	no_data
2	ENSGALG00000050406	-	ENSGALP00000066559	5031244	5027217	ENSGALT00000090576	no_data
2	ENSGALG00000006025	-	ENSGALP00000038126	5044248	5036561	ENSGALT00000038916	XIRP1
2	ENSGALG00000027905	+	ENSGALP00000043238	5322501	5325537	ENSGALT00000044280	CSRNP1
2	ENSGALG00000006033	+	ENSGALP00000009699	5347246	5352661	ENSGALT00000009713	GORASP1
2	ENSGALG00000006052	-	ENSGALP00000030646	5379042	5357401	ENSGALT00000031283	WDR48
2	ENSGALG00000027702	+	ENSGALP00000042115	5391945	5428473	ENSGALT00000042757	SCN11A
2	ENSGALG00000006072	+	ENSGALP00000064192	5451025	5481478	ENSGALT00000090341	SCN10A
2	ENSGALG00000006112	+	ENSGALP00000030644	5538868	5700257	ENSGALT00000031281	SCN5A
2	ENSGALG00000006153	-	ENSGALP00000009922	5801845	5782570	ENSGALT00000009936	EXOG
2	ENSGALG00000006158	-	ENSGALP00000009931	5901568	5811927	ENSGALT00000009945	ACVR2B
2	ENSGALG00000006173	-	ENSGALP00000053469	6255924	6173629	ENSGALT00000051607	XYLB
2	ENSGALG00000023454	+	ENSGALP00000038012	6264708	6269932	ENSGALT00000038804	C9ORF152
2	ENSGALG00000006181	+	ENSGALP00000038005	6277261	6290110	ENSGALT00000038797	NUB1
2	ENSGALG00000019690	-	ENSGALP00000044062	6310387	6293019	ENSGALT00000054972	WDR86
2	ENSGALG00000006189	-	ENSGALP00000009972	6329716	6325486	ENSGALT00000009986	CRYGN
2	ENSGALG00000039880	-	ENSGALP00000072135	6362932	6331990	ENSGALT00000106751	RHEB
2	ENSGALG00000006219	-	ENSGALP00000010021	6550719	6369813	ENSGALT00000010035	PRKAG2
2	ENSGALG00000006233	+	ENSGALP00000010060	6593387	6617635	ENSGALT00000010074	GALNT11
2	ENSGALG00000049653	-	ENSGALP00000069510	6760244	6621974	ENSGALT00000094833	KMT2C
2	ENSGALG00000026865	-	ENSGALP00000041071	6854804	6847028	ENSGALT00000044775	XRCC2
2	ENSGALG00000006292	+	ENSGALP00000010150	6879956	6903493	ENSGALT00000010164	no_data
2	ENSGALG00000049871	-	ENSGALP00000066651	7002233	7000147	ENSGALT00000090693	no_data
2	ENSGALG00000041791	+	ENSGALP00000058186	7002233	7718788	ENSGALT00000056196	DPP6
2	ENSGALG00000036064	-	ENSGALP00000045622	7797695	7746354	ENSGALT00000070349	PAXIP1
2	ENSGALG00000006362	+	ENSGALP00000010269	7796988	7798633	ENSGALT00000010283	HTR5A
2	ENSGALG00000017394	+	ENSGALP00000028029	7910503	7916690	ENSGALT00000028082	INSIG1
2	ENSGALG00000041295	+	ENSGALP00000045557	7961555	7963672	ENSGALT00000075534	EN2
2	ENSGALG00000006372	+	ENSGALP00000050485	8053974	8139538	ENSGALT00000050924	RBM33
2	ENSGALG00000006379	-	ENSGALP00000010292	8175638	8166269	ENSGALT00000010306	SHH
2	ENSGALG00000006387	+	ENSGALP00000010301	8175638	8513581	ENSGALT00000010315	RNF32
2	ENSGALG00000030379	-	ENSGALP00000048492	8529600	8520970	ENSGALT00000071478	LMBR1
2	ENSGALG00000048552	-	ENSGALP00000061842	8580554	8576644	ENSGALT00000083515	no_data
2	ENSGALG00000006437	+	ENSGALP00000010374	8600621	8614906	ENSGALT00000010388	NOM1
2	ENSGALG00000041154	-	ENSGALP00000056537	8627624	8625028	ENSGALT00000075435	MNX1
2	ENSGALG00000006461	+	ENSGALP00000037894	8668514	8731042	ENSGALT00000038686	UBE3C
2	ENSGALG00000006477	+	ENSGALP00000010453	8746351	8786726	ENSGALT00000010467	DNAJB6
2	ENSGALG00000030054	-	ENSGALP00000047152	9429086	8874769	ENSGALT00000070156	PTPRN2
2	ENSGALG00000006525	-	ENSGALP00000010530	9542227	9508797	ENSGALT00000010544	NCAPG2
2	ENSGALG00000006542	-	ENSGALP00000073228	9621093	9553968	ENSGALT00000097296	ESYT2
2	ENSGALG00000006558	+	ENSGALP00000010575	9627521	9652688	ENSGALT00000010589	WDR60
2	ENSGALG00000006575	-	ENSGALP00000010609	9749763	9699388	ENSGALT00000010623	VIPR2
2	ENSGALG00000006599	+	ENSGALP00000010636	9920116	9978250	ENSGALT00000010650	ZMYND11
2	ENSGALG00000006652	-	ENSGALP00000043816	10275632	9990439	ENSGALT00000079835	DIP2C
2	ENSGALG00000006672	-	ENSGALP00000066905	10359346	10335080	ENSGALT00000106523	LARP4B
2	ENSGALG00000006703	+	ENSGALP00000010821	10442220	10453050	ENSGALT00000010835	GTPBP4
2	ENSGALG00000006723	-	ENSGALP00000010861	10459499	10455749	ENSGALT00000010875	no_data
2	ENSGALG00000006749	+	ENSGALP00000057566	10472566	10499307	ENSGALT00000063596	WDR37
2	ENSGALG00000006797	-	ENSGALP00000056685	10622969	10527768	ENSGALT00000050927	ADARB2
2	ENSGALG00000006939	+	ENSGALP00000045479	11440284	11481104	ENSGALT00000051117	PFKP
2	ENSGALG00000007036	-	ENSGALP00000011372	11507218	11482429	ENSGALT00000011386	PITRM1
2	ENSGALG00000054021	+	ENSGALP00000066308	11818005	11819477	ENSGALT00000097769	no_data
2	ENSGALG00000033178	-	ENSGALP00000049438	11830574	11824777	ENSGALT00000073174	KLF6
2	ENSGALG00000007065	-	ENSGALP00000011428	12865125	12861379	ENSGALT00000011442	GJD4
2	ENSGALG00000007076	-	ENSGALP00000047521	12992700	12879631	ENSGALT00000064833	no_data
2	ENSGALG00000007082	-	ENSGALP00000056053	13039577	13014617	ENSGALT00000064767	CREM
2	ENSGALG00000007095	+	ENSGALP00000011473	13057846	13100562	ENSGALT00000011487	CUL2
2	ENSGALG00000007125	+	ENSGALP00000051019	13147978	13580613	ENSGALT00000059013	PARD3
2	ENSGALG00000007140	+	ENSGALP00000063015	13898369	14003564	ENSGALT00000086700	NRP1
2	ENSGALG00000007145	+	ENSGALP00000054354	14074630	14092311	ENSGALT00000073878	ITGB1
2	ENSGALG00000007169	+	ENSGALP00000011596	14139194	14181104	ENSGALT00000011610	EPC1
2	ENSGALG00000007215	+	ENSGALP00000011666	14216935	14248028	ENSGALT00000011680	KIF5B
2	ENSGALG00000007254	+	ENSGALP00000067328	14277537	14339863	ENSGALT00000106735	ARHGAP12
2	ENSGALG00000007260	-	ENSGALP00000011738	14494145	14390351	ENSGALT00000011752	ZEB1
2	ENSGALG00000048976	-	ENSGALP00000069880	14518230	14515388	ENSGALT00000096484	no_data
2	ENSGALG00000007266	+	ENSGALP00000011754	14616518	14633067	ENSGALT00000011768	ZNF438
2	ENSGALG00000007331	-	ENSGALP00000069349	14783965	14681635	ENSGALT00000095096	SVIL
2	ENSGALG00000007346	-	ENSGALP00000011869	14917119	14903845	ENSGALT00000011883	JCAD
2	ENSGALG00000007351	-	ENSGALP00000070009	15009385	14997517	ENSGALT00000095404	MTPAP
2	ENSGALG00000007356	+	ENSGALP00000011883	15016352	15031319	ENSGALT00000011897	MAP3K8
2	ENSGALG00000040993	-	ENSGALP00000043566	15318315	15314581	ENSGALT00000056719	BAMBI
2	ENSGALG00000035281	-	ENSGALP00000044659	15395459	15339471	ENSGALT00000063763	WAC
2	ENSGALG00000039186	+	ENSGALP00000057989	15397426	15397770	ENSGALT00000060658	no_data
2	ENSGALG00000007408	+	ENSGALP00000054430	15479265	15577480	ENSGALT00000054546	MPP7
2	ENSGALG00000007417	+	ENSGALP00000011983	15599282	15670561	ENSGALT00000011997	ARMC4
2	ENSGALG00000007426	+	ENSGALP00000012003	15688010	15728548	ENSGALT00000012017	MKX
2	ENSGALG00000007435	-	ENSGALP00000062764	15799158	15787216	ENSGALT00000085826	RAB18
2	ENSGALG00000053860	-	ENSGALP00000064992	15889399	15842531	ENSGALT00000094840	no_data
2	ENSGALG00000048869	+	ENSGALP00000050352	15866607	15871487	ENSGALT00000077652	no_data
2	ENSGALG00000050814	+	ENSGALP00000045216	15910728	15919796	ENSGALT00000075108	no_data
2	ENSGALG00000007492	-	ENSGALP00000012098	15944061	15925795	ENSGALT00000012112	YME1L1
2	ENSGALG00000007507	+	ENSGALP00000012119	15947101	15962812	ENSGALT00000012133	MASTL
2	ENSGALG00000007519	-	ENSGALP00000053041	15992291	15967472	ENSGALT00000076829	ACBD5
2	ENSGALG00000007547	+	ENSGALP00000014164	16014648	16093019	ENSGALT00000014180	ABI1
2	ENSGALG00000007559	-	ENSGALP00000012210	16116782	16095020	ENSGALT00000012224	PDSS1
2	ENSGALG00000007564	+	ENSGALP00000012216	16116929	16140069	ENSGALT00000012230	no_data
2	ENSGALG00000007579	-	ENSGALP00000069079	16189377	16143887	ENSGALT00000107122	APBB1IP
2	ENSGALG00000040436	-	ENSGALP00000053644	16299168	16268893	ENSGALT00000063903	GAD2
2	ENSGALG00000007647	-	ENSGALP00000055369	16394537	16302589	ENSGALT00000057053	MYO3A
2	ENSGALG00000007667	-	ENSGALP00000012415	16674484	16494336	ENSGALT00000012429	GPR158
2	ENSGALG00000007677	-	ENSGALP00000012431	16726685	16724485	ENSGALT00000012445	THNSL1
2	ENSGALG00000007680	+	ENSGALP00000012436	16731320	16740061	ENSGALT00000012450	ENKUR
2	ENSGALG00000007694	+	ENSGALP00000012455	16749657	16793994	ENSGALT00000012469	PRTFDC1
2	ENSGALG00000007721	+	ENSGALP00000072191	16822333	16931188	ENSGALT00000108352	ARHGAP21
2	ENSGALG00000007766	-	ENSGALP00000047734	17269602	16935032	ENSGALT00000063076	KIAA1217
2	ENSGALG00000027144	-	ENSGALP00000041335	17417318	17416408	ENSGALT00000043857	PTF1A
2	ENSGALG00000007864	-	ENSGALP00000012748	17498048	17448661	ENSGALT00000012763	ARMC3
2	ENSGALG00000007877	+	ENSGALP00000012779	17544658	17643001	ENSGALT00000012794	PIP4K2A
2	ENSGALG00000007892	-	ENSGALP00000012801	17727885	17695375	ENSGALT00000012816	SPAG6
2	ENSGALG00000041267	-	ENSGALP00000051910	17737985	17734771	ENSGALT00000047281	BMI1
2	ENSGALG00000007900	-	ENSGALP00000012810	17746734	17743837	ENSGALT00000012825	COMMD3
2	ENSGALG00000007914	+	ENSGALP00000067680	17844600	17916820	ENSGALT00000103797	DNAJC1
2	ENSGALG00000007928	-	ENSGALP00000012858	18034489	17921464	ENSGALT00000012873	MLLT10
2	ENSGALG00000037769	+	ENSGALP00000069660	18124450	18366979	ENSGALT00000097897	NEBL
2	ENSGALG00000031565	+	ENSGALP00000055172	18282359	18339709	ENSGALT00000069647	NEBL
2	ENSGALG00000007956	-	ENSGALP00000012907	18758893	18528724	ENSGALT00000012922	PLXDC2
2	ENSGALG00000008498	-	ENSGALP00000013830	18995099	18780039	ENSGALT00000013845	MALRD1
2	ENSGALG00000008557	-	ENSGALP00000013923	19094320	19080184	ENSGALT00000013939	ARL5B
2	ENSGALG00000008564	+	ENSGALP00000066257	19098050	19113672	ENSGALT00000091063	NSUN6
2	ENSGALG00000008591	-	ENSGALP00000013972	19343717	19121255	ENSGALT00000013988	CACNB2
2	ENSGALG00000008602	-	ENSGALP00000071482	19403017	19370824	ENSGALT00000102447	SLC39A12
2	ENSGALG00000028357	-	ENSGALP00000043318	19462029	19428949	ENSGALT00000046122	no_data
2	ENSGALG00000027765	-	ENSGALP00000043012	19494335	19463819	ENSGALT00000045580	no_data
2	ENSGALG00000008638	-	ENSGALP00000014043	19526726	19497096	ENSGALT00000014059	MMR1L3
2	ENSGALG00000028304	-	ENSGALP00000042876	19568269	19542339	ENSGALT00000043091	MMR1L4
2	ENSGALG00000008629	-	ENSGALP00000014047	19621979	19573336	ENSGALT00000014063	MRC1
2	ENSGALG00000035287	-	ENSGALP00000066721	19653778	19643964	ENSGALT00000098588	STAM
2	ENSGALG00000008659	+	ENSGALP00000014088	19682260	19693766	ENSGALT00000014104	HACD1
2	ENSGALG00000008671	+	ENSGALP00000073134	19733213	19766338	ENSGALT00000100745	ST8SIA6
2	ENSGALG00000008677	-	ENSGALP00000014107	19802781	19795729	ENSGALT00000014123	VIM
2	ENSGALG00000008686	+	ENSGALP00000051763	19816833	19845004	ENSGALT00000073880	TRDMT1
2	ENSGALG00000008704	+	ENSGALP00000014150	19855448	19994397	ENSGALT00000014166	CUBN
2	ENSGALG00000040891	+	ENSGALP00000064429	20000190	20096931	ENSGALT00000087138	RSU1
2	ENSGALG00000032554	+	ENSGALP00000053154	20120548	20124722	ENSGALT00000064195	C1QL3
2	ENSGALG00000008728	-	ENSGALP00000051822	20138149	20128051	ENSGALT00000067971	PTER
2	ENSGALG00000008739	+	ENSGALP00000060808	20283250	20329325	ENSGALT00000088551	MINDY3
2	ENSGALG00000008747	+	ENSGALP00000065785	20345422	20434917	ENSGALT00000096597	ITGA8
2	ENSGALG00000008764	+	ENSGALP00000014240	20492867	20575251	ENSGALT00000014256	FAM171A1
2	ENSGALG00000008791	+	ENSGALP00000014278	20586051	20612487	ENSGALT00000014294	NMT2
2	ENSGALG00000008794	-	ENSGALP00000069635	20619876	20617020	ENSGALT00000090599	RPP38
2	ENSGALG00000019663	+	ENSGALP00000030591	20620226	20622720	ENSGALT00000031228	ACBD7
2	ENSGALG00000043833	-	ENSGALP00000059594	20628040	20623310	ENSGALT00000090231	OLAH
2	ENSGALG00000008813	+	ENSGALP00000014311	20645002	20663273	ENSGALT00000014327	CROT
2	ENSGALG00000008912	-	ENSGALP00000050400	20706375	20665077	ENSGALT00000070008	ABCB1
2	ENSGALG00000053916	-	ENSGALP00000037427	20745747	20714236	ENSGALT00000038221	ABCB1
2	ENSGALG00000008954	+	ENSGALP00000074247	20768807	20807792	ENSGALT00000099580	RUNDC3B
2	ENSGALG00000019662	-	ENSGALP00000030590	20827226	20813984	ENSGALT00000031227	SLC25A40
2	ENSGALG00000008963	+	ENSGALP00000014558	20828870	20844163	ENSGALT00000014574	DBF4
2	ENSGALG00000008976	+	ENSGALP00000065012	20850076	20973544	ENSGALT00000092501	ADAM22
2	ENSGALG00000008985	-	ENSGALP00000052043	20992009	20984154	ENSGALT00000048340	SRI
2	ENSGALG00000008997	-	ENSGALP00000070282	21012653	21008274	ENSGALT00000100131	STEAP4
2	ENSGALG00000009004	+	ENSGALP00000014637	21172446	21382361	ENSGALT00000014653	ZNF804B
2	ENSGALG00000009006	+	ENSGALP00000014639	21642057	21650943	ENSGALT00000014655	no_data
2	ENSGALG00000009017	+	ENSGALP00000014653	21667355	21673630	ENSGALT00000014669	STEAP2
2	ENSGALG00000009026	+	ENSGALP00000014669	21682611	21706595	ENSGALT00000014685	CFAP69
2	ENSGALG00000032592	-	ENSGALP00000049158	21709060	21707954	ENSGALT00000050111	FAM237B
2	ENSGALG00000009035	+	ENSGALP00000014689	21718731	21730810	ENSGALT00000014705	GTPBP10
2	ENSGALG00000054178	+	ENSGALP00000065305	21735134	21735871	ENSGALT00000091016	CLDN12
2	ENSGALG00000009044	+	ENSGALP00000014707	21749444	21770365	ENSGALT00000014723	no_data
2	ENSGALG00000009062	+	ENSGALP00000070010	21788601	22035164	ENSGALT00000103073	CDK14
2	ENSGALG00000009064	+	ENSGALP00000014736	22134969	22136747	ENSGALT00000014752	FZD1
2	ENSGALG00000040724	+	ENSGALP00000068569	22394330	22492390	ENSGALT00000092191	AKAP9
2	ENSGALG00000009365	-	ENSGALP00000064154	22503541	22494872	ENSGALT00000083676	CYP51A1
2	ENSGALG00000048461	-	ENSGALP00000066082	22508661	22505394	ENSGALT00000103506	no_data
2	ENSGALG00000042651	-	ENSGALP00000052196	22531303	22514508	ENSGALT00000064684	KRIT1
2	ENSGALG00000031917	+	ENSGALP00000058519	22559455	22614984	ENSGALT00000050703	ANKIB1
2	ENSGALG00000009399	+	ENSGALP00000015294	22622635	22625472	ENSGALT00000015310	GATAD1
2	ENSGALG00000035761	-	ENSGALP00000043915	22646932	22636053	ENSGALT00000063330	no_data
2	ENSGALG00000009410	-	ENSGALP00000015313	22674869	22652938	ENSGALT00000015329	PEX1
2	ENSGALG00000009467	+	ENSGALP00000015397	22675136	22677893	ENSGALT00000015413	RBM48
2	ENSGALG00000009473	-	ENSGALP00000015408	22683820	22678244	ENSGALT00000015424	EFCAB1
2	ENSGALG00000009475	-	ENSGALP00000055524	22700574	22686296	ENSGALT00000061144	FAM133B
2	ENSGALG00000009476	-	ENSGALP00000015412	22835308	22716859	ENSGALT00000015428	CDK6
2	ENSGALG00000009479	-	ENSGALP00000015415	22916119	22911384	ENSGALT00000015431	no_data
2	ENSGALG00000009482	-	ENSGALP00000037338	22947946	22928635	ENSGALT00000038130	HEPACAM2
2	ENSGALG00000009500	+	ENSGALP00000071035	22944848	23018260	ENSGALT00000102632	VPS50
2	ENSGALG00000009509	-	ENSGALP00000015462	23124612	23060809	ENSGALT00000015478	CALCR
2	ENSGALG00000009512	-	ENSGALP00000066163	23307315	23302615	ENSGALT00000102159	TFPI2
2	ENSGALG00000035994	+	ENSGALP00000073205	23312658	23394741	ENSGALT00000097782	no_data
2	ENSGALG00000024485	-	ENSGALP00000040603	23402964	23398320	ENSGALT00000041398	BET1
2	ENSGALG00000009641	+	ENSGALP00000015687	23572966	23610978	ENSGALT00000015703	COL1A2
2	ENSGALG00000009653	+	ENSGALP00000015703	23629614	23646230	ENSGALT00000015719	CASD1
2	ENSGALG00000009670	-	ENSGALP00000072922	23677296	23650909	ENSGALT00000092711	SGCE
2	ENSGALG00000009686	+	ENSGALP00000066517	23717244	23846194	ENSGALT00000095167	PPP1R9A
2	ENSGALG00000009689	-	ENSGALP00000037229	23867204	23853491	ENSGALT00000038023	PON1
2	ENSGALG00000009691	+	ENSGALP00000015756	23882027	23890633	ENSGALT00000015772	ASB4
2	ENSGALG00000009700	-	ENSGALP00000015774	23914368	23907476	ENSGALT00000015790	PDK4
2	ENSGALG00000009722	+	ENSGALP00000015808	23957469	24122588	ENSGALT00000015824	DYNC1I1
2	ENSGALG00000009728	-	ENSGALP00000015817	24221629	24128798	ENSGALT00000015833	SLC25A13
2	ENSGALG00000009733	-	ENSGALP00000015826	24327900	24322530	ENSGALT00000015842	SHFM1
2	ENSGALG00000023195	+	ENSGALP00000065746	24443096	24445740	ENSGALT00000094845	DLX6
2	ENSGALG00000009129	-	ENSGALP00000014846	24453697	24451883	ENSGALT00000014862	DLX5
2	ENSGALG00000027620	+	ENSGALP00000041489	24478751	24505424	ENSGALT00000045800	no_data
2	ENSGALG00000009737	+	ENSGALP00000063503	24645281	24649782	ENSGALT00000084387	TAC1
2	ENSGALG00000009748	-	ENSGALP00000064765	24674922	24663652	ENSGALT00000088516	ASNS
2	ENSGALG00000009752	+	ENSGALP00000067511	24694323	24698737	ENSGALT00000095257	C1GALT1
2	ENSGALG00000010259	-	ENSGALP00000017302	24768473	24710270	ENSGALT00000017322	COL28A1
