Chromosome	Gene_id	Strand	Protein_id	Start	Stop	Transcript_id	Gene_name
3	ENSDARG00000103154	-	ENSDARP00000139173	6191617	6181050	ENSDART00000161931	si:ch73-144l3.1
3	ENSDARG00000093487	-	ENSDARP00000147697	6281404	6279463	ENSDART00000184977	BX004785.2
3	ENSDARG00000102219	+	ENSDARP00000130141	6291908	6309201	ENSDART00000157707	si:ch211-12p12.2
3	ENSDARG00000104113	+	ENSDARP00000136200	6326075	6350712	ENSDART00000167386	zgc:136767
3	ENSDARG00000099312	-	ENSDARP00000130889	6417175	6380514	ENSDART00000160979	jpt1b
3	ENSDARG00000102741	-	ENSDARP00000131145	6441578	6423815	ENSDART00000166758	sumo2b
3	ENSDARG00000098871	-	ENSDARP00000138374	6519461	6492394	ENSDART00000172292	gga3b
3	ENSDARG00000102856	-	ENSDARP00000130674	6608238	6600567	ENSDART00000161188	si:ch73-59f11.3
3	ENSDARG00000099371	+	ENSDARP00000137404	6639913	6663609	ENSDART00000162557	cygb1
3	ENSDARG00000088145	-	ENSDARP00000141805	6709936	6692371	ENSDART00000172196	atg4db
3	ENSDARG00000088789	-	ENSDARP00000110889	6768903	6725068	ENSDART00000123809	mast1b
3	ENSDARG00000099172	-	ENSDARP00000140361	6902938	6895557	ENSDART00000168797	BX000701.1
3	ENSDARG00000086831	+	ENSDARP00000111096	7001608	7008029	ENSDART00000127809	zmp:0000001228
3	ENSDARG00000105074	+	ENSDARP00000141844	7040516	7041562	ENSDART00000157805	BX000701.2
3	ENSDARG00000113011	-	ENSDARP00000143795	7105334	6993109	ENSDART00000175293	zgc:113102
3	ENSDARG00000098122	-	ENSDARP00000130196	7094336	7056681	ENSDART00000158652	BX005085.2
3	ENSDARG00000117076	-	ENSDARP00000147425	7119440	7113062	ENSDART00000184911	BX005085.7
3	ENSDARG00000089947	-	ENSDARP00000111262	7128967	7123914	ENSDART00000125947	BX005085.1
3	ENSDARG00000103450	-	ENSDARP00000110893	7160704	7098950	ENSDART00000130027	BX005085.3
3	ENSDARG00000114108	-	ENSDARP00000143807	7147173	7141362	ENSDART00000178155	BX005085.5
3	ENSDARG00000110003	-	ENSDARP00000153094	7170571	7155035	ENSDART00000190345	BX005085.4
3	ENSDARG00000091679	-	ENSDARP00000106540	7254634	7245172	ENSDART00000122468	FO704858.1
3	ENSDARG00000103530	-	ENSDARP00000138477	7264406	7263565	ENSDART00000164998	zgc:113102
3	ENSDARG00000098923	-	ENSDARP00000136880	7277415	7276574	ENSDART00000158765	zgc:173577
3	ENSDARG00000100803	-	ENSDARP00000130170	7311326	7303750	ENSDART00000161225	zgc:113443
3	ENSDARG00000102401	-	ENSDARP00000130546	7396334	7395256	ENSDART00000165832	zgc:173517
3	ENSDARG00000102411	-	ENSDARP00000133978	7436930	7435804	ENSDART00000163501	CR847850.1
3	ENSDARG00000115857	-	ENSDARP00000136903	7464248	7463170	ENSDART00000159873	znf1001
3	ENSDARG00000103777	-	ENSDARP00000140763	7511305	7510425	ENSDART00000162970	znf1001
3	ENSDARG00000090740	-	ENSDARP00000111406	7511305	7546002	ENSDART00000128960	zmp:0000001003
3	ENSDARG00000103413	+	ENSDARP00000140201	7617373	7638400	ENSDART00000165551	zgc:109949
3	ENSDARG00000104773	-	ENSDARP00000131822	7655771	7654843	ENSDART00000170917	junbb
3	ENSDARG00000099235	+	ENSDARP00000057433	7763114	7818911	ENSDART00000057434	hook2
3	ENSDARG00000104178	+	ENSDARP00000138123	7823344	7833888	ENSDART00000169921	trir
3	ENSDARG00000100508	-	ENSDARP00000140343	7897011	7840351	ENSDART00000169757	ubn2b
3	ENSDARG00000102303	-	ENSDARP00000136209	7912480	7904476	ENSDART00000161400	trim35-21
3	ENSDARG00000099684	-	ENSDARP00000133555	7948600	7943452	ENSDART00000163714	trim35-24
3	ENSDARG00000102368	-	ENSDARP00000134049	7961003	7952804	ENSDART00000159801	trim35-23
3	ENSDARG00000102264	-	ENSDARP00000122883	7973868	7964610	ENSDART00000144459	trim35-22
3	ENSDARG00000100373	-	ENSDARP00000133969	7973868	8006834	ENSDART00000169673	si:ch211-175l6.1
3	ENSDARG00000099639	-	ENSDARP00000132360	8035526	8031161	ENSDART00000170642	trim35-19
3	ENSDARG00000111323	-	ENSDARP00000137166	8122554	8121646	ENSDART00000162309	si:ch211-51i16.1
3	ENSDARG00000105044	-	ENSDARP00000140123	8144624	8143791	ENSDART00000172361	si:ch211-51i16.3
3	ENSDARG00000100364	-	ENSDARP00000141297	8174272	8173072	ENSDART00000165277	FO907110.1
3	ENSDARG00000104193	-	ENSDARP00000133016	8199542	8158802	ENSDART00000164614	CABZ01019904.1
3	ENSDARG00000094959	+	ENSDARP00000115333	8224835	8227171	ENSDART00000138670	si:ch73-379f5.5
3	ENSDARG00000040433	-	ENSDARP00000012186	8246263	8229679	ENSDART00000015232	cyp2k22
3	ENSDARG00000009874	-	ENSDARP00000114189	8272601	8261134	ENSDART00000143522	cyp2k6
3	ENSDARG00000039108	-	ENSDARP00000118716	8284974	8280964	ENSDART00000138588	trim35-9
3	ENSDARG00000074310	-	ENSDARP00000125909	8399772	8334331	ENSDART00000113140	rbfox3b
3	ENSDARG00000039935	-	ENSDARP00000014024	8399772	8506063	ENSDART00000009151	CABZ01064671.1
3	ENSDARG00000113458	-	ENSDARP00000144986	8765163	8759736	ENSDART00000191131	CABZ01058333.1
3	ENSDARG00000091025	+	ENSDARP00000138834	9082327	9091499	ENSDART00000162372	znf1124
3	ENSDARG00000111583	+	ENSDARP00000156607	9333066	9339626	ENSDART00000185184	LO018550.1
3	ENSDARG00000109742	+	ENSDARP00000148715	9380697	9417545	ENSDART00000182080	gpr139
3	ENSDARG00000116743	-	ENSDARP00000144842	9441983	9432836	ENSDART00000182191	rnps1
3	ENSDARG00000109683	-	ENSDARP00000146604	9441983	9457764	ENSDART00000192712	FO904885.1
3	ENSDARG00000090501	-	ENSDARP00000107000	9441983	9496079	ENSDART00000126888	zmp:0000000997
3	ENSDARG00000110702	-	ENSDARP00000057351	9571307	9564239	ENSDART00000057352	zgc:162154
3	ENSDARG00000024317	+	ENSDARP00000139052	9588770	9625825	ENSDART00000172543	trap1
3	ENSDARG00000112452	-	ENSDARP00000140135	9722601	9639749	ENSDART00000168234	crebbpb
3	ENSDARG00000103847	-	ENSDARP00000132437	9722601	9737492	ENSDART00000160102	CR339059.1
3	ENSDARG00000044938	+	ENSDARP00000066052	10152143	10164214	ENSDART00000066053	cbx2
3	ENSDARG00000058819	-	ENSDARP00000076205	10312089	10311443	ENSDART00000081766	nog1
3	ENSDARG00000073985	-	ENSDARP00000097884	10424796	10407460	ENSDART00000111833	pctp
3	ENSDARG00000034060	-	ENSDARP00000048094	10582215	10536480	ENSDART00000048095	elac2
3	ENSDARG00000063583	-	ENSDARP00000106153	10634486	10592713	ENSDART00000130761	map2k4a
3	ENSDARG00000088981	+	ENSDARP00000112176	10637428	10641643	ENSDART00000129257	tmem220
3	ENSDARG00000007787	-	ENSDARP00000026304	10739539	10729031	ENSDART00000016351	zgc:112965
3	ENSDARG00000110710	-	ENSDARP00000152036	10749250	10743238	ENSDART00000183088	CU210890.1
3	ENSDARG00000101863	-	ENSDARP00000134370	11008525	10914211	ENSDART00000165086	CR382337.3
3	ENSDARG00000100161	-	ENSDARP00000131129	11040436	11032387	ENSDART00000159802	CR382337.2
3	ENSDARG00000101622	+	ENSDARP00000135472	11073104	11075279	ENSDART00000158899	mrps7
3	ENSDARG00000102578	-	ENSDARP00000141567	11085650	11079998	ENSDART00000168938	mif4gdb
3	ENSDARG00000101655	+	ENSDARP00000132886	11113014	11122330	ENSDART00000172103	sstr5
3	ENSDARG00000088051	-	ENSDARP00000147631	11373433	11371788	ENSDART00000192654	AL935044.1
3	ENSDARG00000040387	+	ENSDARP00000059116	11548768	11575528	ENSDART00000059117	mmd
3	ENSDARG00000111269	+	ENSDARP00000153909	11568523	11587609	ENSDART00000179668	CABZ01087224.1
3	ENSDARG00000074752	-	ENSDARP00000106703	11624294	11586962	ENSDART00000127157	hlfa
3	ENSDARG00000011609	-	ENSDARP00000016330	11828042	11781224	ENSDART00000018159	FOXK2
3	ENSDARG00000058494	+	ENSDARP00000075810	11926107	11946681	ENSDART00000081367	dnaja3a
3	ENSDARG00000078452	-	ENSDARP00000104304	11966716	11958594	ENSDART00000112800	hmox2b
3	ENSDARG00000058508	-	ENSDARP00000117218	12026739	11977273	ENSDART00000132238	cfap70
3	ENSDARG00000104587	-	ENSDARP00000153671	12186904	12132097	ENSDART00000189553	srl
3	ENSDARG00000103923	-	ENSDARP00000139230	12226763	12202984	ENSDART00000167356	tfap4
3	ENSDARG00000100232	+	ENSDARP00000132038	12322170	12335913	ENSDART00000161227	glis2b
3	ENSDARG00000102822	-	ENSDARP00000133623	12352648	12345347	ENSDART00000165013	pam16
3	ENSDARG00000102565	+	ENSDARP00000150614	12484039	12486045	ENSDART00000182229	vasnb
3	ENSDARG00000105046	+	ENSDARP00000141877	12554922	12585615	ENSDART00000167177	ccnf
3	ENSDARG00000100524	+	ENSDARP00000150889	12593558	12698292	ENSDART00000186891	abca3b
3	ENSDARG00000104593	+	ENSDARP00000132124	12710358	12714473	ENSDART00000157959	cyp2k18
3	ENSDARG00000101632	+	ENSDARP00000152820	12718171	12720543	ENSDART00000192425	cyp2k20
3	ENSDARG00000101861	+	ENSDARP00000141902	12732876	12738451	ENSDART00000158403	cyp2k19
3	ENSDARG00000105151	+	ENSDARP00000138555	12744092	12747108	ENSDART00000169545	cyp2k21
3	ENSDARG00000104529	+	ENSDARP00000135244	12755674	12762964	ENSDART00000161286	cyp2k17
3	ENSDARG00000102981	+	ENSDARP00000138694	12764960	12780461	ENSDART00000166071	cyp2k16
3	ENSDARG00000101190	+	ENSDARP00000137352	12784568	12802058	ENSDART00000168382	cyp2k8
3	ENSDARG00000098995	+	ENSDARP00000134138	12816424	12825842	ENSDART00000163743	cyp2k6
3	ENSDARG00000098570	+	ENSDARP00000139483	12829809	12832126	ENSDART00000157672	si:ch211-8c17.2
3	ENSDARG00000103555	+	ENSDARP00000141596	12848146	12850220	ENSDART00000166689	si:ch211-8c17.4
3	ENSDARG00000104389	+	ENSDARP00000130563	12861158	12862480	ENSDART00000171237	kcnj2b
3	ENSDARG00000102472	-	ENSDARP00000154438	12890777	12884119	ENSDART00000188607	btbd17b
3	ENSDARG00000104024	-	ENSDARP00000135401	12903484	12894124	ENSDART00000160522	ccdc137
3	ENSDARG00000098578	-	ENSDARP00000140240	12969922	12929579	ENSDART00000158747	pdgfab
3	ENSDARG00000103800	-	ENSDARP00000140440	13146608	13005433	ENSDART00000160840	prkar1b
3	ENSDARG00000055350	+	ENSDARP00000111505	13190261	13257933	ENSDART00000130261	sun1
3	ENSDARG00000074231	+	ENSDARP00000098748	13332870	13347096	ENSDART00000113878	CU138547.1
3	ENSDARG00000003270	-	ENSDARP00000146348	13436062	13424910	ENSDART00000182596	dhps
3	ENSDARG00000062537	+	ENSDARP00000117479	13441463	13445803	ENSDART00000143715	si:dkey-117i10.1
3	ENSDARG00000058020	-	ENSDARP00000113946	13459696	13447815	ENSDART00000137678	fbxw9
3	ENSDARG00000098162	+	ENSDARP00000132641	13471737	13472603	ENSDART00000166806	zgc:77748
3	ENSDARG00000100498	+	ENSDARP00000132439	13482542	13485767	ENSDART00000161287	CABZ01079251.1
3	ENSDARG00000100385	-	ENSDARP00000130698	13507884	13488504	ENSDART00000166832	slc25a19
3	ENSDARG00000104841	+	ENSDARP00000134233	13507884	13521115	ENSDART00000158942	JMJD8
3	ENSDARG00000100376	-	ENSDARP00000133871	13542264	13525993	ENSDART00000159647	amdhd2
3	ENSDARG00000103509	+	ENSDARP00000137661	13559236	13575919	ENSDART00000170105	si:ch73-106n3.2
3	ENSDARG00000104173	-	ENSDARP00000134914	13599448	13582426	ENSDART00000166639	tufm
3	ENSDARG00000102937	+	ENSDARP00000136523	13603272	13617713	ENSDART00000162124	hspbp1
3	ENSDARG00000103642	+	ENSDARP00000136160	13624864	13633266	ENSDART00000161451	pglyrp6
3	ENSDARG00000102436	+	ENSDARP00000141446	13641348	13682334	ENSDART00000166000	si:ch211-194b1.1
3	ENSDARG00000104847	+	ENSDARP00000136587	13830626	13836905	ENSDART00000159282	ptger1b
3	ENSDARG00000105177	+	ENSDARP00000148432	13848299	13877053	ENSDART00000184342	ilf3b
3	ENSDARG00000098825	+	ENSDARP00000132548	13879489	13900727	ENSDART00000164767	farsa
3	ENSDARG00000099695	-	ENSDARP00000141105	13920668	13915789	ENSDART00000159177	si:dkey-61n16.5
3	ENSDARG00000103187	+	ENSDARP00000137317	13930479	13935332	ENSDART00000164179	syce2
3	ENSDARG00000098831	-	ENSDARP00000136995	13930479	13941208	ENSDART00000166804	gcdhb
3	ENSDARG00000087188	-	ENSDARP00000111381	14101783	14100735	ENSDART00000127604	nfil3-6
3	ENSDARG00000097615	+	ENSDARP00000128120	14159426	14187151	ENSDART00000156766	si:ch211-108d22.2
3	ENSDARG00000097099	+	ENSDARP00000127824	14259186	14260498	ENSDART00000154470	si:ch211-108d22.1
3	ENSDARG00000101478	+	ENSDARP00000130484	14317832	14372744	ENSDART00000162023	plppr2a
3	ENSDARG00000098224	+	ENSDARP00000133377	14400267	14449101	ENSDART00000171726	tlcd4b
3	ENSDARG00000102398	+	ENSDARP00000134744	14464019	14486848	ENSDART00000170927	cnn1b
3	ENSDARG00000099453	-	ENSDARP00000136794	14497644	14497216	ENSDART00000172102	elof1
3	ENSDARG00000100677	+	ENSDARP00000135732	14502786	14507313	ENSDART00000168229	tmem205
3	ENSDARG00000101534	+	ENSDARP00000140965	14523603	14536799	ENSDART00000161403	rab3db
3	ENSDARG00000090834	+	ENSDARP00000137905	14544027	14561045	ENSDART00000161710	epor
3	ENSDARG00000093423	-	ENSDARP00000120384	14571417	14566082	ENSDART00000137197	swsap1
3	ENSDARG00000093469	+	ENSDARP00000146899	14581643	14605846	ENSDART00000182840	znf653
3	ENSDARG00000025757	+	ENSDARP00000122014	14625241	14637584	ENSDART00000140577	tspan35
3	ENSDARG00000062757	+	ENSDARP00000085503	14642216	14687207	ENSDART00000091070	zgc:158403
3	ENSDARG00000039338	-	ENSDARP00000115136	14642216	14692044	ENSDART00000133850	gadd45gip1
3	ENSDARG00000061836	+	ENSDARP00000084668	14768485	15050409	ENSDART00000090235	nfixb
3	ENSDARG00000088390	-	ENSDARP00000105189	15080177	15068770	ENSDART00000123002	nme4
3	ENSDARG00000041217	-	ENSDARP00000115069	15080177	15085837	ENSDART00000138328	xpo6
3	ENSDARG00000041223	-	ENSDARP00000150116	15139227	15134575	ENSDART00000180799	antkmt
3	ENSDARG00000092458	-	ENSDARP00000117544	15154487	15149858	ENSDART00000147704	si:dkey-282h22.5
3	ENSDARG00000044767	+	ENSDARP00000065804	15177562	15186292	ENSDART00000065805	tspan10
3	ENSDARG00000027749	-	ENSDARP00000029816	15210336	15193782	ENSDART00000037906	hirip3
3	ENSDARG00000044769	-	ENSDARP00000065806	15223927	15214881	ENSDART00000065807	kctd13
3	ENSDARG00000076052	-	ENSDARP00000098597	15264696	15234567	ENSDART00000111948	sez6l2
3	ENSDARG00000075813	+	ENSDARP00000117021	15273987	15284095	ENSDART00000141752	asphd1
3	ENSDARG00000028485	+	ENSDARP00000043800	15302550	15317011	ENSDART00000043801	cabp5b
3	ENSDARG00000015310	-	ENSDARP00000095113	15352301	15333086	ENSDART00000104338	pitpnbl
3	ENSDARG00000057679	+	ENSDARP00000078411	15361051	15391741	ENSDART00000083976	sh2b1
3	ENSDARG00000011597	+	ENSDARP00000115477	15394691	15425286	ENSDART00000133168	atxn2l
3	ENSDARG00000100334	-	ENSDARP00000131325	15445031	15428564	ENSDART00000163836	lat
3	ENSDARG00000070845	-	ENSDARP00000095136	15444394	15442414	ENSDART00000104361	si:dkey-56d12.4
3	ENSDARG00000011925	-	ENSDARP00000009970	15470942	15456209	ENSDART00000025324	spns1
3	ENSDARG00000011360	-	ENSDARP00000006646	15487063	15476847	ENSDART00000011320	nfatc2ip
3	ENSDARG00000002339	-	ENSDARP00000002714	15496065	15489962	ENSDART00000007726	sgf29
3	ENSDARG00000094557	+	ENSDARP00000119975	15505398	15505715	ENSDART00000141714	nupr1b
3	ENSDARG00000078736	+	ENSDARP00000144063	15550544	15608033	ENSDART00000176218	doc2a
3	ENSDARG00000092816	-	ENSDARP00000119053	15635225	15629516	ENSDART00000131310	si:dkey-93n13.2
3	ENSDARG00000094328	-	ENSDARP00000120796	15642982	15636073	ENSDART00000133957	si:dkey-93n13.1
3	ENSDARG00000026453	-	ENSDARP00000011194	15667598	15646961	ENSDART00000026658	zgc:66474
3	ENSDARG00000057707	-	ENSDARP00000074890	15678972	15670934	ENSDART00000080441	zgc:66443
3	ENSDARG00000021242	-	ENSDARP00000112736	15731387	15708737	ENSDART00000141142	mvp
3	ENSDARG00000057414	+	ENSDARP00000074525	15737400	15746169	ENSDART00000080075	phb
3	ENSDARG00000062302	+	ENSDARP00000084356	15775953	15795396	ENSDART00000089923	znf652
3	ENSDARG00000008403	+	ENSDARP00000154548	15809098	15809937	ENSDART00000183023	phospho1
3	ENSDARG00000038281	+	ENSDARP00000055786	15817742	15821285	ENSDART00000055787	natd1
3	ENSDARG00000070866	+	ENSDARP00000122121	15835041	15835550	ENSDART00000135299	tmem11
3	ENSDARG00000075726	-	ENSDARP00000122514	15859373	15849652	ENSDART00000135924	dhrs7b
3	ENSDARG00000079616	-	ENSDARP00000113117	15889246	15863285	ENSDART00000148363	cramp1
3	ENSDARG00000034427	+	ENSDARP00000055779	15893163	15900864	ENSDART00000055780	jpt2
3	ENSDARG00000062531	+	ENSDARP00000120365	15907455	15987419	ENSDART00000139206	mapk8ip3
3	ENSDARG00000100990	-	ENSDARP00000132457	16000110	15991067	ENSDART00000160628	nme3
3	ENSDARG00000057910	-	ENSDARP00000075118	16004270	16003393	ENSDART00000080672	mrps34
3	ENSDARG00000077737	-	ENSDARP00000117314	16035118	16021997	ENSDART00000143324	spsb3a
3	ENSDARG00000057853	-	ENSDARP00000014897	16055231	16045616	ENSDART00000023859	atp6v0ca
3	ENSDARG00000097322	-	ENSDARP00000142932	16068078	16068005	ENSDART00000157315	si:dkey-81l17.6
3	ENSDARG00000057867	-	ENSDARP00000051806	16109724	16074219	ENSDART00000051807	lasp1
3	ENSDARG00000035719	-	ENSDARP00000024581	16141680	16134920	ENSDART00000016616	arl5c
3	ENSDARG00000002167	-	ENSDARP00000057158	16227488	16157353	ENSDART00000057159	cacnb1
3	ENSDARG00000013307	+	ENSDARP00000105649	16229967	16232367	ENSDART00000121728	rpl19
3	ENSDARG00000093569	-	ENSDARP00000114526	16250426	16241376	ENSDART00000131972	bckdhbl
3	ENSDARG00000021195	+	ENSDARP00000104838	16266004	16281837	ENSDART00000122519	st8sia6
3	ENSDARG00000012261	-	ENSDARP00000028033	16411242	16389314	ENSDART00000017172	eftud2
3	ENSDARG00000062618	+	ENSDARP00000085200	16455749	16457014	ENSDART00000090767	kcnj12b
3	ENSDARG00000057984	-	ENSDARP00000075195	16532142	16513451	ENSDART00000080749	eps8l1a
3	ENSDARG00000007129	+	ENSDARP00000075217	16532142	16591648	ENSDART00000080771	slc6a16a
3	ENSDARG00000016480	+	ENSDARP00000095254	16612602	16654045	ENSDART00000104481	slc17a7a
3	ENSDARG00000013161	+	ENSDARP00000091733	16668609	16678677	ENSDART00000100961	zgc:55558
3	ENSDARG00000027689	-	ENSDARP00000055858	16718000	16687966	ENSDART00000055859	pold1
3	ENSDARG00000016875	+	ENSDARP00000145534	16724615	16746198	ENSDART00000182135	gys1
3	ENSDARG00000038297	-	ENSDARP00000055854	16760523	16747409	ENSDART00000055855	aspdh
3	ENSDARG00000038296	+	ENSDARP00000118503	16762580	16768383	ENSDART00000132732	tmem86b
3	ENSDARG00000093186	-	ENSDARP00000121133	16782428	16781545	ENSDART00000137108	si:dkey-30j10.5
3	ENSDARG00000015922	+	ENSDARP00000010065	16842266	16871452	ENSDART00000023985	stk17al
3	ENSDARG00000020847	+	ENSDARP00000020867	16929559	16972199	ENSDART00000017646	atp6v0a1a
3	ENSDARG00000076411	+	ENSDARP00000099909	16976540	17011877	ENSDART00000112450	cavin1a
3	ENSDARG00000022712	+	ENSDARP00000095292	17064562	17107005	ENSDART00000104519	stat3
3	ENSDARG00000019392	+	ENSDARP00000022542	17269061	17331718	ENSDART00000024832	stat5a
3	ENSDARG00000062575	+	ENSDARP00000085109	17456540	17523026	ENSDART00000090676	si:ch211-210g13.5
3	ENSDARG00000070932	+	ENSDARP00000095322	17537410	17541413	ENSDART00000104549	hcrt
3	ENSDARG00000062565	+	ENSDARP00000143994	17547532	17600882	ENSDART00000175485	kcnh4a
3	ENSDARG00000026712	+	ENSDARP00000033828	17634953	17650607	ENSDART00000034536	rab5c
3	ENSDARG00000104734	+	ENSDARP00000155753	17653846	17680114	ENSDART00000187937	kat2a
3	ENSDARG00000089463	+	ENSDARP00000110039	17689419	17710221	ENSDART00000126029	dhx58
3	ENSDARG00000114049	-	ENSDARP00000148068	17716320	17715687	ENSDART00000192664	CABZ01018956.1
3	ENSDARG00000058154	+	ENSDARP00000113568	17744570	17860047	ENSDART00000132622	znf385c
3	ENSDARG00000052594	-	ENSDARP00000068967	17871561	17868843	ENSDART00000074478	nkiras2
3	ENSDARG00000058148	+	ENSDARP00000131631	17878365	17907535	ENSDART00000166430	dnajc7
3	ENSDARG00000058140	+	ENSDARP00000075390	17910687	17927997	ENSDART00000080946	ttc25
3	ENSDARG00000070822	+	ENSDARP00000148933	17939828	17942858	ENSDART00000185047	cnp
3	ENSDARG00000099079	+	ENSDARP00000131909	17964246	18007786	ENSDART00000164663	aclya
3	ENSDARG00000009040	-	ENSDARP00000024330	18030690	18024356	ENSDART00000013540	si:ch73-141c7.1
3	ENSDARG00000027469	-	ENSDARP00000026566	18047088	18040590	ENSDART00000020376	hsd17b1
3	ENSDARG00000027461	+	ENSDARP00000038472	18050894	18060554	ENSDART00000035531	mettl26
3	ENSDARG00000076490	+	ENSDARP00000100846	18063178	18079392	ENSDART00000112384	ankrd40
3	ENSDARG00000032619	-	ENSDARP00000049239	18187510	18186546	ENSDART00000049240	tob1a
3	ENSDARG00000105157	-	ENSDARP00000141807	18274221	18270233	ENSDART00000161140	BX649434.3
3	ENSDARG00000074531	-	ENSDARP00000143928	18373423	18303409	ENSDART00000178522	spag9a
3	ENSDARG00000005254	-	ENSDARP00000011420	18384329	18377747	ENSDART00000027630	kdelr2a
3	ENSDARG00000093074	+	ENSDARP00000123634	18389401	18396274	ENSDART00000146114	si:ch211-139g16.8
3	ENSDARG00000077291	+	ENSDARP00000101605	18399320	18403134	ENSDART00000110842	rps2
3	ENSDARG00000028889	-	ENSDARP00000041841	18410875	18405267	ENSDART00000041842	ndufb10
3	ENSDARG00000116493	+	ENSDARP00000152693	18413461	18423078	ENSDART00000181295	GAA
3	ENSDARG00000090714	+	ENSDARP00000112093	18424244	18435393	ENSDART00000127796	gaa
3	ENSDARG00000036994	+	ENSDARP00000150892	18447604	18498371	ENSDART00000182342	tbc1d16
3	ENSDARG00000099441	+	ENSDARP00000132706	18556098	18562472	ENSDART00000158791	cbx4
3	ENSDARG00000087327	+	ENSDARP00000108616	18567611	18569432	ENSDART00000124329	cbx8a
3	ENSDARG00000089749	-	ENSDARP00000109513	18575866	18572451	ENSDART00000122968	aqp8b
3	ENSDARG00000062263	+	ENSDARP00000150915	18580056	18646728	ENSDART00000180967	arhgap17b
3	ENSDARG00000092455	+	ENSDARP00000116227	18580056	18646728	ENSDART00000143892	si:ch211-246e12.3
3	ENSDARG00000019932	-	ENSDARP00000048217	18672417	18655922	ENSDART00000048218	slc5a11
3	ENSDARG00000076103	-	ENSDARP00000152591	18710365	18677333	ENSDART00000183885	grid2ipa
3	ENSDARG00000038243	-	ENSDARP00000055766	18737075	18714297	ENSDART00000055767	e4f1
3	ENSDARG00000038242	-	ENSDARP00000055765	18753490	18744349	ENSDART00000055766	zgc:113333
3	ENSDARG00000062216	+	ENSDARP00000084112	18756257	18769140	ENSDART00000089679	narfl
3	ENSDARG00000025338	-	ENSDARP00000034038	18792485	18775321	ENSDART00000034373	hagh
3	ENSDARG00000031657	+	ENSDARP00000042367	18795793	18796452	ENSDART00000042368	fahd1
3	ENSDARG00000025436	-	ENSDARP00000115071	18805163	18801142	ENSDART00000133471	msrb1a
3	ENSDARG00000038239	+	ENSDARP00000145049	18809775	18833783	ENSDART00000180091	tnpo2
3	ENSDARG00000088560	+	ENSDARP00000147054	18841450	18920244	ENSDART00000181137	tmem104
3	ENSDARG00000093192	+	ENSDARP00000119175	18936550	18967299	ENSDART00000140330	si:ch211-198m1.1
3	ENSDARG00000078149	-	ENSDARP00000100014	19091022	19005190	ENSDART00000110554	grin2ca
3	ENSDARG00000005883	-	ENSDARP00000010260	19194222	19152296	ENSDART00000012335	rfx1a
3	ENSDARG00000070780	+	ENSDARP00000082236	19207243	19210442	ENSDART00000087803	rln3a
3	ENSDARG00000074850	+	ENSDARP00000112910	19216826	19238394	ENSDART00000134433	il12rb2l
3	ENSDARG00000077226	+	ENSDARP00000120295	19249031	19281247	ENSDART00000134514	smarca4a
3	ENSDARG00000029476	+	ENSDARP00000046296	19299309	19321404	ENSDART00000046297	ldlra
3	ENSDARG00000075380	+	ENSDARP00000102009	19336599	19355034	ENSDART00000111528	kri1
3	ENSDARG00000093622	+	ENSDARP00000059307	19357723	19363505	ENSDART00000059308	spc24
3	ENSDARG00000040526	-	ENSDARP00000115650	19367078	19365883	ENSDART00000132987	s1pr5a
3	ENSDARG00000056798	+	ENSDARP00000073808	19447237	19457365	ENSDART00000079352	zgc:123297
3	ENSDARG00000056791	+	ENSDARP00000134263	19464385	19465170	ENSDART00000169124	pde6ga
3	ENSDARG00000031534	+	ENSDARP00000073789	19468804	19474565	ENSDART00000079333	CU571315.1
3	ENSDARG00000101990	-	ENSDARP00000135621	19495779	19488677	ENSDART00000162248	CU571315.3
3	ENSDARG00000101956	-	ENSDARP00000140795	19495779	19507897	ENSDART00000162027	CU571315.2
3	ENSDARG00000056773	-	ENSDARP00000073779	19560985	19557926	ENSDART00000079323	zgc:163079
3	ENSDARG00000056768	+	ENSDARP00000073775	19609859	19610203	ENSDART00000079319	rprml
3	ENSDARG00000056767	+	ENSDARP00000014515	19621094	19649418	ENSDART00000025358	itgb3a
3	ENSDARG00000008105	+	ENSDARP00000006586	19665364	19682539	ENSDART00000007857	mettl2a
3	ENSDARG00000010779	+	ENSDARP00000003372	19687367	19716682	ENSDART00000006490	tlk2
3	ENSDARG00000078135	+	ENSDARP00000144542	19732173	19813526	ENSDART00000178684	mrc2
3	ENSDARG00000070735	-	ENSDARP00000112911	19899632	19851168	ENSDART00000134969	rnd2
3	ENSDARG00000056481	+	ENSDARP00000073439	19914611	19969190	ENSDART00000078982	vat1
3	ENSDARG00000056468	+	ENSDARP00000120787	20001629	20011521	ENSDART00000137944	asb16
3	ENSDARG00000056467	+	ENSDARP00000073431	20015303	20021513	ENSDART00000078974	tmub2
3	ENSDARG00000029331	-	ENSDARP00000094893	20039711	20026556	ENSDART00000104118	atxn7l3
3	ENSDARG00000035066	-	ENSDARP00000056613	20058415	20043931	ENSDART00000056614	ubtf
3	ENSDARG00000012881	-	ENSDARP00000032458	20088600	20066504	ENSDART00000029386	slc4a1a
3	ENSDARG00000089936	-	ENSDARP00000118513	20106092	20104447	ENSDART00000145285	selenow2b
3	ENSDARG00000038228	-	ENSDARP00000122385	20118282	20110571	ENSDART00000139902	selenow2a
3	ENSDARG00000088708	+	ENSDARP00000112207	20157234	20223961	ENSDART00000125281	ngfra
