Gene 1	Gene 2	id %	som %	E-value
FN3K (XP_415601.1)	FN3KRP (XP_024997351.1)	67%	80%	3e-156
LOC427799 (XP_024997419.1)	UTS2R (XP_004946151.1)	56%	70%	1e-134
ST6GALNAC1 (NP_990571.1)	ST6GALNAC2 (NP_990564.1)	40%	56%	8e-89
TRIM65 (XP_415625.2)	TRIM47 (XP_003642373.2)	24%	40%	2e-26
CACNG4 (NP_989463.1)	CACNG5 (XP_015135445.1)	32%	56%	6e-39
KCNJ16 (XP_024997438.1)	KCNJ2 (XP_024997316.1)	52%	69%	1e-122
LOC112530034 (XP_024997565.1)	NME1 (NP_001191690.1)	74%	84%	3e-19
OTOP2 (XP_004946417.1)	OTOP3 (XP_420115.3)	42%	62%	6e-157
LOC112530024 (XP_024997481.1)	LOC112530039 (XP_024997591.1)	100%	100%	0.0
ODF3L6 (XP_024997913.1)	LOC107050024 (XP_024997892.1)	66%	68%	4e-31
BORL1 (XP_024997894.1)	BORL4 (XP_015157682.1)	99%	99%	2e-74
CLDN4 (XP_003642430.1)	CLDN9 (XP_004946474.1)	56%	77%	1e-93
GTF2I (XP_015151442.2)	GTF2IRD1 (XP_015151448.1)	33%	48%	3e-81
UPK3BL (XP_415762.3)	UPK3B (XP_024997896.1)	39%	52%	3e-37
ASL2 (XP_015151222.1)	ASL1 (XP_015151170.1)	85%	89%	0.0
SERPINF2 (XP_024997830.1)	SERPINF1 (XP_015151232.1)	32%	52%	4e-64
TRPV1 (XP_024997657.1)	TRPV3 (XP_024997754.1)	43%	62%	0.0
SLC47A2 (XP_015151261.1)	SLC47A1 (XP_015151263.1)	61%	78%	0.0
LOC107054897 (XP_024998171.1)	LOC101752265 (XP_024998158.1)	89%	90%	0.0
FAM83D (XP_422895.3)	FAM83D_1 (XP_015152258.1)	83%	90%	2e-180
TPPNR1L (XP_015151931.1)	LOC771545 (XP_001233781.1)	54%	64%	6e-39
BPIFB6 (XP_015152082.1)	BPIL3 (XP_015152079.1)	30%	53%	1e-50
BPIFB4 (XP_024998085.1)	LOC101750367 (XP_004947241.2)	39%	58%	4e-29
ZFP64 (NP_001026040.1)	SALL4 (NP_001074341.1)	31%	48%	7e-16
PADIL (NP_990374.1)	PADI1 (NP_001305368.1)	60%	72%	0.0
ACTRT2 (XP_015152581.1)	ACT85CL (XP_015152582.1)	58%	75%	4e-164
LOC107057363 (XP_015157881.2)	HES5 (NP_001012713.1)	49%	63%	8e-53
TNFRSF4 (XP_024998242.1)	TNFRSF18 (NP_001026045.1)	26%	37%	8e-08
CTNNBIP1 (XP_015152428.1)	LZIC (XP_015152378.1)	41%	56%	3e-16
PLA2G5 (NP_001264973.1)	PLA2G2A (NP_001264843.1)	41%	57%	4e-33
TNFRSF1B (NP_989770.2)	TNFRSF8 (XP_015152304.2)	35%	49%	2e-25
CLDN19 (XP_003642589.2)	CLDN16L (XP_024998463.1)	25%	44%	3e-10
LOC107050901 (XP_015130072.2)	SFTPC (XP_024998643.1)	53%	70%	2e-31
GKN1 (XP_004947629.1)	LOC101751070 (XP_004947607.1)	30%	45%	7e-14
NKX2-6 (NP_990468.1)	NKX3-1 (XP_004947618.1)	40%	50%	6e-29
PRLHRL (XP_024998553.1)	ADRB3 (XP_428541.4)	24%	43%	1e-22
LOC112530178 (XP_024998638.1)	LOC112530179 (XP_024998639.1)	87%	87%	3e-126
LOC112530183 (XP_024998652.1)	LOC112530182 (XP_024998648.1)	52%	55%	5e-82
LOC107055013 (XP_024998808.1)	LOC112530227 (XP_024998924.1)	91%	92%	9e-154
LOC100857883 (XP_015153190.2)	CYSP1L (XP_024998880.1)	68%	81%	0.0
PPIE (XP_004947925.1)	PABPC4 (XP_015153392.2)	38%	57%	1e-12
NRGN (NP_001289084.1)	SPA17 (XP_001231469.2)	58%	84%	4e-06
TMEM45B (XP_015153597.1)	TMEM45BL (XP_004948029.1)	52%	67%	1e-98
OPCML (XP_015153436.1)	IGSF9B (XP_004948057.1)	31%	44%	1e-30
TMEM136-2 (XP_024998935.1)	TMEM136-1 (NP_001304665.1)	64%	74%	5e-115
LOC770165 (XP_024998983.1)	BUD13 (XP_015153512.1)	98%	98%	6e-139
APOA5 (XP_417939.2)	APOA4 (NP_990269.1)	28%	53%	2e-35
FXYD2 (XP_015153484.1)	FXYD6 (XP_015153545.1)	46%	66%	1e-16
CTSS (XP_015135493.1)	CTSK (NP_990302.2)	53%	69%	1e-122
SELENBP1L3 (XP_024999370.1)	SELENBP1 (XP_024999173.1)	77%	90%	0.0
RAB25 (XP_015153828.1)	RAB2B (XP_015153827.2)	67%	83%	2e-92
LOC112530297 (XP_024999365.1)	LOC107057476 (XP_024999351.1)	100%	100%	3e-95
LOC100859722 (NP_001264904.1)	LOC100859756 (NP_001264905.1)	98%	98%	2e-86
LOC431314 (XP_428865.1)	LOC769486 (XP_015153860.1)	57%	63%	3e-48
LOC100857468 (XP_004948294.2)	LOC101751614 (XP_004948301.1)	77%	83%	9e-32
EDYM2 (NP_001305933.1)	EDQREP (XP_015153874.1)	29%	44%	3e-09
EDQCM (NP_001305926.1)	EDDM (XP_015153873.1)	38%	52%	8e-26
LOC101750908 (XP_015153949.1)	SLAMF8 (XP_024999196.1)	38%	52%	6e-41
ETV3 (XP_015153944.1)	ETV3L (XP_015153943.1)	75%	81%	3e-75
LOR1 (XP_024999251.1)	EDGH (XP_015154010.1)	54%	63%	5e-11
EDMPN2 (NP_001338363.1)	EDMPN1 (NP_001035058.1)	58%	63%	8e-17
S100A9 (NP_001292080.1)	LOC101747386 (XP_004948278.1)	29%	50%	3e-11
S100A14 (XP_024999253.1)	S100A13 (XP_024999258.1)	37%	59%	3e-16
LOC107049673 (XP_024999276.1)	LOC107050229 (XP_024999279.1)	79%	90%	2e-123
CRP (NP_001034653.1)	LOC776376 (NP_001300649.1)	66%	77%	3e-95
MAPK14 (XP_001232616.1)	MAPK13 (XP_001234443.1)	64%	77%	3e-170
GSTM2 (NP_990421.1)	GST2L (XP_024999699.1)	71%	80%	7e-120
NFASC (XP_015154389.1)	CNTN2 (NP_001004395.1)	28%	43%	6e-98
DYRK3 (XP_015154544.1)	MAPKAPK2 (XP_015154548.1)	29%	46%	1e-17
PIGR (XP_015154414.1)	LOC101748581 (XP_024999539.1)	34%	59%	5e-75
HSD11B1a (XP_024999695.1)	HSD11B1b (XP_417988.2)	62%	74%	6e-134
GASTL (XP_425832.3)	PGC (NP_990208.1)	58%	74%	2e-171
PRELP (XP_418054.2)	OPTC (XP_015154367.1)	26%	41%	1e-17
LOC112530357 (XP_024999927.1)	LOC112530343 (XP_024999762.1)	81%	82%	9e-157
LOC107049042 (XP_015154643.1)	LOC768958 (XP_001232129.3)	37%	58%	2e-59
LOC107055227 (XP_015154671.1)	LOC107055225 (XP_015154668.1)	99%	100%	2e-71
LOC107055236 (XP_015154681.1)	LOC107055238 (XP_015154685.1)	86%	91%	1e-61
FK21 (XP_015154696.1)	LOC107049053 (XP_015129454.1)	88%	92%	3e-62
LOC107057561 (XP_015158128.1)	LOC431276 (XP_428829.2)	89%	92%	1e-62
LOC107057530 (XP_015158091.1)	LOC107057527 (XP_015158089.1)	99%	100%	7e-71
LOC428299 (XP_015154723.1)	LOC428298 (XP_003642816.2)	98%	99%	2e-70
LOC100858427 (XP_015154724.1)	LOC107055265 (XP_015154729.1)	82%	88%	4e-74
LOC428293 (XP_015154745.2)	LOC428291 (XP_425851.3)	83%	89%	4e-59
LOC428289 (XP_425849.1)	LOC107055259 (XP_015154717.2)	80%	83%	1e-52
LOC107057524 (XP_015158085.1)	LOC107057537 (XP_015158104.1)	100%	100%	7e-75
LOC107049570 (NP_001348111.1)	PYY (NP_990117.1)	42%	67%	2e-14
STAT5B (XP_015155078.1)	STAT3 (XP_015155086.1)	32%	50%	9e-99
LOC112530448 (XP_025000158.1)	LOC112530438 (XP_025000129.1)	96%	96%	0.0
TLE2L (XP_025000206.1)	AES (XP_015155223.1)	68%	78%	5e-45
LOC100858579 (XP_015155221.1)	CTSG (XP_423728.2)	42%	55%	1e-50
PLIN4 (XP_015155370.1)	PLIN5 (XP_015155506.1)	52%	68%	1e-131
OCEL1 (XP_015155579.2)	OCLN (XP_025000015.1)	27%	40%	3e-06
LOC420107 (XP_015155596.1)	LOC107055361 (XP_015155599.1)	31%	44%	1e-05
LOC112530469 (XP_025000270.1)	LOC101749846 (XP_015129467.2)	40%	57%	5e-124
SLC14A2Z (XP_015132909.1)	UT2LZ (XP_025000768.1)	68%	84%	0.0
CNTFR (XP_015132732.1)	IL11RA (XP_015132845.1)	34%	53%	1e-50
CCL19 (NP_001289097.1)	LOC100857191 (XP_003643029.1)	42%	62%	6e-17
TROJANZ (NP_001305388.1)	LOC100858953 (XP_015132974.2)	53%	69%	2e-104
CD72AG (NP_001026617.2)	CLEC5A (XP_003643020.1)	29%	46%	8e-12
F2RL1 (NP_001012626.1)	F2R (XP_424799.2)	37%	56%	8e-75
LOC112530599 (XP_025000756.1)	LOC107050470 (XP_015129704.2)	97%	98%	0.0
CD274 (XP_025000841.1)	PDCD1LG2 (XP_004949124.1)	51%	67%	3e-75
GNA14 (XP_025000564.1)	GNAQ (XP_025000487.1)	79%	91%	4e-149
FBP2 (XP_425039.1)	FBP1 (NP_001264977.1)	75%	90%	0.0
LOC770548 (XP_015135807.1)	FAM240A (NP_001182367.1)	44%	67%	5e-19
LOC112530682 (XP_025000886.1)	LOC112530683 (XP_025000887.1)	100%	100%	0.0
LOC107052425 (XP_015136268.1)	MROH7L2 (XP_015136235.1)	98%	100%	3e-172
MROH2BL13 (XP_025000893.1)	LOC107052394 (XP_015136178.1)	99%	99%	3e-172
LOC107052379 (XP_025000900.1)	MROH5 (XP_025000901.1)	95%	96%	0.0
HEATR8L6 (XP_025000680.1)	LOC112530579 (XP_025000682.1)	100%	100%	4e-151
LOC107052381 (XP_025000905.1)	LOC112530686 (XP_025000906.1)	100%	100%	2e-161
ADCY10L8 (XP_025000918.1)	LOC112530691 (XP_025000919.1)	98%	99%	2e-81
LOC112530524 (XP_025000600.1)	LOC112530525 (XP_025000601.1)	97%	98%	1e-125
LOC112530753 (XP_025000972.1)	LOC112530752 (XP_025000971.1)	98%	99%	8e-64
LOC107052443 (XP_015136327.2)	LOC107049342 (XP_025000714.1)	95%	95%	2e-92
LOC112530696 (XP_025000926.1)	LOC107052839 (XP_015138825.2)	100%	100%	1e-33
OR14A16L43 (XP_015128055.1)	OR14J1L47 (XP_025001333.1)	72%	84%	3e-92
LOC112530901 (XP_025001247.1)	LOC107056259 (XP_015156752.2)	95%	96%	4e-65
LOC112530902 (XP_025001248.1)	LOC112530809 (XP_025001097.1)	92%	94%	6e-73
LOC107049405 (XP_025001098.1)	OR14A16L28 (XP_003643650.4)	82%	88%	2e-130
LOC112530810 (XP_025001100.1)	LOC112530811 (XP_025001101.1)	85%	90%	3e-166
LOC112530879 (XP_025001195.1)	LOC112530813 (XP_025001102.1)	90%	92%	1e-67
OR14J1L4 (XP_003644035.3)	LOC112530817 (XP_025001107.1)	83%	89%	7e-87
OR14J1L110 (XP_003644036.4)	LOC112530818 (XP_025001108.1)	70%	85%	2e-12
LOC112530822 (XP_025001111.1)	OR14J1L37 (XP_015128373.2)	89%	92%	4e-74
OR14A16L13 (XP_025001112.1)	OR14J1L40 (XP_025001113.1)	79%	91%	3e-103
LOC107049399 (XP_025001117.1)	LOC112530825 (XP_025001118.1)	83%	92%	1e-102
OR14J1L6 (XP_015128039.2)	LOC107049210 (XP_025001119.1)	92%	94%	4e-68
OR14A16L19 (XP_025001123.1)	LOC107049213 (XP_015127995.2)	84%	93%	6e-154
OR14J1L111 (XP_015127997.1)	LOC107049237 (XP_015128041.2)	84%	91%	0.0
OR14A16L42 (XP_015128000.2)	OR14J1L107 (XP_015128001.2)	85%	93%	6e-97
LOC112530883 (XP_025001200.1)	LOC107049215 (XP_015128004.1)	92%	95%	1e-73
OR14J1L3 (XP_015128009.2)	OR14J1L39 (XP_015128040.1)	91%	94%	3e-65
LOC112530834 (XP_025001133.1)	OR14J1L33 (XP_001236945.3)	95%	97%	2e-69
LOC107049221 (XP_015128013.1)	LOC107049223 (XP_025001134.1)	74%	80%	1e-73
LOC107049224 (XP_015128015.2)	OR14J1L90 (XP_001233617.4)	82%	90%	3e-165
OR14J1L61 (XP_025001135.1)	LOC112530835 (XP_025001136.1)	82%	87%	3e-158
LOC112530836 (XP_025001137.1)	LOC112530837 (XP_025001138.1)	84%	90%	2e-70
LOC100857209 (XP_015128019.2)	LOC112530839 (XP_025001141.1)	89%	96%	3e-74
LOC112530889 (XP_025001206.1)	OR14J1L137 (XP_025001142.1)	84%	92%	1e-89
LOC107049228 (XP_015128026.1)	OR14C36L9 (XP_015128027.2)	82%	90%	3e-158
LOC112530876 (XP_025001192.1)	LOC112530931 (XP_025001329.1)	80%	90%	1e-136
LOC107049231 (XP_015128032.2)	LOC107049232 (XP_025001153.1)	87%	92%	1e-174
LOC112530850 (XP_025001155.1)	LOC112530851 (XP_025001156.1)	81%	88%	7e-134
OR14J1L135 (XP_001233853.4)	LOC107049253 (XP_015128072.2)	84%	90%	2e-167
OR14J1L60 (XP_015156727.1)	OR14J1L2 (XP_025001309.1)	84%	91%	3e-163
OR14J1L63 (XP_015156734.2)	OR14J1L98 (XP_015156736.1)	81%	89%	4e-93
OR14J1L82 (XP_025001162.1)	OR14A16L12 (XP_015156758.2)	80%	89%	2e-84
OR14A16L14 (XP_015156764.1)	LOC107049241 (XP_015128050.1)	86%	93%	8e-177
ZNF7L (XP_003643322.3)	LOC769660 (XP_015128051.1)	64%	75%	0.0
LOC107049262 (XP_025001222.1)	LOC101749222 (XP_025001307.1)	82%	82%	2e-169
ACVRL1 (XP_015155754.1)	ACVR1B (XP_015155752.2)	49%	62%	2e-144
LOC107049150 (XP_025001317.1)	LOC107049909 (XP_025001168.1)	51%	59%	3e-57
LOC112530866 (XP_025001180.1)	LOC112530867 (XP_025001181.1)	99%	99%	3e-156
LOC112530924 (XP_025001320.1)	LOC112530923 (XP_025001318.1)	99%	99%	0.0
AQP5 (XP_001231781.2)	AQP2 (XP_025001081.1)	65%	79%	2e-128
INHBE (XP_015128061.1)	LOC107049250 (XP_015128069.2)	44%	57%	6e-81
SYVN1 (XP_025001239.1)	LOC107050103 (XP_025001284.1)	41%	53%	2e-38
LOC100859726 (XP_015155884.2)	RDH16 (XP_015155883.1)	79%	85%	6e-159
LOC100857335 (XP_025001343.1)	MIP (NP_989597.1)	36%	48%	4e-23
TUBA1A (NP_001292201.1)	TUBA1A1 (XP_015155803.1)	99%	99%	0.0
ZNF853 (XP_015128531.1)	LOC107049457 (XP_015128528.2)	65%	78%	7e-65
FCER2 (XP_003643419.1)	CLEC17A (XP_423779.5)	40%	60%	3e-41
LOC107050007 (XP_025001742.1)	LOC112531064 (XP_025001744.1)	57%	63%	4e-64
LOC112531014 (XP_025001627.1)	LOC107049901 (XP_025001641.1)	75%	80%	4e-159
LOC101747443 (XP_025001638.1)	ZNF624 (XP_025001747.1)	62%	75%	6e-135
LOC112531071 (XP_025001752.1)	LOC107050186 (XP_025001753.1)	60%	71%	1e-99
LOC101749511 (XP_025001647.1)	LOC100857615 (XP_003643733.4)	47%	56%	7e-36
VH26L10 (XP_025001759.1)	LOC101750160 (XP_025001760.1)	77%	82%	1e-66
TARM1L (XP_001236760.3)	LOC107049973 (XP_025001855.1)	62%	75%	8e-34
LOC107050973 (XP_025001864.1)	LOC107049972 (XP_025001764.1)	61%	67%	2e-30
IGSF1L8 (XP_025001865.1)	LOC100857860 (XP_025001767.1)	62%	74%	7e-41
LOC107049924 (XP_025001821.1)	LOC112531096 (XP_025001768.1)	64%	69%	7e-94
LOC112531103 (XP_025001774.1)	LOC112531123 (XP_025001818.1)	55%	64%	5e-107
CHIR-AB-502 (XP_025001842.1)	LOC107050937 (XP_025001826.1)	43%	58%	1e-19
LOC107050275 (XP_025001858.1)	LOC107050509 (XP_015129728.1)	49%	60%	5e-29
LOC112531136 (XP_025001862.1)	LOC112531107 (XP_025001783.1)	71%	77%	5e-98
LOC100859680 (XP_025001789.1)	LOC107049062 (XP_025001866.1)	46%	59%	6e-46
LOC107049967 (XP_015129258.2)	LOC107049793 (XP_025001839.1)	80%	85%	4e-124
LOC107050931 (XP_025001852.1)	LOC107050930 (XP_025001795.1)	60%	68%	3e-93
LOC107050277 (XP_025001797.1)	LOC107050276 (XP_025001847.1)	78%	87%	2e-50
LOC107049379 (XP_025001869.1)	LOC107049386 (XP_015128348.2)	100%	100%	7e-07
LOC101747860 (XP_015156059.1)	LOC101748207 (XP_015156088.1)	40%	49%	5e-46
LOC107049000 (XP_025001679.1)	BTN3A3 (XP_015156030.1)	98%	99%	0.0
LOC112531049 (XP_025001672.1)	UTRIM39L (XP_025001690.1)	75%	83%	7e-164
LOC112531114 (XP_025001803.1)	LOC112531115 (XP_025001804.1)	70%	78%	9e-90
LOC112529946 (XP_025001805.1)	LOC112531165 (XP_025001888.1)	48%	58%	6e-54
IGSF1L6 (XP_025001883.1)	LOC107049149 (XP_015128924.2)	70%	76%	3e-139
LOC112531117 (XP_025001810.1)	LOC107051138 (XP_025001882.1)	69%	79%	2e-93
LOC112531119 (XP_025001812.1)	LOC112531166 (XP_025001889.1)	63%	76%	5e-41
EYY68_mgp04 (YP_009555270.1)	EYY68_mgp03 (YP_009555271.1)	28%	45%	3e-18
