Gene 1	Gene 2	id %	som %	E-value
PDGFRA (XP_006714104.1)	KIT (NP_001087241.1)	31%	47%	2e-94
EXOC1L (NP_001338503.1)	EXOC1 (NP_001020095.1)	32%	56%	4e-20
TMPRSS11D (XP_005265767.1)	TMPRSS11A (NP_001107859.1)	43%	61%	5e-96
TMPRSS11A (NP_001107859.1)	TMPRSS11F (NP_997290.2)	45%	64%	2e-122
TMPRSS11F (NP_997290.2)	TMPRSS11B (NP_872308.2)	39%	59%	1e-113
UGT2B17 (NP_001068.1)	UGT2B15 (NP_001067.2)	94%	97%	0.0
UGT2B4 (NP_001284545.1)	UGT2A2 (NP_001288162.1)	63%	73%	3e-170
SULT1B1 (NP_055280.2)	SULT1E1 (NP_005411.1)	57%	76%	2e-123
STATH (NP_003145.1)	HTN3 (NP_000191.1)	68%	80%	9e-12
HTN3 (NP_000191.1)	HTN1 (NP_002150.1)	75%	81%	2e-29
SMR3A (NP_036522.3)	SMR3B (NP_006676.1)	100%	100%	7e-15
ALB (NP_000468.1)	AFP (NP_001125.1)	40%	60%	5e-174
AFP (NP_001125.1)	AFM (NP_001124.1)	40%	61%	8e-165
CXCL8 (NP_000575.1)	CXCL6 (NP_002984.1)	37%	70%	3e-18
CXCL6 (NP_002984.1)	PF4V1 (NP_002611.1)	42%	72%	2e-20
PF4V1 (NP_002611.1)	CXCL1 (NP_001502.1)	45%	69%	4e-20
PF4 (NP_002610.1)	PPBP (NP_002695.1)	58%	77%	2e-25
PPBP (NP_002695.1)	CXCL5 (NP_002985.1)	56%	83%	2e-28
CXCL5 (NP_002985.1)	CXCL3 (NP_002081.2)	53%	78%	4e-27
CXCL3 (NP_002081.2)	CXCL2 (NP_002080.1)	88%	93%	5e-57
EPGN (XP_011530119.1)	EREG (NP_001423.1)	40%	59%	1e-13
EREG (NP_001423.1)	AREG (NP_001648.1)	24%	48%	3e-10
CXCL9 (NP_002407.1)	CXCL10 (NP_001556.2)	38%	63%	4e-21
CXCL10 (NP_001556.2)	CXCL11 (NP_001289052.1)	33%	55%	1e-15
HNRNPD (NP_112738.1)	HNRNPDL (NP_001193929.1)	66%	82%	1e-101
HSD17B13 (NP_001129702.1)	HSD17B11 (NP_057329.3)	57%	69%	2e-117
HERC6 (XP_005263140.1)	HERC5 (XP_011530324.2)	64%	78%	6e-165
ADH5 (NP_000662.3)	ADH4 (NP_001293101.1)	62%	78%	5e-177
ADH4 (NP_001293101.1)	ADH6 (NP_001095940.1)	59%	72%	2e-160
ADH6 (NP_001095940.1)	ADH1A (NP_000658.1)	63%	78%	1e-177
ADH1A (NP_000658.1)	ADH1B (NP_000659.2)	94%	97%	0.0
ADH1B (NP_000659.2)	ADH1C (NP_000660.1)	94%	98%	0.0
ADH1C (NP_000660.1)	ADH7 (NP_000664.2)	69%	84%	0.0
SLC9B1 (NP_001094344.2)	SLC9B2 (NP_001357130.1)	55%	73%	1e-168
GYPE (NP_941391.2)	GYPB (XP_011530206.1)	60%	71%	4e-14
GYPB (XP_011530206.1)	GYPA (NP_001295119.1)	51%	59%	2e-19
FGA (NP_000499.1)	FGG (NP_000500.2)	43%	62%	7e-60
GUCY1A1 (NP_001124159.1)	GUCY1B1 (NP_000848.1)	37%	54%	1e-97
DDX60 (XP_024309900.1)	DDX60L (XP_011530707.1)	64%	77%	0.0
GALNTL6 (XP_016863732.1)	GALNT7 (NP_001362528.1)	49%	70%	5e-100
CLDN22 (NP_001104789.1)	CLDN24 (NP_001172078.1)	91%	93%	3e-127
KLKB1 (XP_016863670.1)	F11 (XP_005262878.1)	57%	73%	0.0
ZDHHC11B (XP_016865611.1)	ZDHHC11 (XP_016865360.1)	94%	95%	0.0
SLC6A19 (NP_001003841.1)	SLC6A18 (NP_872438.2)	54%	74%	0.0
OTULINL (NP_061891.1)	OTULIN (XP_011512453.1)	41%	64%	3e-79
H3Y2 (NP_001358848.1)	H3Y1 (NP_001342187.1)	98%	98%	2e-96
CDH18 (NP_001336491.1)	CDH12 (NP_001351033.1)	56%	74%	0.0
CDH10 (NP_001304151.1)	CDH9 (NP_057363.3)	76%	90%	3e-94
UGT3A1 (NP_689617.3)	UGT3A2 (XP_016864639.1)	78%	87%	0.0
GZMK (NP_002095.1)	GZMA (NP_006135.2)	45%	64%	5e-73
MARVELD2 (NP_001033692.2)	OCLN (NP_002529.1)	31%	53%	3e-15
LOC112267939 (XP_024302052.1)	LOC112267940 (XP_024302053.1)	100%	100%	1e-140
F2R (NP_001298242.1)	F2RL1 (NP_005233.4)	41%	60%	5e-67
BHMT2 (NP_060084.2)	BHMT (NP_001704.2)	76%	84%	0.0
ERAP2 (NP_001316158.1)	LNPEP (XP_024301813.1)	42%	59%	0.0
SLCO4C1 (XP_011541672.1)	SLCO6A1 (NP_001294943.1)	45%	62%	9e-60
SLC22A4 (XP_011541891.1)	SLC22A5 (NP_001295051.1)	64%	79%	2e-122
PCDHA1 (NP_113598.1)	PCDHA2 (NP_061728.1)	81%	87%	0.0
PCDHA9 (NP_054724.1)	PCDHA10 (NP_061724.1)	80%	86%	0.0
PCDHA11 (NP_114067.1)	PCDHA12 (NP_061726.1)	79%	85%	0.0
PCDHAC2 (NP_061722.1)	PCDHB1 (NP_037472.2)	42%	59%	0.0
PCDHB1 (NP_037472.2)	PCDHB2 (NP_061759.1)	52%	71%	0.0
PCDHB2 (NP_061759.1)	PCDHB3 (NP_061760.1)	80%	88%	0.0
PCDHB3 (NP_061760.1)	PCDHB4 (NP_061761.1)	77%	85%	0.0
PCDHB4 (NP_061761.1)	PCDHB5 (NP_056484.2)	78%	87%	0.0
PCDHB5 (NP_056484.2)	PCDHB6 (NP_061762.2)	78%	87%	0.0
PCDHB6 (NP_061762.2)	PCDHB7 (NP_061763.1)	72%	82%	0.0
PCDHB7 (NP_061763.1)	PCDHB8 (NP_061993.3)	73%	83%	0.0
PCDHB8 (NP_061993.3)	PCDHB16 (NP_066008.2)	80%	88%	0.0
PCDHB16 (NP_066008.2)	PCDHB9 (NP_061992.3)	75%	86%	0.0
PCDHB9 (NP_061992.3)	PCDHB10 (NP_061753.1)	90%	93%	0.0
PCDHB10 (NP_061753.1)	PCDHB11 (NP_061754.1)	74%	83%	0.0
PCDHB11 (NP_061754.1)	PCDHB12 (NP_061755.1)	89%	93%	0.0
PCDHB12 (NP_061755.1)	PCDHB13 (NP_061756.1)	75%	84%	0.0
PCDHB13 (NP_061756.1)	PCDHB14 (NP_061757.1)	74%	84%	0.0
PCDHB14 (NP_061757.1)	PCDHB15 (NP_061758.1)	76%	87%	0.0
SPINK5 (NP_001121170.1)	SPINK14 (NP_001001325.1)	44%	63%	2e-11
SPINK14 (NP_001001325.1)	SPINK6 (NP_001182219.1)	46%	57%	2e-09
SPINK13 (NP_001035218.1)	SPINK7 (NP_115955.1)	39%	54%	2e-09
SPINK7 (NP_115955.1)	SPINK9 (XP_016865198.1)	42%	59%	8e-16
CSF1R (NP_005202.2)	PDGFRB (NP_001341945.1)	36%	52%	8e-153
SLC36A3 (NP_861439.3)	SLC36A2 (NP_861441.2)	59%	76%	0.0
TIMD4 (XP_016865510.1)	HAVCR1 (XP_024301791.1)	51%	63%	2e-29
HAVCR1 (XP_024301791.1)	HAVCR2 (NP_116171.3)	36%	50%	2e-28
GABRA6 (NP_000802.2)	GABRA1 (NP_000797.2)	62%	73%	7e-179
GABRA1 (NP_000797.2)	GABRG2 (NP_001362278.1)	46%	62%	3e-117
ZNF354B (NP_478137.1)	ZFP2 (NP_085116.2)	50%	67%	9e-151
ZFP2 (NP_085116.2)	ZNF454 (NP_001171560.1)	52%	69%	8e-152
ZNF879 (XP_011532853.1)	ZNF354C (NP_055409.1)	52%	66%	0.0
BTNL8 (NP_001153181.1)	BTNL3 (NP_932079.1)	75%	83%	0.0
BTNL3 (NP_932079.1)	BTNL9 (XP_006714888.1)	41%	56%	1e-93
FOXQ1 (NP_150285.3)	FOXF2 (NP_001443.1)	61%	78%	8e-37
FOXF2 (NP_001443.1)	FOXC1 (NP_001444.2)	65%	81%	2e-43
SERPINB1 (XP_011512635.1)	SERPINB9 (XP_016866431.1)	51%	67%	2e-117
SERPINB9 (XP_016866431.1)	SERPINB6 (NP_001284629.1)	63%	80%	2e-145
TUBB2A (NP_001060.1)	TUBB2B (NP_821080.1)	99%	99%	0.0
TMEM14C (NP_001158730.1)	TMEM14B (NP_001273417.1)	75%	82%	3e-51
SLC17A1 (XP_016866690.1)	SLC17A3 (NP_006623.2)	41%	55%	1e-125
SLC17A3 (NP_006623.2)	SLC17A2 (XP_006715012.1)	59%	73%	7e-131
H2BC5 (XP_005249096.1)	H2BC6 (NP_003514.2)	99%	99%	2e-93
BTN3A1 (XP_005248891.1)	BTN3A3 (NP_008925.1)	83%	90%	0.0
BTN3A3 (NP_008925.1)	BTN2A1 (NP_001184162.1)	44%	60%	5e-127
BTN2A1 (NP_001184162.1)	BTN1A1 (NP_001723.2)	47%	62%	5e-141
OR2B6 (NP_036499.1)	OR1F12 (NP_001342354.1)	44%	62%	2e-92
ZNF165 (NP_001363423.1)	ZSCAN16 (XP_016866813.1)	63%	75%	1e-48
ZSCAN16 (XP_016866813.1)	ZKSCAN8 (XP_016866755.1)	38%	53%	6e-74
ZKSCAN8 (XP_016866755.1)	ZSCAN9 (XP_016866756.1)	41%	57%	7e-74
ZSCAN26 (NP_001018854.2)	PGBD1 (NP_001171672.1)	53%	68%	1e-30
ZSCAN12 (XP_011513319.1)	ZSCAN23 (XP_011512710.1)	50%	63%	2e-129
OR2W1 (NP_112165.1)	OR2B3 (NP_001005226.1)	55%	73%	5e-127
OR2J1 (NP_001335223.1)	OR2J3 (NP_001005216.2)	90%	93%	0.0
OR2J3 (NP_001005216.2)	OR2J2 (NP_112167.2)	89%	92%	0.0
OR2J2 (NP_112167.2)	OR14J1 (NP_112208.1)	41%	62%	8e-86
OR5V1 (XP_011513232.1)	OR12D3 (NP_112221.1)	44%	67%	2e-93
OR12D2 (NP_039224.2)	OR12D1 (NP_001335137.1)	90%	93%	0.0
OR10C1 (NP_039229.3)	OR2H1 (XP_016866228.1)	45%	62%	1e-92
HLA-F (NP_061823.2)	HLA-G (NP_002118.1)	79%	87%	0.0
HLA-G (NP_002118.1)	HLA-A (NP_002107.3)	83%	91%	0.0
RNF39 (NP_079512.2)	TRIM31 (XP_011512566.1)	27%	42%	5e-08
MUC21 (NP_001010909.2)	MUC22 (NP_001185744.1)	41%	46%	2e-20
HLA-C (NP_002108.4)	HLA-B (NP_005505.2)	86%	91%	0.0
MICA (NP_001276081.1)	MICB (NP_001276089.1)	82%	86%	7e-142
LTA (XP_011512920.1)	TNF (NP_000585.2)	34%	52%	3e-26
HSPA1A (NP_005336.3)	HSPA1B (NP_005337.2)	100%	100%	0.0
C2 (NP_001269386.1)	CFB (NP_001701.2)	39%	57%	2e-103
C4A (NP_009224.2)	C4B (NP_001002029.3)	99%	99%	0.0
HLA-DRB5 (XP_011512864.1)	HLA-DRB1 (NP_002115.2)	89%	93%	4e-171
HLA-DQB2 (XP_011512862.1)	HLA-DOB (NP_002111.1)	58%	73%	8e-105
HLA-DMB (NP_002109.2)	HLA-DMA (NP_006111.2)	24%	41%	2e-08
HLA-DOA (NP_002110.1)	HLA-DPA1 (NP_001229454.1)	58%	72%	9e-95
MAPK14 (NP_620583.1)	MAPK13 (NP_002745.1)	66%	82%	2e-130
KCNK5 (NP_003731.1)	KCNK17 (NP_113648.2)	35%	53%	2e-44
KCNK17 (NP_113648.2)	KCNK16 (XP_016866835.1)	45%	67%	3e-63
TREML1 (XP_016866313.1)	TREM2 (NP_001258750.1)	31%	43%	1e-09
ADGRF5 (NP_056049.4)	ADGRF1 (XP_016866224.1)	36%	56%	3e-110
ADGRF2 (NP_722581.4)	ADGRF4 (NP_722580.3)	51%	68%	0.0
CRISP2 (XP_011513145.1)	CRISP3 (NP_001177915.1)	64%	71%	6e-104
DEFB113 (NP_001032818.1)	DEFB110 (NP_001032817.1)	38%	46%	6e-09
DEFB110 (NP_001032817.1)	DEFB112 (NP_001355986.1)	39%	51%	1e-09
TFAP2D (NP_758438.2)	TFAP2B (XP_016866722.1)	49%	61%	3e-117
GSTA2 (NP_000837.3)	GSTA1 (NP_001305988.1)	95%	97%	1e-89
GSTA1 (NP_001305988.1)	GSTA5 (NP_714543.1)	90%	92%	7e-85
GSTA5 (NP_714543.1)	GSTA3 (XP_006715135.1)	87%	93%	2e-112
GSTA3 (XP_006715135.1)	GSTA4 (XP_005249092.1)	51%	74%	1e-67
KIAA1586 (NP_001273203.1)	ZNF451 (NP_056370.2)	100%	100%	1e-18
KHDC1L (NP_001119535.1)	KHDC1 (NP_001238803.1)	84%	91%	8e-81
KHDC1 (NP_001238803.1)	DPPA5 (NP_001020461.1)	25%	51%	7e-07
GABRR1 (NP_001254511.1)	GABRR2 (NP_002034.3)	79%	88%	0.0
BVES (NP_001186492.1)	POPDC3 (NP_071756.2)	33%	55%	7e-47
TSPYL4 (NP_067680.3)	TSPYL1 (NP_003300.1)	52%	61%	2e-132
CALHM6 (NP_001010919.1)	CALHM5 (NP_714922.1)	41%	60%	1e-79
CALHM5 (NP_714922.1)	CALHM4 (XP_011533864.1)	29%	46%	4e-13
TAAR9 (NP_778227.3)	TAAR8 (NP_444508.1)	68%	81%	5e-175
TAAR8 (NP_444508.1)	TAAR6 (NP_778237.1)	80%	88%	0.0
TAAR5 (NP_003958.2)	TAAR2 (NP_001028252.1)	43%	62%	5e-96
TAAR2 (NP_001028252.1)	TAAR1 (NP_612200.1)	50%	66%	5e-113
VNN1 (NP_004657.2)	VNN3 (NP_001355085.1)	59%	76%	5e-83
VNN3 (NP_001355085.1)	VNN2 (XP_016866897.1)	52%	73%	2e-78
SAMD5 (NP_001025231.1)	SASH1 (XP_016866088.1)	36%	61%	4e-08
RAET1E (XP_016865775.1)	RAET1G (NP_001001788.2)	36%	54%	8e-38
ULBP2 (XP_016866810.1)	ULBP1 (NP_079494.1)	61%	71%	5e-88
RAET1L (NP_570970.2)	ULBP3 (NP_078794.1)	54%	64%	3e-86
ZNF853 (NP_001340475.1)	ZNF316 (NP_001265488.1)	54%	66%	1e-46
AGR2 (XP_005249638.1)	AGR3 (XP_011513454.1)	65%	79%	4e-71
TWIST1 (NP_000465.1)	FERD3L (NP_690862.1)	52%	73%	4e-17
HOXA2 (NP_006726.1)	HOXA3 (XP_011513645.1)	47%	62%	9e-34
HOXA3 (XP_011513645.1)	HOXA4 (NP_002132.3)	54%	67%	1e-30
HOXA4 (NP_002132.3)	HOXA5 (NP_061975.2)	75%	84%	1e-48
HOXA5 (NP_061975.2)	HOXA6 (NP_076919.1)	74%	86%	5e-46
HOXA6 (NP_076919.1)	HOXA7 (NP_008827.2)	78%	84%	1e-42
HOXA7 (NP_008827.2)	HOXA9 (NP_689952.1)	69%	80%	1e-26
HOXA9 (NP_689952.1)	HOXA10 (NP_061824.3)	79%	94%	7e-40
HOXA10 (NP_061824.3)	HOXA11 (NP_005514.1)	64%	87%	1e-30
HOXA11 (NP_005514.1)	HOXA13 (NP_000513.2)	59%	80%	1e-22
GHRHR (NP_000814.2)	ADCYAP1R1 (NP_001186565.1)	40%	56%	8e-111
ZNF716 (NP_001152751.1)	ZNF727 (XP_016867714.1)	56%	66%	3e-177
ZNF727 (XP_016867714.1)	ZNF735 (NP_001152996.1)	53%	63%	4e-137
ZNF735 (NP_001152996.1)	ZNF679 (NP_699194.2)	81%	87%	0.0
ZNF679 (NP_699194.2)	ZNF736 (NP_001281184.1)	76%	85%	1e-42
GTF2IRD1 (NP_001186136.1)	GTF2I (NP_001267729.1)	35%	53%	7e-43
CCL26 (NP_006063.1)	CCL24 (NP_001358122.1)	34%	58%	2e-16
SPDYE17 (NP_001338280.1)	SPDYE18 (NP_001338277.1)	82%	87%	2e-152
SEMA3E (NP_036563.1)	SEMA3A (NP_006071.1)	48%	67%	0.0
SEMA3A (NP_006071.1)	SEMA3D (XP_016867362.1)	55%	74%	0.0
ABCB4 (XP_011514612.3)	ABCB1 (NP_001335875.1)	73%	84%	0.0
STEAP1 (NP_036581.1)	STEAP2 (NP_001231873.1)	55%	75%	5e-106
SAMD9 (NP_001180236.1)	SAMD9L (NP_001290429.1)	60%	75%	0.0
GNGT1 (NP_068774.1)	GNG11 (NP_004117.1)	76%	89%	3e-40
PON1 (NP_000437.3)	PON3 (NP_000931.1)	61%	79%	1e-160
PON3 (NP_000931.1)	PON2 (NP_001018171.1)	63%	78%	2e-163
ARPC1A (NP_001177925.1)	ARPC1B (XP_024302396.1)	68%	84%	0.0
CYP3A5 (NP_000768.1)	CYP3A7-CYP3A51P (NP_001243426.2)	82%	91%	0.0
CYP3A7 (NP_000756.3)	CYP3A4 (NP_001189784.1)	88%	94%	0.0
ZKSCAN1 (NP_001333508.1)	ZSCAN21 (NP_666019.1)	72%	84%	8e-41
PILRB (NP_001358860.1)	PILRA (XP_024302507.1)	80%	86%	5e-109
MUC3A (NP_005951.1)	MUC12 (NP_001157934.1)	30%	50%	3e-65
MUC12 (NP_001157934.1)	MUC17 (NP_001035194.1)	38%	59%	9e-100
LAMB1 (XP_016867690.1)	LAMB4 (XP_011514277.1)	42%	58%	0.0
CAV2 (NP_001224.1)	CAV1 (NP_001166366.1)	41%	61%	2e-34
RNF133 (NP_631914.1)	RNF148 (NP_932351.1)	59%	75%	2e-122
HYAL4 (XP_016867400.1)	SPAM1 (NP_003108.2)	47%	65%	5e-140
FAM71F2 (XP_011514438.1)	FAM71F1 (NP_001269718.1)	46%	60%	5e-37
CPA2 (NP_001860.2)	CPA4 (NP_001156918.1)	59%	72%	0.0
CPA4 (NP_001156918.1)	CPA5 (XP_011515006.1)	44%	61%	2e-102
CPA5 (XP_011515006.1)	CPA1 (NP_001859.1)	59%	76%	6e-147
AKR1B10 (NP_064695.3)	AKR1B15 (NP_001074007.2)	91%	95%	0.0
ZC3HAV1L (XP_011514990.1)	ZC3HAV1 (NP_064504.2)	40%	58%	2e-54
TAS2R3 (NP_058639.1)	TAS2R4 (NP_058640.1)	32%	51%	8e-36
TAS2R4 (NP_058640.1)	TAS2R5 (NP_061853.1)	27%	49%	2e-24
MGAM (XP_016868261.1)	MGAM2 (XP_024302765.1)	64%	77%	0.0
PRSS1 (XP_011514713.1)	PRSS2 (NP_001290343.1)	85%	90%	5e-153
TRPV6 (NP_061116.5)	TRPV5 (NP_062815.3)	76%	84%	0.0
TAS2R39 (NP_795362.2)	TAS2R40 (NP_795363.1)	57%	71%	4e-111
TAS2R60 (NP_803186.1)	TAS2R41 (NP_795364.2)	42%	57%	2e-73
OR2F2 (NP_001004685.1)	OR2F1 (XP_011514322.1)	90%	93%	0.0
OR2F1 (XP_011514322.1)	OR6B1 (NP_001005281.1)	44%	61%	5e-85
OR6B1 (NP_001005281.1)	OR2A5 (NP_036497.1)	43%	65%	2e-87
OR2A5 (NP_036497.1)	OR2A25 (NP_001004488.1)	66%	81%	2e-146
OR2A25 (NP_001004488.1)	OR2A12 (NP_001004135.1)	64%	80%	3e-142
OR2A12 (NP_001004135.1)	OR2A2 (NP_001005480.2)	70%	85%	5e-170
OR2A2 (NP_001005480.2)	OR2A14 (NP_001001659.1)	77%	87%	0.0
OR2A42 (NP_001001802.2)	OR2A7 (NP_001005328.1)	71%	82%	2e-153
ZNF786 (NP_689624.2)	ZNF425 (NP_001001661.1)	36%	50%	8e-147
ZNF398 (NP_065832.1)	ZNF282 (XP_006716214.1)	61%	75%	7e-65
ZNF282 (XP_006716214.1)	ZNF212 (NP_036388.2)	61%	74%	5e-75
ZNF212 (NP_036388.2)	ZNF783 (NP_001182149.1)	40%	49%	1e-111
ZNF777 (NP_056509.2)	ZNF746 (NP_689770.3)	38%	51%	5e-115
REPIN1 (NP_001349675.1)	ZNF775 (NP_775951.2)	35%	46%	4e-76
GIMAP8 (NP_783161.1)	GIMAP7 (NP_694968.1)	44%	65%	2e-45
GIMAP2 (NP_056475.1)	GIMAP1-GIMAP5 (NP_001186506.1)	42%	61%	3e-74
GIMAP1 (NP_570115.1)	GIMAP5 (NP_060854.2)	47%	64%	2e-71
GALNTL5 (XP_006715925.1)	GALNT11 (NP_001358387.1)	52%	67%	3e-158
DEFA6 (NP_001917.1)	DEFA4 (NP_001916.1)	47%	59%	6e-25
DEFA4 (NP_001916.1)	DEFA1 (XP_011533042.1)	47%	62%	1e-27
DEFA1 (XP_011533042.1)	DEFA1B (NP_001035965.1)	100%	100%	6e-70
DEFA1B (NP_001035965.1)	DEFA3 (XP_011533043.1)	99%	99%	4e-69
DEFA3 (XP_011533043.1)	DEFA5 (NP_066290.1)	49%	59%	1e-27
USP17L1 (NP_001243802.1)	USP17L4 (NP_001243803.1)	97%	98%	0.0
DEFB4B (NP_001192195.1)	DEFB103B (NP_061131.1)	42%	61%	1e-08
DEFB105B (NP_001035793.1)	DEFB107B (NP_001035795.1)	30%	36%	6e-06
DEFB107A (NP_001032757.2)	DEFB105A (NP_689463.1)	30%	36%	6e-06
DEFB103A (NP_001075020.1)	DEFB4A (NP_004933.1)	42%	61%	5e-07
USP17L8 (NP_001243801.1)	USP17L3 (NP_001243800.1)	95%	96%	0.0
USP17L7 (NP_001243798.1)	USP17L2 (NP_958804.2)	92%	95%	0.0
NAT1 (XP_016869436.1)	NAT2 (XP_016868427.1)	81%	89%	1e-174
TNFRSF10D (NP_003831.2)	TNFRSF10A (NP_003835.3)	44%	55%	3e-71
NKX3-1 (NP_001243268.1)	NKX2-6 (NP_001129743.2)	46%	58%	1e-26
ADAM28 (XP_005273437.1)	ADAMDEC1 (NP_001138743.1)	46%	65%	4e-120
ADAMDEC1 (NP_001138743.1)	ADAM7 (NP_003808.2)	38%	57%	4e-86
ADAM9 (NP_003807.1)	ADAM32 (NP_001300923.1)	29%	46%	2e-99
ADAM32 (NP_001300923.1)	ADAM18 (NP_055052.1)	52%	74%	4e-92
IDO1 (NP_002155.1)	IDO2 (NP_919270.2)	44%	64%	3e-118
PI15 (NP_001311332.1)	CRISPLD1 (NP_113649.1)	55%	71%	5e-99
PMP2 (NP_001335310.1)	FABP9 (NP_001073995.1)	79%	83%	3e-12
FABP9 (NP_001073995.1)	FABP4 (NP_001433.1)	64%	84%	3e-66
FABP4 (NP_001433.1)	FABP12 (XP_011515879.1)	56%	70%	5e-52
CA3 (NP_005172.1)	CA2 (NP_001280604.1)	56%	70%	4e-60
LOC101929627 (XP_005251179.1)	LOC100288562 (XP_002342903.1)	100%	100%	0.0
SLURP1 (NP_065160.1)	LYPD2 (NP_991108.1)	44%	55%	6e-22
LYNX1 (NP_803429.1)	LY6D (NP_003686.1)	39%	45%	4e-12
CYP11B1 (NP_000488.3)	CYP11B2 (NP_000489.3)	93%	95%	0.0
LY6E (NP_001120685.1)	LY6L (NP_001355089.1)	32%	41%	3e-07
ZFP41 (NP_776193.3)	GLI4 (NP_612474.1)	42%	59%	6e-51
GLI4 (NP_612474.1)	ZNF696 (NP_112157.2)	62%	75%	4e-85
ZNF623 (NP_001248772.1)	ZNF707 (NP_001275734.1)	48%	63%	1e-62
EPPK1 (XP_016869379.1)	PLEC (XP_006716651.1)	41%	60%	0.0
ZNF251 (NP_612376.1)	ZNF34 (NP_001273699.1)	47%	62%	6e-158
ZNF517 (NP_998770.2)	ZNF7 (XP_016869305.1)	64%	75%	1e-26
ZNF250 (NP_001350034.1)	ZNF16 (NP_008889.2)	62%	75%	2e-171
DMRT1 (XP_006716795.1)	DMRT3 (NP_067063.1)	77%	84%	2e-28
CD274 (NP_001254635.1)	PDCD1LG2 (XP_005251657.1)	38%	48%	9e-18
IFNB1 (NP_002167.1)	IFNW1 (NP_002168.1)	36%	60%	1e-32
IFNW1 (NP_002168.1)	IFNA21 (NP_002166.2)	57%	69%	3e-76
IFNA21 (NP_002166.2)	IFNA4 (NP_066546.1)	92%	95%	1e-133
IFNA4 (NP_066546.1)	IFNA7 (NP_066401.2)	94%	95%	7e-135
IFNA7 (NP_066401.2)	IFNA10 (NP_002162.1)	92%	95%	3e-134
IFNA10 (NP_002162.1)	IFNA16 (NP_002164.1)	87%	92%	3e-127
IFNA16 (NP_002164.1)	IFNA17 (NP_067091.1)	87%	92%	1e-127
IFNA17 (NP_067091.1)	IFNA14 (NP_002163.2)	83%	93%	1e-122
IFNA14 (NP_002163.2)	IFNA5 (NP_002160.1)	85%	93%	6e-127
IFNA6 (NP_066282.1)	IFNA13 (NP_008831.3)	85%	89%	2e-120
IFNA13 (NP_008831.3)	IFNA2 (NP_000596.2)	83%	88%	1e-109
IFNA8 (NP_002161.2)	IFNA1 (NP_076918.1)	77%	84%	3e-106
AQP7 (XP_016870190.1)	AQP3 (NP_001305073.1)	52%	66%	5e-27
CCL19 (NP_006265.1)	CCL21 (NP_002980.1)	35%	56%	3e-16
SPATA31A6 (NP_001138668.1)	SPATA31A5 (XP_011543973.1)	97%	97%	0.0
GNA14 (NP_004288.1)	GNAQ (NP_002063.2)	82%	92%	0.0
SPATA31D4 (NP_001138669.1)	SPATA31D3 (NP_997299.2)	99%	99%	0.0
SPATA31D3 (NP_997299.2)	SPATA31D1 (XP_016870199.1)	91%	94%	0.0
SPATA31E1 (NP_849150.3)	SPATA31C1 (XP_011517004.1)	30%	44%	1e-84
OGN (NP_054776.1)	OMD (NP_005005.1)	30%	46%	1e-19
OMD (NP_005005.1)	ASPN (NP_001180264.1)	30%	50%	1e-19
ASPN (NP_001180264.1)	ECM2 (NP_001184225.1)	33%	53%	1e-24
FBP2 (NP_003828.2)	FBP1 (NP_001121100.1)	77%	89%	0.0
ZNF510 (NP_055745.1)	ZNF782 (XP_011516617.1)	48%	62%	0.0
OR13C4 (NP_001001919.1)	OR13C3 (NP_001001961.1)	84%	93%	0.0
OR13C5 (NP_001004482.1)	OR13C2 (NP_001004481.1)	93%	96%	0.0
OR13C2 (NP_001004481.1)	OR13C9 (NP_001001956.1)	92%	94%	0.0
NIPSNAP3A (NP_056284.1)	NIPSNAP3B (XP_011517141.1)	69%	74%	2e-125
EPB41L4B (NP_061987.3)	PTPN3 (NP_001138842.1)	31%	51%	5e-30
TXN (NP_001231867.1)	TXNDC8 (XP_016870073.1)	36%	47%	5e-10
ZNF883 (NP_001094808.1)	ZFP37 (NP_003399.1)	58%	71%	5e-144
ORM1 (NP_000598.2)	ORM2 (NP_000599.1)	90%	95%	3e-133
OR1J2 (XP_024303285.1)	OR1J4 (NP_001004452.1)	78%	88%	4e-178
OR1L1 (NP_001005236.3)	OR1L3 (NP_001005234.1)	78%	86%	0.0
OR1L3 (NP_001005234.1)	OR1L4 (NP_001005235.1)	67%	81%	1e-147
OR1L4 (NP_001005235.1)	OR1L6 (NP_001004453.2)	94%	97%	0.0
OR1L6 (NP_001004453.2)	OR5C1 (NP_001001923.1)	44%	61%	3e-82
OR5C1 (NP_001001923.1)	OR1K1 (NP_543135.1)	46%	61%	1e-77
ZBTB6 (NP_006617.1)	ZBTB26 (NP_001291292.1)	46%	62%	1e-123
NR5A1 (NP_004950.2)	NR6A1 (NP_001480.3)	27%	45%	3e-45
ZBTB43 (XP_011516711.1)	ZBTB34 (NP_001092740.1)	51%	71%	3e-37
ST6GALNAC6 (XP_016870149.1)	ST6GALNAC4 (XP_011516831.1)	39%	59%	2e-31
LCN1 (XP_011516977.1)	OBP2A (XP_016870145.1)	42%	62%	2e-33
LCN10 (NP_001355018.1)	LCN6 (NP_945184.1)	24%	47%	5e-09
LCN8 (NP_001332863.1)	LCN15 (NP_976222.1)	21%	40%	5e-07
LCN12 (XP_006717128.1)	PTGDS (NP_000945.3)	29%	46%	2e-17
IDI2 (NP_150286.1)	IDI1 (NP_001304884.1)	65%	84%	5e-111
AKR1E2 (XP_024303994.1)	AKR1C1 (NP_001344.2)	41%	57%	3e-36
