Gene 1	Gene 2	id %	som %	E-value
si:ch211-197e7.1 (XP_021331035.1)	LOC103910704 (XP_021331274.1)	53%	71%	0.0
LOC100537361 (XP_003198540.5)	LOC100537400 (XP_021330827.1)	69%	76%	3e-89
LOC110437839 (XP_021331309.1)	LOC110437813 (XP_021331303.1)	52%	67%	5e-113
LOC110437813 (XP_021331303.1)	LOC100332458 (XP_002661836.5)	51%	64%	5e-125
LOC101886494 (XP_021331301.1)	LOC110437841 (XP_021331323.1)	79%	87%	7e-160
LOC110437841 (XP_021331323.1)	LOC100537572 (XP_003198463.4)	52%	64%	3e-100
LOC103910762 (XP_009299025.2)	LOC101886363 (XP_017210844.2)	56%	71%	2e-113
LOC100147926 (XP_017210833.1)	LOC108183449 (XP_017210842.1)	82%	88%	1e-171
LOC110439368 (XP_021330961.1)	LOC108183323 (XP_021331041.1)	59%	71%	1e-86
LOC100150095 (XP_001923745.2)	zgc:173713 (XP_003198571.1)	54%	67%	2e-150
LOC103910825 (XP_017211180.1)	LOC108183899 (XP_017211191.1)	53%	66%	1e-119
LOC108183899 (XP_017211191.1)	LOC110439395 (XP_021331046.1)	58%	73%	8e-58
LOC110439395 (XP_021331046.1)	si:dkey-57k17.1 (NP_001314815.1)	77%	86%	2e-75
si:dkey-57k17.1 (NP_001314815.1)	LOC103910799 (XP_021331047.1)	76%	84%	3e-146
LOC103910801 (XP_021331372.1)	LOC101885920 (XP_021331366.1)	79%	85%	2e-132
LOC101885920 (XP_021331366.1)	si:ch211-212k5.4 (XP_017211232.1)	55%	69%	4e-96
LOC100537399 (XP_009299095.2)	LOC108183335 (XP_017210693.2)	95%	96%	0.0
LOC108183928 (XP_017211222.1)	si:dkey-30f3.2 (XP_017211236.1)	71%	78%	3e-129
LOC110439607 (XP_021331420.1)	LOC110439604 (XP_021331402.1)	38%	56%	6e-78
si:ch211-223a21.4 (XP_009299145.1)	LOC110439614 (XP_021331434.1)	54%	65%	4e-112
LOC110439606 (XP_021331414.1)	LOC110439605 (XP_021331412.1)	94%	97%	0.0
LOC110439615 (XP_021331435.1)	si:ch211-203c5.3 (XP_021331404.1)	84%	89%	8e-38
LOC108184007 (XP_017211286.1)	LOC101887122 (XP_005159077.1)	50%	65%	5e-98
LOC108184005 (XP_021331421.1)	LOC100151503 (XP_021331430.1)	69%	78%	1e-155
LOC110439612 (XP_021331431.1)	LOC110439404 (XP_021331060.1)	82%	86%	0.0
LOC110439404 (XP_021331060.1)	znf1070 (NP_001108190.1)	66%	72%	7e-151
LOC100332035 (XP_021331415.1)	LOC101883642 (XP_009299174.2)	55%	69%	2e-90
LOC101882744 (XP_017211274.2)	LOC103910919 (XP_017211270.1)	44%	63%	4e-167
LOC101882060 (XP_021331439.1)	LOC108183462 (XP_017210851.1)	96%	97%	0.0
LOC108183462 (XP_017210851.1)	zgc:174180 (NP_001104724.2)	52%	68%	0.0
LOC103910940 (XP_021331441.1)	LOC103910941 (XP_021331443.1)	47%	65%	0.0
LOC100538090 (XP_017210610.1)	LOC100537936 (XP_009299203.2)	76%	85%	2e-166
LOC110437842 (XP_021331451.1)	zgc:173615 (XP_021331446.1)	54%	69%	5e-105
LOC100333986 (XP_021330830.1)	LOC110439631 (XP_021331458.1)	78%	83%	4e-163
LOC110439631 (XP_021331458.1)	LOC110437814 (XP_021331450.1)	74%	81%	3e-128
LOC108183482 (XP_017210864.1)	si:ch211-171l17.4 (XP_017210866.1)	44%	63%	1e-170
LOC108183483 (XP_021331442.1)	LOC100005483 (XP_017210869.1)	43%	63%	0.0
LOC108183484 (XP_017210870.1)	LOC108183485 (XP_017210871.1)	47%	68%	0.0
LOC108183489 (XP_017210875.1)	LOC110439408 (XP_021331066.1)	97%	98%	0.0
LOC101884563 (XP_017210881.1)	LOC108183496 (XP_017210884.1)	94%	96%	0.0
LOC108183496 (XP_017210884.1)	LOC108183495 (XP_021331469.1)	48%	64%	3e-179
LOC108183497 (XP_021331471.1)	LOC108183500 (XP_017210888.1)	95%	97%	0.0
LOC108183501 (XP_017210889.1)	si:dkey-27n6.1 (NP_001137523.1)	78%	82%	5e-10
slco1f1 (NP_998082.2)	LOC100536648 (XP_021330963.1)	89%	92%	0.0
LOC100536648 (XP_021330963.1)	slco1f4 (NP_001074135.2)	87%	93%	0.0
slco1f4 (NP_001074135.2)	LOC100334356 (XP_021331068.1)	73%	78%	0.0
zgc:165515 (NP_001092697.1)	si:cabz01071912.2 (XP_003198590.1)	36%	54%	3e-69
si:cabz01071912.2 (XP_003198590.1)	si:cabz01071911.4 (XP_009297802.1)	71%	77%	0.0
LOC100005516 (XP_021330966.1)	LOC103910264 (XP_021330969.1)	78%	83%	6e-24
LOC110437784 (XP_003198583.2)	si:ch211-161m3.2 (XP_690417.5)	47%	63%	9e-89
si:ch211-161m3.2 (XP_690417.5)	LOC101885700 (XP_021330970.1)	59%	67%	5e-118
LOC103908715 (XP_021330971.1)	LOC100004951 (XP_021330972.1)	85%	91%	0.0
zgc:175107 (NP_001107104.1)	si:ch211-161m3.4 (XP_017210897.1)	50%	66%	2e-96
si:ch211-161m3.4 (XP_017210897.1)	si:cabz01054396.2 (XP_017210893.2)	48%	63%	6e-91
LOC101885996 (XP_005165065.1)	LOC100536348 (XP_003201694.1)	48%	59%	2e-97
LOC110439639 (XP_021331474.1)	LOC569391 (XP_697864.5)	56%	69%	4e-124
LOC569391 (XP_697864.5)	LOC101882475 (XP_017211319.1)	76%	81%	3e-108
LOC101882475 (XP_017211319.1)	wu:fa05b01 (XP_021331481.1)	49%	64%	7e-89
wu:fa05b01 (XP_021331481.1)	LOC101882607 (XP_005174450.1)	59%	69%	1e-120
LOC101882607 (XP_005174450.1)	LOC101882667 (XP_009299273.1)	80%	89%	0.0
LOC101882667 (XP_009299273.1)	LOC101882721 (XP_005174452.1)	92%	95%	0.0
LOC101882721 (XP_005174452.1)	LOC101882787 (XP_005174453.2)	53%	67%	4e-99
LOC101883084 (XP_021331482.1)	LOC103910999 (XP_021331069.1)	53%	73%	7e-59
si:cabz01021433.2 (XP_002662196.1)	wu:fc30c06 (NP_001314845.1)	53%	69%	2e-96
wu:fc30c06 (NP_001314845.1)	si:cabz01021430.2 (XP_005174458.1)	48%	62%	2e-110
si:cabz01021430.2 (XP_005174458.1)	si:cabz01021428.1 (XP_009299309.2)	42%	54%	2e-84
si:cabz01021428.1 (XP_009299309.2)	si:cabz01021426.2 (XP_021331479.1)	88%	92%	4e-129
si:cabz01021426.2 (XP_021331479.1)	zgc:171727 (XP_017210598.2)	54%	62%	6e-68
si:cabz01032474.1 (XP_009299296.2)	zgc:162958 (NP_001082807.1)	49%	61%	2e-53
zgc:162958 (NP_001082807.1)	LOC100333031 (XP_009299293.1)	61%	73%	0.0
LOC100333031 (XP_009299293.1)	LOC110437786 (XP_021331476.1)	49%	61%	4e-150
LOC110437786 (XP_021331476.1)	zgc:171604 (XP_009299290.1)	70%	79%	1e-161
zgc:171604 (XP_009299290.1)	LOC108184060 (XP_017211317.1)	71%	79%	5e-117
LOC108184060 (XP_017211317.1)	LOC101884860 (XP_021331477.1)	67%	75%	3e-111
LOC101884860 (XP_021331477.1)	LOC100333228 (XP_009299288.1)	75%	80%	0.0
LOC100333228 (XP_009299288.1)	znf1015 (NP_001025341.1)	60%	71%	0.0
znf1015 (NP_001025341.1)	si:ch73-266f23.4 (XP_699917.3)	52%	65%	6e-158
si:ch73-266f23.4 (XP_699917.3)	LOC100538121 (XP_021331070.1)	60%	72%	2e-174
znf989 (XP_021330691.1)	zgc:173624 (XP_009299301.1)	63%	77%	7e-110
LOC103910998 (XP_021331489.1)	zgc:171551 (NP_001107110.1)	48%	67%	2e-87
zgc:171551 (NP_001107110.1)	si:dkey-262g12.10 (XP_021331488.1)	50%	61%	8e-105
si:dkey-262g12.10 (XP_021331488.1)	si:dkey-262g12.3 (XP_021331484.1)	51%	60%	6e-127
si:dkey-262g12.3 (XP_021331484.1)	si:dkey-262g12.9 (XP_021331485.1)	58%	71%	2e-139
si:dkey-262g12.9 (XP_021331485.1)	si:dkey-262g12.12 (XP_021331486.1)	49%	66%	1e-128
si:dkey-262g12.12 (XP_021331486.1)	LOC101885678 (XP_021331490.1)	58%	68%	2e-84
LOC101885678 (XP_021331490.1)	si:cabz01032454.3 (XP_003198589.1)	55%	67%	4e-76
si:cabz01032454.3 (XP_003198589.1)	LOC101886419 (XP_017211320.1)	86%	93%	1e-11
si:cabz01069022.1 (XP_017211315.1)	si:cabz01069020.1 (XP_002667484.1)	46%	57%	2e-91
si:cabz01069020.1 (XP_002667484.1)	LOC100149352 (XP_021330976.1)	40%	52%	6e-57
LOC100149352 (XP_021330976.1)	si:cabz01069015.1 (XP_001332709.1)	36%	49%	6e-46
si:cabz01069015.1 (XP_001332709.1)	si:cabz01069013.3 (NP_001314850.1)	61%	72%	3e-131
si:cabz01069013.4 (XP_021330979.1)	si:cabz01069012.2 (XP_021330978.1)	86%	91%	0.0
kcna1b (XP_699869.2)	LOC100004160 (XP_021330984.1)	66%	81%	0.0
si:dkey-71l4.3 (XP_017210909.1)	LOC108183522 (XP_017210916.1)	93%	94%	0.0
LOC108183524 (XP_017210918.1)	si:dkey-165o8.1 (XP_021330990.1)	92%	94%	0.0
si:dkey-165o8.1 (XP_021330990.1)	LOC108183350 (XP_021331071.1)	91%	94%	0.0
LOC108183350 (XP_021331071.1)	LOC101884135 (XP_021330993.1)	49%	66%	0.0
LOC108183521 (XP_017210913.2)	si:ch211-232d10.1 (XP_017210912.1)	83%	85%	0.0
si:ch211-232d10.1 (XP_017210912.1)	LOC101886966 (XP_021330995.1)	94%	96%	0.0
LOC101886966 (XP_021330995.1)	LOC103911012 (XP_009299332.3)	49%	66%	0.0
LOC108184063 (XP_017211335.1)	LOC101886838 (XP_021331001.1)	48%	66%	0.0
LOC101886838 (XP_021331001.1)	LOC108184064 (XP_017211338.1)	97%	98%	0.0
zgc:171673 (XP_005168174.1)	si:ch73-158p21.2 (XP_003198608.1)	42%	55%	3e-99
si:ch73-158p21.3 (XP_002661942.3)	zgc:123107 (NP_001077290.1)	29%	42%	6e-10
si:ch73-158p21.7 (XP_017211340.1)	zgc:113209 (NP_001017546.1)	41%	55%	2e-120
zgc:113209 (NP_001017546.1)	zgc:172128 (NP_001107945.1)	51%	62%	1e-137
zgc:172128 (NP_001107945.1)	si:ch1073-398c20.3 (XP_021331002.1)	57%	63%	3e-150
si:ch1073-398c20.3 (XP_021331002.1)	zgc:113119 (XP_017211341.1)	47%	62%	4e-136
zgc:113119 (XP_017211341.1)	zgc:153116 (NP_001038888.1)	39%	54%	5e-77
ms4a17a.17 (NP_001082925.1)	ms4a17a.16 (NP_001038929.1)	61%	75%	2e-108
ms4a17a.16 (NP_001038929.1)	ms4a17a.11 (NP_001017670.1)	60%	70%	2e-92
ms4a17a.11 (NP_001017670.1)	ms4a17a.9 (NP_001013528.1)	68%	78%	1e-105
ms4a17a.9 (NP_001013528.1)	ms4a17a.8 (NP_001119946.1)	82%	85%	1e-141
ms4a17a.8 (NP_001119946.1)	ms4a17a.5 (XP_005165000.1)	68%	74%	4e-109
ms4a17a.5 (XP_005165000.1)	LOC798290 (XP_017210593.1)	79%	84%	5e-138
LOC798290 (XP_017210593.1)	ms4a17a.1 (XP_005165003.1)	83%	86%	6e-144
ms4a17a.1 (XP_005165003.1)	ms4a17a.7 (XP_017211346.1)	72%	78%	3e-109
ms4a17a.7 (XP_017211346.1)	ms4a17a.3 (XP_009299321.1)	60%	68%	5e-84
ms4a17a.3 (XP_009299321.1)	ms4a17a.6 (XP_017210411.1)	63%	69%	4e-87
ms4a17a.6 (XP_017210411.1)	ms4a17a.10 (XP_001339114.2)	66%	69%	3e-92
ms4a17a.10 (XP_001339114.2)	ms4a17a.4 (XP_009299315.1)	73%	78%	3e-119
ms4a17a.4 (XP_009299315.1)	ms4a17a.12 (XP_005165012.1)	73%	77%	3e-123
ms4a17a.12 (XP_005165012.1)	si:ch73-56d11.3 (NP_001314938.1)	75%	82%	7e-125
si:ch73-56d11.3 (NP_001314938.1)	LOC108179093 (XP_001339255.3)	75%	82%	2e-130
LOC108179093 (XP_001339255.3)	LOC103911004 (XP_009299318.1)	53%	65%	3e-65
LOC110437834 (XP_021331496.1)	si:dkey-240n22.1 (XP_021331494.1)	78%	84%	0.0
LOC101884295 (XP_021331498.1)	LOC571721 (XP_021331497.1)	55%	69%	9e-169
LOC571721 (XP_021331497.1)	LOC110437726 (XP_021331500.1)	60%	71%	1e-175
si:dkey-172k15.19 (XP_002661910.2)	LOC110439410 (XP_021331072.1)	82%	87%	0.0
LOC110439410 (XP_021331072.1)	LOC108179180 (XP_021331074.1)	98%	99%	0.0
LOC108179180 (XP_021331074.1)	LOC100537972 (XP_017211332.1)	87%	91%	0.0
LOC100537972 (XP_017211332.1)	LOC108184066 (XP_017211345.1)	92%	95%	3e-162
LOC108184066 (XP_017211345.1)	LOC108179144 (XP_021331075.1)	71%	78%	2e-58
LOC110437822 (XP_021331501.1)	si:dkey-172k15.13 (XP_005165023.1)	43%	54%	8e-57
si:dkey-172k15.13 (XP_005165023.1)	si:dkey-172k15.5 (XP_001334456.1)	78%	83%	6e-08
si:dkey-172k15.5 (XP_001334456.1)	zgc:174310 (NP_001103997.1)	51%	65%	2e-07
zgc:174310 (NP_001103997.1)	zgc:162948 (NP_001076388.1)	42%	57%	3e-61
zgc:162948 (NP_001076388.1)	si:cabz01063885.1 (XP_009299353.1)	74%	80%	1e-139
si:cabz01063885.1 (XP_009299353.1)	LOC100333012 (XP_021331506.1)	58%	71%	8e-91
slco1f2 (XP_009299375.1)	slco1f3 (NP_001129156.2)	84%	91%	0.0
slco1f3 (NP_001129156.2)	slco1e1 (XP_009299377.1)	43%	61%	6e-180
slco1e1 (XP_009299377.1)	slco1d1 (NP_001335015.1)	52%	69%	0.0
LOC103911026 (XP_021331009.1)	LOC108179157 (XP_017210723.1)	72%	79%	5e-69
zgc:194336 (NP_001124130.1)	LOC110439382 (XP_021331010.1)	47%	63%	7e-66
LOC110437810 (XP_021331011.1)	LOC100536116 (XP_021331012.1)	100%	100%	0.0
zgc:101699 (XP_005165067.1)	si:ch73-55i23.1 (NP_001191237.2)	73%	82%	0.0
si:ch73-55i23.1 (NP_001191237.2)	LOC100148581 (XP_021332404.1)	61%	70%	0.0
si:ch211-283g2.2 (XP_005165074.1)	si:ch211-283g2.3 (XP_021332405.1)	56%	74%	9e-57
sat1a.1 (NP_001025370.1)	sat1a.2 (NP_001002169.1)	84%	95%	5e-114
LOC101886910 (XP_005168661.2)	cst14b.2 (XP_005168662.1)	57%	68%	1e-38
si:ch1073-475a24.1 (XP_021332067.1)	LOC101886648 (XP_005165736.1)	51%	68%	4e-133
LOC101886648 (XP_005165736.1)	LOC101886901 (XP_021332069.1)	43%	58%	8e-138
LOC101886901 (XP_021332069.1)	LOC101886834 (XP_005165737.1)	38%	56%	8e-118
pimr122 (XP_021332018.1)	pimr123 (XP_021332019.1)	81%	83%	0.0
LOC571561 (XP_021332080.1)	ugt2b1 (NP_001170809.1)	72%	89%	1e-116
ugt2b3 (NP_001170812.1)	zgc:172315 (NP_001107098.1)	86%	93%	0.0
zgc:158343 (NP_001073507.1)	tor4ab (NP_001103331.1)	27%	54%	2e-07
ccl19a.2 (NP_001129720.2)	ccl19a.1 (XP_005165111.1)	36%	54%	2e-19
dao.2 (NP_999897.1)	dao.1 (NP_001028912.1)	92%	97%	0.0
dao.1 (NP_001028912.1)	dao.3 (NP_991257.1)	86%	92%	0.0
LOC795147 (XP_017211728.1)	cmklr1 (NP_001076281.1)	23%	45%	4e-17
cmklr1 (NP_001076281.1)	si:ch211-240b21.4 (XP_005165256.1)	54%	72%	5e-117
si:ch211-240b21.4 (XP_005165256.1)	si:ch211-240b21.5 (XP_001335526.1)	96%	98%	0.0
LOC101884650 (XP_005165291.3)	LOC100536577 (XP_009299665.1)	69%	76%	0.0
si:dkey-27p18.3 (XP_021332122.1)	LOC100148510 (XP_021332123.1)	72%	85%	4e-59
cx27.5 (NP_571886.1)	cx39.9 (XP_021331728.1)	46%	66%	3e-71
gbgt1l1 (NP_956623.1)	si:dkey-110k5.10 (XP_009299694.1)	93%	96%	0.0
si:dkey-110k5.10 (XP_009299694.1)	gbgt1l2 (NP_001120986.1)	62%	76%	4e-140
gbgt1l2 (NP_001120986.1)	si:ch211-287c22.1 (NP_001122030.1)	73%	85%	2e-170
si:ch211-287c22.1 (NP_001122030.1)	gbgt1l4 (XP_005165185.1)	73%	86%	0.0
gbgt1l3 (XP_021331770.1)	si:ch211-135f11.4 (XP_017211681.1)	90%	95%	0.0
tmc2b (XP_017211636.1)	tmc1 (XP_021331962.1)	53%	67%	0.0
marveld2b (NP_001119878.1)	oclnb (XP_005171901.1)	32%	53%	3e-14
vamp8 (NP_956053.1)	vamp5 (NP_001243535.1)	32%	55%	6e-10
LOC100334739 (XP_021332025.1)	LOC108190082 (XP_021332026.1)	86%	90%	0.0
si:ch211-186e20.7 (XP_695000.3)	zgc:174260 (NP_001108176.2)	86%	92%	0.0
zgc:174260 (NP_001108176.2)	LOC103911083 (XP_009299884.1)	92%	95%	6e-171
serpina7 (NP_001099059.2)	zgc:174259 (XP_021331992.1)	91%	95%	0.0
zgc:174259 (XP_021331992.1)	LOC110439158 (XP_021332161.1)	92%	96%	0.0
entpd2a.2 (XP_687722.1)	entpd2a.1 (NP_001004643.1)	78%	85%	0.0
si:ch211-215c18.3 (XP_005172009.1)	thy1 (NP_001300699.1)	29%	46%	1e-14
f11r.2 (NP_001076451.1)	f11r.1 (NP_001004667.1)	73%	81%	2e-127
si:ch211-117m20.5 (NP_001239578.1)	tcnl (NP_001122207.1)	53%	68%	1e-53
spns2 (NP_001077316.1)	spns3 (NP_001093506.1)	54%	69%	1e-162
myhz2 (XP_005171843.1)	myhc4 (XP_005171850.1)	98%	99%	0.0
myhc4 (XP_005171850.1)	myha (XP_021332193.1)	99%	99%	0.0
ns:zf-e68 (XP_001924014.2)	myhz1.2 (XP_005171981.1)	99%	99%	0.0
myhz1.2 (XP_005171981.1)	myhz1.1 (NP_001108561.1)	99%	99%	0.0
scn4bb (NP_001071041.1)	mpzl2b (NP_997928.1)	28%	45%	6e-08
si:ch211-271e10.2 (XP_017211512.1)	si:ch211-271e10.3 (NP_001315076.1)	74%	83%	8e-63
si:ch211-271e10.3 (NP_001315076.1)	LOC564808 (XP_706324.1)	91%	93%	5e-132
LOC110439816 (XP_021332241.1)	LOC564671 (XP_021332014.1)	84%	89%	5e-35
si:dkey-58f10.14 (XP_021332239.1)	si:dkey-58f10.13 (XP_021332237.1)	78%	87%	9e-104
si:dkey-58f10.13 (XP_021332237.1)	si:dkey-58f10.12 (XP_021332240.1)	60%	70%	1e-73
si:dkey-58f10.12 (XP_021332240.1)	si:dkey-58f10.11 (XP_005165313.1)	89%	92%	5e-100
si:dkey-58f10.11 (XP_005165313.1)	si:dkey-58f10.10 (NP_001107128.1)	80%	85%	3e-110
LOC100332459 (XP_002662082.1)	si:dkey-58f10.7 (XP_005165393.1)	64%	76%	7e-61
si:dkey-58f10.7 (XP_005165393.1)	si:dkey-58f10.6 (NP_001313482.1)	49%	64%	9e-37
cxcl11.8 (NP_001119885.1)	LOC101886833 (XP_021332027.1)	33%	49%	4e-10
LOC110438663 (XP_021332029.1)	LOC110438664 (XP_021332243.1)	97%	98%	1e-136
cxcl11.7 (XP_005165469.1)	cxcl11.6 (XP_005165468.1)	99%	100%	4e-91
cxcl11.6 (XP_005165468.1)	cxcl11.5 (XP_021332251.1)	52%	75%	2e-33
LOC799924 (XP_017211897.2)	LOC108190033 (XP_021332016.1)	81%	90%	3e-85
LOC799681 (XP_021332274.1)	LOC100537890 (XP_021332273.1)	100%	100%	0.0
LOC100537890 (XP_021332273.1)	LOC110439824 (XP_021332284.1)	32%	53%	1e-28
LOC567656 (XP_696046.1)	LOC100334604 (XP_002662102.3)	63%	74%	7e-42
LOC100334604 (XP_002662102.3)	LOC101883537 (XP_005165511.1)	48%	69%	1e-24
LOC101883537 (XP_005165511.1)	cxcl11.1 (XP_001339307.1)	43%	59%	4e-17
cxcl11.1 (XP_001339307.1)	cxcl20 (XP_009299936.1)	32%	51%	2e-12
fbp2 (XP_005165357.1)	fbp1a (NP_956236.1)	71%	85%	0.0
dmrt1 (NP_991191.2)	dmrt3a (NP_001005779.2)	75%	86%	3e-29
dmrt3a (NP_001005779.2)	dmrt2a (NP_571027.1)	67%	83%	4e-31
zgc:110626 (NP_001017889.1)	si:ch211-130m23.2 (NP_001108161.1)	82%	89%	0.0
arrdc3a (NP_001073498.1)	LOC799768 (XP_009300042.3)	32%	48%	6e-37
LOC799768 (XP_009300042.3)	si:dkey-172m14.1 (NP_001188367.2)	59%	69%	2e-135
fam169aa (NP_001038832.1)	zgc:194398 (NP_001128614.1)	63%	80%	2e-07
lnpep (XP_021331685.1)	erap2 (XP_005165525.1)	44%	63%	0.0
gna14 (NP_001003753.1)	gnaq (NP_001138271.1)	68%	83%	0.0
LOC101883779 (XP_005165628.1)	si:dkey-261j4.5 (NP_001289162.1)	45%	57%	6e-73
si:dkey-261j4.5 (NP_001289162.1)	si:dkey-261j4.4 (NP_001159918.1)	85%	89%	0.0
si:dkey-261j4.4 (NP_001159918.1)	si:dkey-261j4.3 (NP_001159917.1)	98%	98%	0.0
si:dkey-261j4.3 (NP_001159917.1)	drl (NP_571052.1)	93%	94%	0.0
LOC100333053 (XP_005168696.1)	LOC108179110 (XP_017211868.1)	85%	90%	0.0
LOC108179110 (XP_017211868.1)	LOC110437769 (XP_021332344.1)	64%	77%	8e-168
LOC110439835 (XP_021332345.1)	si:ch73-376l24.6 (XP_017211872.1)	38%	53%	1e-31
zgc:110283 (NP_001017605.1)	anxa1c (XP_005165663.1)	87%	91%	0.0
anxa1c (XP_005165663.1)	anxa1b (NP_861424.1)	75%	84%	0.0
aldh2.1 (NP_956784.1)	aldh2.2 (NP_998466.2)	95%	98%	0.0
LOC101885985 (XP_021332372.1)	im:7157749 (XP_021332373.1)	62%	72%	3e-135
im:7157749 (XP_021332373.1)	znf1005 (NP_001025265.3)	86%	91%	0.0
LOC101886526 (XP_009300324.1)	zgc:113050 (XP_021332374.1)	54%	60%	0.0
ugt2a6 (NP_001138283.1)	ugt2a5 (NP_001070111.2)	84%	88%	0.0
tbx5a (XP_021331670.1)	tbx3a (NP_001095140.2)	61%	75%	2e-83
LOC101886547 (XP_009300351.2)	LOC110439854 (XP_021332646.1)	87%	93%	0.0
LOC110437775 (XP_021332648.1)	pde6h (NP_001292483.1)	100%	100%	2e-54
zgc:158417 (NP_001073127.2)	zgc:113442 (NP_001013298.1)	36%	60%	2e-56
tuba8l4 (NP_956479.1)	si:ch211-114n24.6 (NP_001313524.1)	98%	99%	0.0
si:busm1-52i16.2 (XP_021332630.1)	cldn10a (NP_001007038.1)	35%	60%	7e-47
nfil3-3 (XP_005165795.1)	nfil3-5 (XP_021332464.1)	64%	76%	5e-24
LOC100151335 (XP_001923476.1)	zgc:64065 (XP_021332483.1)	64%	71%	3e-138
zgc:64065 (XP_021332483.1)	zgc:112023 (XP_009300432.1)	47%	62%	2e-59
LOC562898 (XP_021332677.1)	pimr70 (XP_021332678.1)	78%	79%	7e-134
si:dkey-34m19.3 (XP_017212065.1)	sp3b (XP_005165855.1)	40%	60%	7e-18
LOC795066 (XP_009300531.1)	zgc:194469 (XP_009300496.1)	72%	83%	0.0
si:rp71-81e14.2 (NP_001091729.1)	si:ch211-188c18.1 (XP_021332631.1)	49%	62%	3e-60
cx44.2 (NP_571885.2)	si:dkey-91f15.8 (XP_021332755.1)	94%	97%	0.0
si:dkey-91f15.8 (XP_021332755.1)	si:dkey-91f15.1 (XP_005166273.1)	94%	97%	0.0
LOC103911208 (XP_021332765.1)	LOC103911209 (XP_009300599.1)	99%	99%	4e-140
LOC103911209 (XP_009300599.1)	LOC103908713 (XP_021332767.1)	100%	100%	3e-142
LOC103908713 (XP_021332767.1)	LOC798495 (XP_021332768.1)	99%	99%	5e-141
lrrc8db (XP_005168797.2)	lrrc8c (NP_001313473.1)	52%	70%	0.0
si:ch73-97h19.2 (XP_699860.2)	ccbl2 (XP_021332476.1)	95%	98%	0.0
LOC101882153 (XP_021332789.1)	farp2 (XP_009300696.1)	24%	44%	4e-12
il23r (XP_021332420.1)	il12rb2 (XP_021332417.1)	22%	42%	8e-28
rgs5a (NP_956256.1)	rgs16 (NP_001017846.1)	49%	67%	2e-59
rgs16 (NP_001017846.1)	rgs8 (NP_001002531.1)	56%	73%	6e-52
brinp3a.1 (NP_001107909.1)	brinp3a.2 (XP_001341569.2)	70%	84%	0.0
lrrc15 (NP_001074151.1)	LOC110439874 (XP_021332864.1)	31%	53%	6e-55
cthl (NP_001005400.1)	cth (NP_997769.3)	83%	91%	0.0
si:dkey-66a8.7 (XP_021332869.1)	plcxd1 (XP_691942.1)	45%	62%	9e-94
nipa2 (NP_998290.1)	nipa1 (NP_001006062.1)	43%	63%	1e-73
oca2 (XP_021333029.1)	oca2_1 (XP_021332872.1)	95%	96%	4e-61
prss60.1 (NP_001082915.1)	prss60.2 (NP_001099071.1)	78%	89%	7e-166
prss60.2 (NP_001099071.1)	prss60.3 (XP_021333030.1)	90%	96%	0.0
krt4 (NP_571584.2)	zgc:158846 (NP_001076492.1)	75%	88%	0.0
mettl7a (NP_001073508.1)	si:ch211-173n18.3 (XP_021332889.1)	84%	91%	2e-161
si:ch211-173n18.3 (XP_021332889.1)	si:ch211-173n18.4 (XP_697500.2)	80%	88%	5e-152
LOC108179118 (XP_021332905.1)	fgd5b (XP_021332911.1)	39%	51%	1e-05
opn1mw1 (NP_571328.2)	opn1mw2 (NP_878311.1)	92%	97%	0.0
opn1mw2 (NP_878311.1)	opn1mw3 (NP_878312.1)	88%	93%	0.0
opn1mw3 (NP_878312.1)	opn1mw4 (NP_571329.1)	92%	98%	0.0
chl1b (XP_017212176.2)	LOC101883325 (XP_017212184.2)	28%	45%	8e-108
LOC101883325 (XP_017212184.2)	cntn4 (XP_009300932.1)	56%	73%	0.0
igfn1.2 (XP_021333032.1)	LOC110439883 (XP_021333033.1)	27%	39%	4e-07
LOC110439883 (XP_021333033.1)	igfn1.4 (XP_021333034.1)	58%	75%	7e-51
igfn1.4 (XP_021333034.1)	igfn1.3 (XP_005168832.1)	48%	70%	9e-136
igfn1.3 (XP_005168832.1)	igfn1.1 (XP_021332542.1)	69%	82%	0.0
kcna3a (XP_021332959.1)	LOC100537815 (XP_021332960.1)	76%	85%	0.0
LOC100537815 (XP_021332960.1)	LOC567521 (XP_021332962.1)	69%	80%	0.0
or134-1 (XP_009300982.1)	or137-3 (XP_017211912.1)	44%	65%	9e-88
or137-3 (XP_017211912.1)	or137-8 (XP_001923221.1)	67%	79%	2e-146
or137-8 (XP_001923221.1)	or137-4 (XP_009300984.1)	89%	93%	0.0
or137-4 (XP_009300984.1)	or137-5 (NP_001124276.1)	84%	92%	0.0
or137-5 (NP_001124276.1)	or137-9 (XP_001923211.1)	97%	99%	0.0
or137-9 (XP_001923211.1)	or137-7 (XP_021332980.1)	65%	81%	2e-152
or137-7 (XP_021332980.1)	si:dkeyp-3f10.14 (XP_017212233.1)	93%	96%	0.0
si:dkeyp-3f10.14 (XP_017212233.1)	or137-1 (NP_001121848.1)	81%	89%	0.0
or137-1 (NP_001121848.1)	or137-2 (NP_001121859.1)	73%	84%	6e-170
or137-2 (NP_001121859.1)	si:dkeyp-3f10.12 (XP_009300995.1)	47%	68%	4e-98
si:dkeyp-3f10.12 (XP_009300995.1)	si:dkeyp-3f10.11 (XP_009300996.1)	80%	89%	0.0
