Gene 1	Gene 2	id %	som %	E-value
GPR83L (NP_001305346.1)	LOC100859173 (XP_003641178.2)	64%	81%	1e-165
LOC422150 (XP_025005929.1)	LPAR4 (XP_025005313.1)	25%	50%	3e-10
LPAR4 (XP_025005313.1)	P2RY10 (XP_420149.3)	33%	53%	2e-59
P2RY10 (XP_420149.3)	LOC422147 (XP_025005594.1)	68%	80%	1e-157
LOC422147 (XP_025005594.1)	GPR174 (XP_025005312.1)	51%	68%	3e-100
LOC428702 (XP_015133894.1)	GJB1 (XP_025005237.1)	42%	62%	8e-74
GPC4 (XP_015133935.1)	GPC3 (XP_025006018.1)	29%	49%	5e-58
GABRA3 (XP_015134021.1)	GABRE (NP_990576.1)	45%	61%	3e-125
VSIG10L (XP_004940800.2)	LOC422295 (XP_015134025.1)	34%	54%	5e-52
LOC422295 (XP_015134025.1)	LOC771657 (XP_025005806.1)	55%	67%	2e-07
CETN2 (NP_001264569.1)	LOC422304 (XP_004940818.1)	47%	59%	1e-47
KLF8 (XP_025006241.1)	LOC101749773 (XP_015134054.1)	81%	88%	3e-47
HOXCDX1L (XP_420293.3)	CDX4 (NP_989945.1)	83%	89%	4e-167
SLC25A5 (XP_004940900.2)	SLC25A43 (XP_420343.2)	26%	45%	2e-28
MTMR1 (XP_025006246.1)	MTM1 (XP_420357.2)	62%	79%	0.0
TLR2A (XP_025005233.1)	TLR2B (NP_001155122.1)	77%	83%	0.0
FGA (NP_001258840.1)	FGG (NP_990320.2)	44%	57%	4e-59
GUCY1A3 (XP_420375.1)	GUCY1B3 (XP_015140831.1)	37%	55%	3e-97
LOC107056283 (XP_015156825.2)	LOC100857117 (XP_015132196.2)	99%	99%	0.0
CXCL13 (NP_001335586.1)	CXCL13L2 (NP_001335585.1)	38%	56%	5e-17
CXCL13L2 (NP_001335585.1)	CXCL13L3 (NP_001335584.1)	57%	83%	7e-36
CLDN22 (XP_015132032.1)	LOC100858925 (XP_004941123.1)	59%	72%	1e-76
GALNTL6 (XP_420520.2)	GALNT7 (XP_015132026.1)	41%	59%	5e-134
LOC101750640 (XP_015132022.2)	LOC107049171 (XP_015156855.2)	98%	98%	0.0
LOC107049171 (XP_015156855.2)	LOC101749062 (XP_015156853.2)	99%	99%	0.0
LOC101749062 (XP_015156853.2)	LOC107056299 (XP_025006068.1)	100%	100%	0.0
LOC107056299 (XP_025006068.1)	LOC107056300 (XP_025006144.1)	100%	100%	4e-109
LOC107056300 (XP_025006144.1)	LOC107051746 (XP_015132021.1)	88%	91%	3e-69
EPGN (XP_015131808.1)	EREG (NP_001001203.1)	27%	52%	2e-09
EREG (NP_001001203.1)	AREG (XP_015131801.1)	42%	61%	2e-08
HSD17B11L (XP_426310.2)	HSD17B11 (XP_420547.1)	91%	94%	0.0
HNRNPDL (XP_015131753.1)	HNRNPD (XP_025005414.1)	64%	77%	1e-116
PLAC8L1 (XP_025005526.1)	PLACL2 (XP_004941179.1)	58%	69%	4e-44
AGPAT9L (XP_015131963.1)	GPAT3 (NP_001026316.1)	67%	85%	0.0
ALB (XP_025005298.1)	AFP (XP_015131885.1)	46%	66%	2e-53
IL8L1 (NP_990349.1)	IL8L2 (NP_990829.1)	73%	84%	2e-45
IL8L2 (NP_990829.1)	LOC422654 (XP_420608.1)	42%	60%	6e-22
TMPRSS11D (XP_015131880.1)	TMPRSS11F (XP_025006030.1)	49%	66%	4e-149
SULT1B (NP_001299607.1)	SULT1B1 (NP_989876.1)	89%	93%	0.0
SULT1B1 (NP_989876.1)	SULT1E1 (XP_420616.4)	58%	77%	1e-139
ADH5 (NP_001026323.1)	LOC112529921 (XP_025005746.1)	67%	78%	0.0
LOC112529921 (XP_025005746.1)	ADH6 (NP_990423.1)	99%	99%	0.0
ADH6 (NP_990423.1)	ADH1L (XP_015141128.1)	95%	97%	0.0
ADH1L (XP_015141128.1)	ADH1C (XP_025005544.1)	69%	80%	0.0
EXOC1 (XP_015141028.1)	EXOC1L (XP_015141027.1)	33%	54%	5e-24
KIT (XP_025005236.1)	PDGFRA (XP_015140900.1)	36%	52%	7e-177
TEC (XP_015140908.1)	TXK (XP_004936109.1)	65%	80%	0.0
GABRA4 (XP_004936115.1)	GABRA2 (XP_015140969.1)	71%	80%	1e-162
GABRA2 (XP_015140969.1)	GABRG1 (XP_015140970.1)	54%	67%	3e-65
TLR1B (XP_025005535.1)	TLR1A (XP_025005511.1)	80%	87%	0.0
FGFBP2 (XP_015141212.1)	FGFBP1 (XP_420773.1)	26%	44%	4e-19
CD38 (NP_001188317.1)	BST1 (XP_015141240.1)	39%	61%	1e-81
SOHO-1 (NP_990717.1)	HMX1 (NP_990864.2)	55%	66%	1e-39
LOC422894 (NP_001280102.1)	LOC422895 (XP_420837.2)	62%	73%	2e-40
LOC422901 (XP_015141480.2)	SLBP (NP_001004403.1)	51%	59%	1e-55
CD8A (XP_015141371.1)	LOC771798 (XP_025005880.1)	49%	60%	1e-70
LOC771798 (XP_025005880.1)	LOC771804 (XP_015141446.1)	58%	64%	1e-82
LOC771804 (XP_015141446.1)	LOC107053324 (XP_025006078.1)	58%	65%	2e-73
LOC107053324 (XP_025006078.1)	LOC107053306 (XP_015141440.1)	59%	69%	1e-71
LOC107053306 (XP_015141440.1)	LOC100857817 (XP_015141448.1)	50%	60%	4e-73
LOC100857817 (XP_015141448.1)	LOC100857839 (XP_015141447.1)	73%	79%	1e-119
LOC100857839 (XP_015141447.1)	LOC101752184 (XP_025005881.1)	50%	59%	2e-67
LOC101752184 (XP_025005881.1)	TCD8AL1 (XP_025005887.1)	63%	72%	7e-87
TCD8AL1 (XP_025005887.1)	TCD8AL5 (XP_015156838.1)	56%	63%	5e-83
TCD8AL5 (XP_015156838.1)	LOC107049168 (XP_015141449.1)	97%	98%	0.0
LOC107049163 (XP_025005882.1)	LOC107049200 (XP_025005885.1)	74%	78%	1e-104
LOC107049200 (XP_025005885.1)	TCD8AL3 (XP_025005889.1)	62%	67%	3e-76
TCD8AL3 (XP_025005889.1)	LOC777408 (XP_015156828.2)	55%	68%	2e-65
LOC777408 (XP_015156828.2)	TCD8AL4 (XP_025005890.1)	90%	93%	4e-120
TCD8AL4 (XP_025005890.1)	LOC771880 (XP_015141458.1)	55%	70%	2e-81
LOC771880 (XP_015141458.1)	LOC107056302 (XP_015156843.2)	95%	97%	2e-112
LOC107056302 (XP_015156843.2)	LOC107056303 (XP_025005899.1)	55%	67%	8e-59
LOC107056303 (XP_025005899.1)	LOC112529934 (XP_015141452.1)	96%	96%	3e-113
LOC112529934 (XP_015141452.1)	LOC107049196 (XP_025005904.1)	90%	93%	4e-127
LOC107049196 (XP_025005904.1)	LOC112532337 (XP_025005902.1)	58%	71%	2e-76
LOC112532337 (XP_025005902.1)	LOC100858172 (XP_015141426.1)	58%	71%	5e-61
LOC100858172 (XP_015141426.1)	LOC422924 (XP_015141425.1)	80%	86%	3e-109
LOC422924 (XP_015141425.1)	LOC101749090 (XP_025005906.1)	61%	73%	3e-89
OXT (XP_025006114.1)	AVP (NP_990516.1)	61%	78%	4e-52
NOTO (NP_990685.1)	GNOT2 (NP_990529.1)	53%	62%	4e-36
NAT8B (NP_001258073.1)	NAT8 (XP_015156819.1)	83%	89%	2e-127
NAT8 (XP_015156819.1)	LOC107056278 (XP_015156816.1)	43%	56%	8e-41
GLYATL3W (XP_025007094.1)	GLYATL3 (XP_025007103.1)	92%	95%	3e-134
GLYATL3 (XP_025007103.1)	LOC107049267 (XP_015128119.1)	90%	92%	0.0
LOC107056410 (XP_015156930.1)	GIF (XP_001233885.3)	88%	91%	1e-68
CD6 (XP_015141613.2)	CD5 (NP_990252.1)	27%	37%	1e-17
PGA5 (XP_025006353.1)	LOC100857834 (XP_015141610.2)	53%	69%	9e-141
OLFR4 (XP_025006592.1)	OR8D4 (NP_001026713.1)	56%	71%	5e-124
OR8D4 (NP_001026713.1)	OLFR1019L2 (XP_015141581.2)	54%	69%	1e-119
NDUFS8 (XP_001232780.2)	ALDH3B1L2 (XP_426371.2)	53%	79%	8e-15
ALDH3B1L2 (XP_426371.2)	ALDH3B1L1 (XP_003641325.1)	84%	92%	0.0
LOC107053361 (XP_015141795.1)	OR8U1 (NP_001026347.1)	49%	65%	8e-109
OR1052 (NP_001292146.1)	OLFR3A (XP_426387.4)	50%	67%	3e-103
OLFR3A (XP_426387.4)	OLFR3B (NP_001026716.1)	92%	94%	0.0
OLFR3B (NP_001026716.1)	LOC101747931 (XP_004941405.1)	57%	73%	9e-120
OR5I1 (XP_426384.3)	OLFR6 (NP_001026715.1)	52%	67%	1e-110
OLFR6 (NP_001026715.1)	OR5AS1 (XP_015141755.1)	50%	67%	3e-111
IFITM3 (NP_001336990.1)	IFITM1 (NP_001336988.1)	40%	54%	2e-23
IFITM1 (NP_001336988.1)	LOC107053353 (NP_001336987.1)	35%	51%	6e-18
LOC107053353 (NP_001336987.1)	IFITM5 (NP_001186427.1)	35%	53%	8e-19
TSG101 (XP_015142069.1)	UEVLD (NP_001264353.1)	53%	72%	2e-55
CD81 (NP_001025510.2)	TSPAN32 (XP_015142169.1)	24%	49%	3e-07
INS-IGF2 (XP_015142065.1)	IGF2 (XP_015142011.1)	34%	47%	6e-14
LOC107053414 (XP_025006866.1)	MUC (XP_025006867.1)	31%	69%	3e-08
LOC107053416 (XP_025006868.1)	LOC112532570 (XP_025007107.1)	28%	44%	4e-32
LOC112532570 (XP_025007107.1)	LOC395381 (XP_015142014.1)	42%	62%	8e-38
LOC395381 (XP_015142014.1)	MUC2 (NP_001305363.1)	42%	61%	0.0
FADS1L2 (XP_015142319.1)	FADS1L1 (XP_426408.2)	53%	66%	5e-169
FADS1L1 (XP_426408.2)	FADS1 (XP_421052.4)	65%	76%	0.0
LOC112532502 (XP_025006871.1)	LOC112532506 (XP_025006876.1)	44%	53%	7e-16
LOC112532506 (XP_025006876.1)	LOC112532507 (XP_025006877.1)	41%	49%	1e-13
LOC112532507 (XP_025006877.1)	LOC112532508 (XP_025006878.1)	54%	62%	7e-127
LOC112532508 (XP_025006878.1)	DMBT1L2 (XP_025006746.1)	64%	70%	0.0
LOC107053424 (XP_025006880.1)	LOC112532511 (XP_025006881.1)	89%	92%	8e-87
LOC112532511 (XP_025006881.1)	SRM130L2 (XP_025006882.1)	36%	47%	3e-22
SRM130L2 (XP_025006882.1)	LOC112532512 (XP_025006883.1)	87%	90%	0.0
LOC112532513 (XP_025006885.1)	LOC112529937 (XP_025006886.1)	53%	62%	5e-20
LOC768687 (XP_025006749.1)	LOC101750540 (XP_025006887.1)	91%	96%	1e-33
FGF19 (NP_990005.2)	FGF4 (NP_001026717.2)	33%	53%	2e-21
FGF4 (NP_001026717.2)	FGF3 (NP_990658.1)	36%	57%	2e-29
CD82 (NP_001008470.1)	TSPAN18 (NP_990132.1)	29%	49%	2e-34
PLA2G4EL7 (XP_015142601.1)	PLA2G4EL6 (XP_015142599.1)	53%	72%	0.0
PLA2G4EL6 (XP_015142599.1)	PLA2G4EL5 (XP_001234816.3)	63%	79%	0.0
PLA2G4EL5 (XP_001234816.3)	PLA2G4EL4 (XP_001234824.3)	51%	71%	0.0
PLA2G4EL4 (XP_001234824.3)	PLA2G4EL3 (XP_426427.5)	55%	73%	0.0
PLA2G4EL3 (XP_426427.5)	PLA2G4EL2 (XP_001234838.2)	56%	73%	0.0
PLA2G4EL2 (XP_001234838.2)	PLA2G4EL1 (XP_025006694.1)	56%	73%	0.0
PLA2G4EL1 (XP_025006694.1)	PLA2G4F (XP_426428.2)	42%	60%	0.0
ACOT2L (XP_004941726.1)	ACOT4 (XP_003641440.1)	44%	64%	8e-127
FOS (NP_990839.1)	JDP2 (XP_015142875.1)	45%	74%	3e-15
JDP2 (XP_015142875.1)	BATF (XP_025006661.1)	35%	65%	3e-13
SERPINA10 (XP_015143253.1)	SPIA4 (NP_001264421.1)	33%	54%	3e-67
SPIA4 (NP_001264421.1)	SPIA1 (NP_001264422.1)	46%	66%	3e-140
SPIA1 (NP_001264422.1)	SPIA5 (XP_025006990.1)	50%	69%	2e-147
SPIA5 (XP_025006990.1)	SPIA9 (XP_004941955.1)	50%	70%	4e-156
SPIA9 (XP_004941955.1)	SPIA3 (XP_015143259.1)	46%	64%	6e-134
SPIA3 (XP_015143259.1)	SERPINA3/4L (XP_015143258.1)	41%	63%	2e-107
BDKRB2 (XP_015143038.1)	BDKRB1 (XP_015143054.1)	37%	58%	8e-73
EXOC3L4 (XP_421382.4)	TNFAIP2 (XP_015143422.1)	24%	44%	6e-38
INF2 (XP_015143338.1)	LOC107049162 (XP_015143423.2)	54%	68%	1e-30
CDCA4L (XP_025006654.1)	CDCA4 (XP_015142973.1)	31%	49%	3e-25
LOC107053594 (XP_015143427.2)	LOC101748830 (XP_004949930.2)	99%	99%	0.0
SIX4 (XP_003641490.2)	SIX1 (NP_001038150.1)	70%	80%	3e-92
LOC107053596 (XP_025007089.1)	LOC107056422 (XP_025007015.1)	99%	99%	0.0
LOC107056422 (XP_025007015.1)	LOC101748182 (XP_004936596.1)	92%	94%	0.0
ACTR10 (NP_001006492.1)	ACTR10L (XP_003641470.1)	95%	98%	0.0
KLHDC1 (XP_421458.1)	KLHDC2 (XP_015132219.2)	46%	63%	4e-122
CDKL1 (XP_421464.3)	MAP4K5 (XP_015132227.1)	31%	52%	3e-30
PTGDR (XP_015132257.1)	PTGER2 (NP_001076834.1)	43%	54%	2e-67
LRIT1 (XP_025007687.1)	LRIT2 (XP_015143525.1)	33%	47%	8e-56
SFTPA1 (NP_001034255.1)	SFTPA2 (NP_989937.1)	43%	60%	5e-61
SFTPA2 (NP_989937.1)	MBL2 (XP_015143439.2)	34%	51%	4e-26
RNASE6 (NP_990590.1)	RSFR (NP_001007943.1)	84%	91%	8e-92
LIPML3 (XP_015134182.1)	LIPML2 (XP_015134186.1)	46%	65%	1e-136
DDX21 (XP_001232052.1)	LOC423693 (XP_015134204.1)	67%	79%	0.0
HKDC1 (XP_421579.2)	HK1 (XP_015134153.1)	75%	87%	0.0
LOC423719 (XP_025007473.1)	PSAP (XP_015143679.1)	39%	60%	2e-138
H2AFY2 (XP_015143696.1)	LOC112532616 (XP_025007492.1)	99%	99%	8e-140
DUSP13L (XP_003641583.2)	LOC423731 (XP_015143785.1)	50%	68%	1e-62
LOC423731 (XP_015143785.1)	DUSP13 (XP_015143783.1)	58%	77%	4e-80
DUSP13 (XP_015143783.1)	DUPD1 (NP_001161478.1)	52%	70%	1e-71
RP11-400G3.5 (XP_015144012.1)	CYP2C45 (NP_001001752.1)	99%	99%	0.0
CYP2C23b (NP_001001757.1)	CYP2C23a (NP_001001616.1)	92%	96%	0.0
LOC100858647 (XP_003641562.1)	MSMB (XP_004942175.2)	40%	56%	4e-25
GDF2 (NP_990763.1)	GDF10 (XP_421648.3)	37%	58%	2e-22
CYP26A1 (XP_015144084.1)	CYP26C1 (XP_015144331.1)	35%	46%	1e-80
CALHM2 (XP_015144221.1)	CALHM1 (XP_015144219.1)	32%	50%	1e-41
CALHM1 (XP_015144219.1)	CALHM3 (XP_025007774.1)	51%	68%	3e-115
LOC771362 (XP_015144413.1)	PNLIPRP3 (XP_015144411.1)	49%	63%	9e-163
PNLIPRP3 (XP_015144411.1)	PNLIP (NP_001264311.1)	50%	65%	1e-166
LOC112532700 (XP_025007685.1)	LOC112529943 (XP_025007792.1)	97%	97%	2e-150
LOC112529943 (XP_025007792.1)	LOC101750892 (XP_025007743.1)	97%	98%	2e-140
LOC101750892 (XP_025007743.1)	LOC107053714 (XP_025007742.1)	55%	71%	0.0
LOC107053714 (XP_025007742.1)	LOC107053715 (XP_015144378.1)	43%	55%	7e-131
LOC107053715 (XP_015144378.1)	LOC112532718 (XP_025007751.1)	56%	75%	3e-40
LOC112532718 (XP_025007751.1)	LOC107049019 (XP_025007749.1)	47%	60%	8e-38
LOC112532717 (XP_025007750.1)	CUZD1 (XP_015144377.2)	39%	58%	2e-47
HMX3 (XP_025007412.1)	HMX2 (XP_025007794.1)	64%	79%	3e-49
LOC101750052 (XP_025008427.1)	LOC112532832 (XP_025008429.1)	55%	73%	7e-70
LOC112532832 (XP_025008429.1)	LOC101749599 (XP_004942560.2)	51%	68%	2e-62
LOC112532818 (XP_025008372.1)	TWIST2 (XP_015144599.1)	45%	56%	3e-16
AHR2 (XP_015144732.1)	AHR1B (XP_025007832.1)	45%	62%	1e-123
COL6A1 (NP_990438.1)	COL6A2 (XP_015144623.1)	40%	50%	5e-95
STAT1 (XP_025007929.1)	STAT4 (XP_015144934.1)	56%	75%	0.0
AOX1 (XP_015144903.1)	AOX2 (XP_025007947.1)	63%	77%	0.0
CFLAR (NP_001189391.1)	CASP10 (XP_421936.4)	26%	45%	2e-38
CASP10 (XP_421936.4)	CASP18 (NP_001038154.1)	42%	62%	2e-68
CASP18 (NP_001038154.1)	CASP8 (XP_025007854.1)	49%	62%	1e-152
ICOS (NP_001093758.1)	CTLA4 (NP_001035180.1)	27%	41%	1e-13
CTLA4 (NP_001035180.1)	CD28 (NP_990642.1)	33%	51%	2e-28
SESTD1 (XP_015145050.1)	CCDC141 (XP_025008292.1)	24%	48%	5e-06
HOXD1 (XP_004942781.1)	HOXD3 (XP_428765.2)	42%	59%	4e-25
HOXD3 (XP_428765.2)	HOXD4 (NP_001012293.1)	44%	56%	8e-33
HOXD4 (NP_001012293.1)	HOXD8 (XP_015144875.1)	48%	62%	2e-30
HOXD8 (XP_015144875.1)	HOXD9 (XP_025008249.1)	64%	74%	2e-21
HOXD10 (XP_001234539.2)	HOXD11 (XP_015144865.1)	49%	68%	1e-31
HOXD11 (XP_015144865.1)	HOXD12 (NP_990580.1)	68%	83%	1e-25
HOXD12 (NP_990580.1)	HOXD13 (NP_990765.1)	59%	79%	5e-24
CCDC173L (XP_004942810.1)	CCDC173 (XP_015145186.1)	62%	79%	3e-72
SCN9A (XP_025007909.1)	SCN1A (XP_025008418.1)	76%	83%	0.0
PLA2R1 (NP_996866.1)	LY75 (NP_001032925.1)	37%	53%	0.0
TUBA4B (XP_015145579.2)	TUBA4A (XP_003641692.3)	98%	99%	0.0
WNT10A (NP_001006590.1)	WNT6 (XP_015145267.1)	37%	52%	9e-83
GYPC (NP_001004407.1)	CNTNAP5 (XP_015145307.1)	33%	64%	1e-10
PTPN4 (XP_025008191.1)	EPB41L5 (XP_015145518.1)	38%	59%	8e-85
MUC13 (XP_025008336.1)	HEG1 (XP_015145449.1)	24%	42%	7e-21
PARP14 (XP_025008460.1)	DTX3L (XP_422114.4)	50%	59%	2e-09
LOC771456 (XP_025008035.1)	HNMT (NP_001264802.1)	49%	68%	5e-103
LYPD6B (XP_015145360.1)	LYPD6 (XP_015145356.1)	42%	56%	8e-42
RBM43 (XP_025008338.1)	NMI (XP_025008448.1)	33%	61%	5e-10
LOC107049923 (XP_025009007.1)	LOC112532910 (XP_025008928.1)	63%	69%	4e-88
RGS2 (NP_989726.1)	RGS13 (XP_004943195.1)	46%	69%	2e-45
RGS13 (XP_004943195.1)	RGS1 (XP_422203.4)	47%	68%	1e-44
RGS1 (XP_422203.4)	RGS21 (XP_015145824.1)	49%	71%	7e-48
RGS21 (XP_015145824.1)	RGS18 (NP_001244256.1)	53%	70%	4e-52
CRIP1 (NP_001269232.1)	CRIP2 (XP_015145893.1)	74%	82%	3e-40
FMO5 (XP_015145903.1)	DM5L (XP_003641721.3)	80%	88%	0.0
RGS8 (XP_025008990.1)	RGS16 (NP_001264473.1)	53%	68%	5e-64
LAMC1 (XP_001234659.2)	LAMC2 (XP_004943325.1)	53%	65%	0.0
LOC107056665 (XP_015157165.2)	LOC107053954 (XP_015146085.2)	100%	100%	0.0
LOC107053954 (XP_015146085.2)	LOC107050036 (XP_025008936.1)	99%	99%	0.0
LRRC8C (XP_015146148.1)	LOC107056693 (XP_025009027.1)	48%	70%	0.0
CLCA1 (XP_422360.3)	CLCA2 (XP_001234330.2)	47%	64%	0.0
MCOLN3 (XP_015146352.1)	MCOLN2 (XP_422368.2)	60%	78%	0.0
VTG2 (NP_001026447.1)	VTG3 (XP_015146355.1)	51%	71%	0.0
ST6GALNAC5 (XP_025008544.1)	ST6GALNAC3 (XP_025008879.1)	39%	56%	3e-61
HECTD3L (XP_025008850.1)	HECTD3 (XP_025008849.1)	60%	73%	0.0
LOC429098 (XP_004936823.1)	VDHAP (NP_990307.2)	66%	78%	2e-150
VDHAP (NP_990307.2)	FAAH (XP_422450.1)	55%	74%	0.0
CYP4A22 (NP_001316438.1)	CYP4B7 (NP_001316439.1)	63%	78%	0.0
FOXE3 (XP_004936976.2)	FOXD2 (NP_990283.1)	73%	84%	3e-44
CYP2J23 (XP_025008652.1)	CYP2J22 (NP_001316409.1)	89%	94%	0.0
CYP2J22 (NP_001316409.1)	CYP2J21 (XP_025008491.1)	90%	95%	0.0
CYP2J21 (XP_025008491.1)	CYP2J19 (XP_422553.2)	53%	73%	0.0
PROC (XP_015132296.1)	LOC424748 (XP_025009300.1)	41%	62%	2e-65
GPC1 (NP_001291989.1)	GPC2 (XP_025009547.1)	24%	49%	3e-54
LOC112532977 (XP_025009190.1)	GPR35L (XP_015132556.1)	41%	58%	3e-80
GPR35L (XP_015132556.1)	GPR35 (XP_004937083.1)	47%	66%	1e-87
GPR35 (XP_004937083.1)	GPR55 (XP_025009191.1)	36%	54%	5e-46
GPR55 (XP_025009191.1)	LOC101748451 (XP_025009503.1)	36%	54%	2e-49
HES6 (XP_015132545.1)	LOC107051857 (XP_015132541.2)	42%	64%	3e-34
RBP2 (NP_001264346.1)	RBP1 (XP_015132393.1)	57%	74%	1e-54
SLC19A3 (XP_422610.3)	THT2L (XP_025009456.1)	86%	91%	0.0
PLSCR1 (XP_015147104.1)	PLSCR5 (XP_025009214.1)	60%	74%	2e-108
GP5 (XP_004943385.1)	LRRC15 (XP_025009496.1)	42%	57%	5e-89
ATP13A4 (XP_025009130.1)	ATP13A5 (XP_422713.3)	61%	77%	0.0
ALPI (XP_015146975.1)	ALPP (XP_003641809.1)	63%	77%	0.0
CHRND (NP_001026488.2)	CHRNG (NP_001026739.2)	49%	67%	3e-174
CYP2AB5 (NP_001316426.1)	CYP2AB4 (XP_426708.3)	79%	89%	0.0
CYP2AB4 (XP_426708.3)	CYP2AB3 (NP_001316415.1)	55%	73%	0.0
CYP2AB3 (NP_001316415.1)	CYP2AB2 (NP_001316414.1)	56%	75%	0.0
AHSG (XP_422764.1)	FETUB (NP_001264337.1)	27%	45%	2e-24
FETUB (NP_001264337.1)	HRG (XP_001233925.3)	36%	51%	2e-36
HRG (XP_001233925.3)	KNG1 (XP_422766.2)	24%	41%	1e-09
RARRES1 (NP_989865.1)	LXN (XP_015147180.1)	36%	52%	2e-26
P2RY12 (XP_015147334.1)	P2RY13 (XP_004943638.1)	51%	67%	4e-106
P2RY13 (XP_004943638.1)	GPR87 (XP_015147333.1)	38%	60%	3e-86
GPR87 (XP_015147333.1)	P2RY14 (NP_001304330.1)	48%	68%	2e-104
P2RY14 (NP_001304330.1)	GPR171 (NP_001304329.1)	33%	57%	2e-59
TM4SF1 (NP_001264407.1)	TM4SF18 (XP_025009209.1)	35%	51%	9e-38
LOC107049860 (XP_025009853.1)	LOC112533201 (XP_025009854.1)	99%	99%	0.0
LOC107050529 (XP_025009841.1)	LOC107049102 (XP_025009740.1)	99%	99%	0.0
LOC112533202 (XP_025009855.1)	LOC112533203 (XP_025009856.1)	100%	100%	0.0
LOC112533204 (XP_025009857.1)	LOC112533205 (XP_025009858.1)	100%	100%	0.0
LOC107054158 (XP_015147344.2)	LOC107054169 (XP_015147353.2)	94%	96%	9e-66
LOC112533191 (XP_025009838.1)	OR6B1 (NP_001025563.1)	96%	98%	0.0
LOC107052143 (XP_015134455.2)	OR6B1L2 (XP_015134589.2)	42%	65%	7e-84
LOC107052138 (XP_025009867.1)	OR10A7 (XP_425093.5)	99%	99%	0.0
OR10A7 (XP_425093.5)	OR11A1 (XP_004943663.1)	39%	63%	6e-85
OR11A1 (XP_004943663.1)	OR10A4 (XP_001231931.4)	44%	65%	2e-86
SNX22 (XP_025009829.1)	SNX1 (XP_425052.2)	27%	48%	8e-06
LOC112533211 (XP_025009866.1)	LOC415324 (XP_015134325.1)	33%	49%	3e-19
ISLR (XP_001233273.1)	ISLR2 (NP_001038132.1)	53%	69%	1e-128
ZP3L1 (XP_413693.2)	ZP3 (XP_025009555.1)	59%	71%	1e-158
CHRNB4 (NP_990150.1)	CHRNA3 (NP_989747.1)	49%	66%	6e-168
MYO5A (NP_990631.1)	MYO5C (XP_025009873.1)	50%	67%	0.0
CEMIP (XP_015147525.1)	LOC415478 (XP_025009691.1)	46%	61%	0.0
IGDCC3 (XP_413904.2)	IGDCC4 (XP_025009898.1)	37%	54%	6e-131
SMAD6 (NP_989579.2)	SMAD3 (NP_989806.1)	29%	45%	6e-36
ADGRG3 (XP_015147821.1)	ADGRG1 (XP_015147816.1)	36%	53%	2e-81
ADGRG1 (XP_015147816.1)	ADGRG5 (XP_015147820.1)	35%	54%	1e-68
CX3CL1 (NP_001070700.1)	CCL17 (NP_001280238.1)	37%	55%	5e-12
LOC415661 (XP_414028.1)	LOC769668 (NP_001305768.1)	81%	90%	2e-163
LOC769668 (NP_001305768.1)	LOC107080643 (NP_001305780.1)	90%	94%	2e-101
LOC107080643 (NP_001305780.1)	LOC415662 (NP_001305772.1)	89%	92%	3e-98
LOC415662 (NP_001305772.1)	LOC107049164 (XP_015134654.2)	98%	98%	0.0
LOC107049164 (XP_015134654.2)	LOC101747680 (NP_001305767.1)	87%	89%	7e-170
LOC101747680 (NP_001305767.1)	LOC112533303 (XP_025010151.1)	94%	95%	4e-54
LOC112533295 (XP_025010134.1)	KCTD19 (XP_025010133.1)	39%	52%	6e-10
MT4L (NP_990606.1)	MT3 (NP_001091007.1)	68%	79%	1e-19
LOC112533293 (XP_025010131.1)	LOC101750299 (XP_025010154.1)	36%	45%	7e-37
LOC101750299 (XP_025010154.1)	LOC107052165 (XP_025010139.1)	96%	96%	0.0
IRX6 (XP_025010155.1)	IRX5 (XP_025010091.1)	58%	66%	3e-40
LOC100858381 (XP_025009911.1)	LOC415756 (NP_001264508.1)	67%	77%	1e-53
LOC415756 (NP_001264508.1)	C11H19orf12 (NP_001264600.1)	70%	82%	4e-55
LOC769704 (XP_015147943.2)	CES1L2 (XP_015147946.2)	87%	89%	0.0
CES1L2 (XP_015147946.2)	CES1L1 (XP_015147938.2)	85%	87%	0.0
CES1L1 (XP_015147938.2)	LOC415787 (XP_015147945.2)	48%	66%	3e-160
CDH11 (NP_001004371.1)	CDH8 (XP_025009979.1)	69%	82%	0.0
PNAT3 (XP_015148014.1)	NAT (NP_990857.2)	61%	76%	4e-136
NAT (NP_990857.2)	PNAT10 (NP_990671.1)	60%	75%	5e-134
FOXL1 (XP_001231599.4)	FOXC2 (NP_990469.1)	78%	91%	6e-52
CDH3 (XP_003642004.4)	CDH1 (XP_015148067.1)	63%	77%	0.0
RRP9 (XP_015148223.1)	POC1A (XP_025010343.1)	25%	43%	5e-21
LOC107054346 (XP_025010468.1)	LOC107056872 (XP_025010474.1)	99%	99%	0.0
LOC770702 (XP_025010475.1)	LOC107056860 (XP_015157321.2)	99%	99%	0.0
LOC107056860 (XP_015157321.2)	LOC112533347 (XP_025010415.1)	98%	99%	0.0
LOC107054354 (XP_025010404.1)	LOC107054353 (XP_025010470.1)	88%	90%	2e-28
HYAL1 (XP_015148280.1)	HYAL2 (XP_414258.2)	44%	61%	1e-135
GBP4L (XP_015148387.1)	GBP (NP_989983.2)	51%	63%	2e-172
AAREL (XP_015148378.1)	APEH (NP_001025756.1)	47%	60%	0.0
CAMKV (XP_015148332.2)	MST1R (XP_025010272.1)	26%	43%	1e-07
